spec_type,logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr)
DB,7.7,4.68,0.523,0.00265,0.016927,CO,0.132,1.202
DB,7.7,4.66,0.52,0.00307,0.016862,CO,0.049,1.116
DB,7.7,4.64,0.516,0.00356,0.016796,CO,-0.034,1.03
DB,7.8,4.9,0.613,0.00039,0.016369,CO,0.98,2.866
DB,7.8,4.88,0.607,0.00048,0.016271,CO,0.895,2.784
DB,7.8,4.86,0.6,0.00058,0.016172,CO,0.811,2.702
DB,7.8,4.84,0.594,0.0007,0.016072,CO,0.726,2.62
DB,7.8,4.82,0.587,0.00083,0.015975,CO,0.642,2.54
DB,7.8,4.8,0.582,0.00099,0.015895,CO,0.558,2.448
DB,7.8,4.78,0.576,0.00118,0.015829,CO,0.474,2.344
DB,7.8,4.76,0.571,0.00139,0.01576,CO,0.39,2.241
DB,7.8,4.74,0.566,0.00164,0.015689,CO,0.306,2.138
DB,7.8,4.72,0.561,0.00191,0.015617,CO,0.222,2.036
DB,7.8,4.7,0.556,0.00222,0.015547,CO,0.138,1.938
DB,7.8,4.68,0.552,0.00257,0.01548,CO,0.054,1.844
DB,7.8,4.66,0.547,0.00296,0.015414,CO,-0.029,1.752
DB,7.8,4.64,0.542,0.00341,0.015348,CO,-0.113,1.661
DB,7.8,4.62,0.54,0.0039,0.015312,CO,-0.195,1.595
DB,7.8,4.6,0.537,0.00446,0.015278,CO,-0.277,1.534
DB,7.8,4.58,0.534,0.00511,0.015242,CO,-0.359,1.473
DB,7.8,4.56,0.532,0.00586,0.015206,CO,-0.441,1.411
DB,7.8,4.54,0.529,0.00673,0.015169,CO,-0.523,1.349
DB,7.8,4.52,0.527,0.00774,0.015132,CO,-0.605,1.29
DB,7.8,4.5,0.524,0.00892,0.015096,CO,-0.687,1.232
DB,7.8,4.48,0.522,0.01032,0.01506,CO,-0.769,1.175
DB,7.8,4.46,0.52,0.01196,0.015025,CO,-0.851,1.12
DB,7.8,4.44,0.518,0.01391,0.014993,CO,-0.933,1.068
DB,7.8,4.42,0.515,0.01628,0.01496,CO,-1.015,1.018
DB,7.9,4.9,0.65,0.00043,0.015006,CO,0.906,3.326
DB,7.9,4.88,0.645,0.00052,0.014946,CO,0.822,3.257
DB,7.9,4.86,0.639,0.00062,0.014884,CO,0.738,3.189
DB,7.9,4.84,0.634,0.00073,0.01482,CO,0.654,3.121
DB,7.9,4.82,0.629,0.00086,0.014756,CO,0.571,3.056
DB,7.9,4.8,0.623,0.001,0.014692,CO,0.487,2.991
DB,7.9,4.78,0.618,0.00117,0.014629,CO,0.403,2.929
DB,7.9,4.76,0.614,0.00136,0.014567,CO,0.32,2.867
DB,7.9,4.74,0.609,0.00157,0.014506,CO,0.237,2.807
DB,7.9,4.72,0.604,0.00181,0.014447,CO,0.153,2.749
DB,7.9,4.7,0.6,0.00209,0.01439,CO,0.07,2.693
DB,7.9,4.68,0.595,0.00239,0.014337,CO,-0.013,2.64
DB,7.9,4.66,0.591,0.00274,0.014283,CO,-0.096,2.587
DB,7.9,4.64,0.587,0.00314,0.014231,CO,-0.178,2.536
DB,7.9,4.62,0.583,0.00359,0.014184,CO,-0.261,2.482
DB,7.9,4.6,0.58,0.00411,0.014144,CO,-0.344,2.414
DB,7.9,4.58,0.577,0.00471,0.014105,CO,-0.426,2.348
DB,7.9,4.56,0.573,0.00539,0.014066,CO,-0.509,2.284
DB,7.9,4.54,0.57,0.00618,0.014028,CO,-0.591,2.222
DB,7.9,4.52,0.567,0.00709,0.013992,CO,-0.673,2.163
DB,7.9,4.5,0.565,0.00814,0.013956,CO,-0.756,2.104
DB,7.9,4.48,0.562,0.00939,0.01392,CO,-0.838,2.047
DB,7.9,4.46,0.559,0.01087,0.013886,CO,-0.92,1.992
DB,7.9,4.44,0.556,0.01264,0.013853,CO,-1.002,1.94
DB,7.9,4.42,0.554,0.0148,0.013821,CO,-1.084,1.889
DB,7.9,4.4,0.551,0.01749,0.01379,CO,-1.166,1.839
DB,7.9,4.38,0.549,0.02084,0.01376,CO,-1.248,1.79
DB,7.9,4.36,0.546,0.02509,0.013727,CO,-1.33,1.738
DB,7.9,4.34,0.544,0.03035,0.013694,CO,-1.412,1.686
DB,7.9,4.32,0.541,0.03723,0.013666,CO,-1.493,1.638
DB,7.9,4.3,0.54,0.04647,0.013646,CO,-1.575,1.598
DB,7.9,4.28,0.538,0.05813,0.013626,CO,-1.656,1.56
DB,7.9,4.26,0.537,0.0725,0.013606,CO,-1.737,1.523
DB,7.9,4.24,0.535,0.08979,0.013588,CO,-1.819,1.487
DB,7.9,4.22,0.534,0.11016,0.01357,CO,-1.9,1.454
DB,7.9,4.2,0.532,0.13373,0.013554,CO,-1.981,1.422
DB,7.9,4.18,0.531,0.1604,0.013538,CO,-2.062,1.393
DB,7.9,4.16,0.53,0.19008,0.013523,CO,-2.143,1.365
DB,7.9,4.14,0.529,0.22285,0.013509,CO,-2.224,1.339
DB,7.9,4.12,0.528,0.25864,0.013496,CO,-2.305,1.315
DB,7.9,4.1,0.527,0.2977,0.013483,CO,-2.385,1.292
DB,7.9,4.08,0.526,0.34047,0.013471,CO,-2.466,1.27
DB,7.9,4.06,0.525,0.38761,0.01346,CO,-2.547,1.248
DB,7.9,4.04,0.524,0.44028,0.013448,CO,-2.628,1.226
DB,7.9,4.02,0.523,0.50074,0.013436,CO,-2.708,1.204
DB,7.9,4,0.522,0.57338,0.013423,CO,-2.789,1.181
DB,7.9,3.98,0.521,0.6656,0.013409,CO,-2.87,1.156
DB,7.9,3.96,0.52,0.78238,0.013396,CO,-2.951,1.131
DB,7.9,3.94,0.519,0.91907,0.013383,CO,-3.032,1.108
DB,7.9,3.92,0.518,1.07077,0.013372,CO,-3.112,1.088
DB,7.9,3.9,0.518,1.23102,0.013363,CO,-3.193,1.072
DB,7.9,3.88,0.517,1.39597,0.013355,CO,-3.273,1.058
DB,7.9,3.86,0.517,1.56672,0.01335,CO,-3.354,1.048
DB,7.9,3.84,0.516,1.74882,0.013344,CO,-3.434,1.038
DB,7.9,3.82,0.516,1.99288,0.01334,CO,-3.514,1.03
DB,7.9,3.8,0.516,2.25341,0.013337,CO,-3.595,1.024
DB,7.9,3.78,0.515,2.51541,0.013334,CO,-3.675,1.019
DB,7.9,3.76,0.515,2.76208,0.013331,CO,-3.755,1.014
DB,7.9,3.74,0.515,3.0129,0.013329,CO,-3.835,1.011
DB,7.9,3.72,0.515,3.27143,0.013327,CO,-3.915,1.007
DB,7.9,3.7,0.515,3.52729,0.013326,CO,-3.995,1.005
DB,7.9,3.68,0.515,3.794,0.013325,CO,-4.075,1.002
DB,8,4.9,0.692,0.00047,0.013792,CO,0.833,3.591
DB,8,4.88,0.686,0.00055,0.013731,CO,0.749,3.572
DB,8,4.86,0.681,0.00064,0.013672,CO,0.666,3.555
DB,8,4.84,0.676,0.00075,0.013616,CO,0.583,3.538
DB,8,4.82,0.671,0.00087,0.013562,CO,0.499,3.522
DB,8,4.8,0.666,0.00101,0.013511,CO,0.417,3.507
DB,8,4.78,0.662,0.00117,0.013469,CO,0.334,3.472
DB,8,4.76,0.658,0.00134,0.013433,CO,0.251,3.423
DB,8,4.74,0.654,0.00153,0.013396,CO,0.168,3.376
DB,8,4.72,0.651,0.00175,0.01336,CO,0.086,3.331
DB,8,4.7,0.647,0.002,0.013324,CO,0.003,3.286
DB,8,4.68,0.644,0.00229,0.013289,CO,-0.079,3.243
DB,8,4.66,0.64,0.00261,0.013253,CO,-0.161,3.2
DB,8,4.64,0.637,0.00298,0.013219,CO,-0.244,3.159
DB,8,4.62,0.634,0.0034,0.013185,CO,-0.326,3.119
DB,8,4.6,0.631,0.00388,0.013152,CO,-0.408,3.08
DB,8,4.58,0.628,0.00444,0.01312,CO,-0.49,3.042
DB,8,4.56,0.625,0.00509,0.013089,CO,-0.572,3.006
DB,8,4.54,0.622,0.00586,0.013059,CO,-0.654,2.971
DB,8,4.52,0.619,0.00676,0.013029,CO,-0.736,2.937
DB,8,4.5,0.616,0.00784,0.013001,CO,-0.818,2.904
DB,8,4.48,0.614,0.00915,0.012973,CO,-0.9,2.872
DB,8,4.46,0.611,0.01077,0.012946,CO,-0.981,2.841
DB,8,4.44,0.609,0.01283,0.012921,CO,-1.063,2.811
DB,8,4.42,0.607,0.01548,0.012895,CO,-1.145,2.782
DB,8,4.4,0.604,0.01894,0.012871,CO,-1.226,2.754
DB,8,4.38,0.602,0.02353,0.012846,CO,-1.308,2.726
DB,8,4.36,0.6,0.02949,0.01282,CO,-1.39,2.695
DB,8,4.34,0.597,0.03714,0.012794,CO,-1.471,2.665
DB,8,4.32,0.595,0.0469,0.012769,CO,-1.553,2.637
DB,8,4.3,0.593,0.05913,0.012746,CO,-1.634,2.609
DB,8,4.28,0.591,0.07413,0.012723,CO,-1.716,2.583
DB,8,4.26,0.589,0.09214,0.012701,CO,-1.797,2.558
DB,8,4.24,0.587,0.11331,0.012681,CO,-1.878,2.535
DB,8,4.22,0.585,0.13775,0.012662,CO,-1.96,2.513
DB,8,4.2,0.584,0.16534,0.012645,CO,-2.041,2.489
DB,8,4.18,0.582,0.19609,0.01263,CO,-2.122,2.461
DB,8,4.16,0.581,0.23003,0.012616,CO,-2.203,2.435
DB,8,4.14,0.58,0.26745,0.012603,CO,-2.284,2.411
DB,8,4.12,0.579,0.30869,0.01259,CO,-2.365,2.388
DB,8,4.1,0.578,0.35429,0.012578,CO,-2.446,2.366
DB,8,4.08,0.576,0.40493,0.012567,CO,-2.526,2.344
DB,8,4.06,0.575,0.46161,0.012555,CO,-2.607,2.323
DB,8,4.04,0.574,0.52588,0.012544,CO,-2.688,2.302
DB,8,4.02,0.573,0.60094,0.012532,CO,-2.769,2.281
DB,8,4,0.572,0.69249,0.01252,CO,-2.85,2.258
DB,8,3.98,0.571,0.80843,0.012507,CO,-2.931,2.235
DB,8,3.96,0.57,0.95075,0.012494,CO,-3.011,2.212
DB,8,3.94,0.569,1.11283,0.012483,CO,-3.092,2.191
DB,8,3.92,0.568,1.28937,0.012473,CO,-3.173,2.174
DB,8,3.9,0.567,1.47301,0.012466,CO,-3.253,2.16
DB,8,3.88,0.567,1.66484,0.012459,CO,-3.334,2.149
DB,8,3.86,0.566,1.87362,0.012454,CO,-3.414,2.14
DB,8,3.84,0.566,2.13496,0.01245,CO,-3.495,2.132
DB,8,3.82,0.566,2.42266,0.012446,CO,-3.575,2.125
DB,8,3.8,0.565,2.70556,0.012444,CO,-3.655,2.12
DB,8,3.78,0.565,2.99079,0.012441,CO,-3.735,2.115
DB,8,3.76,0.565,3.27767,0.012439,CO,-3.815,2.112
DB,8,3.74,0.565,3.6,0.012437,CO,-3.895,2.108
DB,8,3.72,0.565,3.90704,0.012435,CO,-3.976,2.105
DB,8,3.7,0.564,4.2196,0.012434,CO,-4.056,2.103
DB,8,3.68,0.564,4.52821,0.012433,CO,-4.136,2.101
DB,8,3.66,0.564,4.83188,0.012432,CO,-4.216,2.099
DB,8,3.64,0.564,5.11592,0.012431,CO,-4.296,2.098
DB,8,3.62,0.564,5.40191,0.01243,CO,-4.376,2.096
DB,8,3.6,0.564,5.69457,0.01243,CO,-4.456,2.095
DB,8,3.58,0.564,5.97768,0.012429,CO,-4.536,2.094
DB,8,3.56,0.564,6.25138,0.012429,CO,-4.616,2.093
DB,8,3.54,0.564,6.5188,0.012428,CO,-4.696,2.093
DB,8,3.52,0.564,6.78223,0.012428,CO,-4.776,2.092
DB,8,3.5,0.564,7.04508,0.012428,CO,-4.856,2.092
DB,8,3.48,0.564,7.30984,0.012428,CO,-4.936,2.091
DB,8,3.46,0.564,7.57936,0.012428,CO,-5.016,2.091
DB,8,3.44,0.564,7.85535,0.012428,CO,-5.096,2.091
DB,8,3.42,0.564,8.13892,0.012428,CO,-5.176,2.091
DB,8,3.4,0.564,8.42935,0.012428,CO,-5.256,2.091
DB,8.1,4.9,0.737,0.00049,0.012668,CO,0.76,3.736
DB,8.1,4.88,0.732,0.00057,0.012631,CO,0.677,3.721
DB,8.1,4.86,0.728,0.00066,0.012595,CO,0.595,3.706
DB,8.1,4.84,0.723,0.00076,0.01256,CO,0.512,3.693
DB,8.1,4.82,0.719,0.00087,0.012526,CO,0.43,3.68
DB,8.1,4.8,0.716,0.00099,0.012493,CO,0.347,3.667
DB,8.1,4.78,0.712,0.00114,0.012459,CO,0.265,3.655
DB,8.1,4.76,0.708,0.00129,0.012427,CO,0.183,3.643
DB,8.1,4.74,0.705,0.00147,0.012396,CO,0.1,3.632
DB,8.1,4.72,0.701,0.00168,0.012365,CO,0.018,3.621
DB,8.1,4.7,0.698,0.00191,0.012336,CO,-0.064,3.611
DB,8.1,4.68,0.695,0.00217,0.012307,CO,-0.146,3.6
DB,8.1,4.66,0.692,0.00247,0.012279,CO,-0.228,3.59
DB,8.1,4.64,0.689,0.00281,0.012252,CO,-0.309,3.581
DB,8.1,4.62,0.686,0.00321,0.012226,CO,-0.391,3.572
DB,8.1,4.6,0.683,0.00367,0.0122,CO,-0.473,3.563
DB,8.1,4.58,0.681,0.00421,0.012175,CO,-0.554,3.554
DB,8.1,4.56,0.678,0.00485,0.012152,CO,-0.636,3.546
DB,8.1,4.54,0.676,0.00561,0.012129,CO,-0.718,3.538
DB,8.1,4.52,0.673,0.00654,0.012106,CO,-0.799,3.53
DB,8.1,4.5,0.671,0.0077,0.012084,CO,-0.881,3.522
DB,8.1,4.48,0.669,0.00915,0.012064,CO,-0.962,3.515
DB,8.1,4.46,0.666,0.01103,0.012044,CO,-1.043,3.508
DB,8.1,4.44,0.664,0.01351,0.012024,CO,-1.125,3.501
DB,8.1,4.42,0.662,0.01697,0.012006,CO,-1.206,3.478
DB,8.1,4.4,0.66,0.02178,0.011989,CO,-1.287,3.454
DB,8.1,4.38,0.658,0.02847,0.011972,CO,-1.369,3.43
DB,8.1,4.36,0.656,0.03746,0.011953,CO,-1.45,3.404
DB,8.1,4.34,0.654,0.04904,0.011935,CO,-1.531,3.379
DB,8.1,4.32,0.653,0.06319,0.011918,CO,-1.613,3.355
DB,8.1,4.3,0.651,0.08011,0.011901,CO,-1.694,3.333
DB,8.1,4.28,0.649,0.09978,0.011885,CO,-1.775,3.311
DB,8.1,4.26,0.647,0.12217,0.011871,CO,-1.856,3.291
DB,8.1,4.24,0.646,0.14726,0.011857,CO,-1.937,3.273
DB,8.1,4.22,0.645,0.17523,0.011844,CO,-2.018,3.256
DB,8.1,4.2,0.643,0.20621,0.011832,CO,-2.099,3.24
DB,8.1,4.18,0.642,0.24043,0.011821,CO,-2.18,3.225
DB,8.1,4.16,0.641,0.27818,0.011811,CO,-2.261,3.211
DB,8.1,4.14,0.64,0.31993,0.011801,CO,-2.342,3.198
DB,8.1,4.12,0.639,0.36623,0.011792,CO,-2.422,3.186
DB,8.1,4.1,0.638,0.41784,0.011783,CO,-2.503,3.174
DB,8.1,4.08,0.637,0.4756,0.011775,CO,-2.584,3.163
DB,8.1,4.06,0.636,0.54077,0.011766,CO,-2.664,3.152
DB,8.1,4.04,0.635,0.61568,0.011758,CO,-2.745,3.14
DB,8.1,4.02,0.634,0.7052,0.011749,CO,-2.825,3.128
DB,8.1,4,0.633,0.81638,0.011739,CO,-2.906,3.116
DB,8.1,3.98,0.632,0.9578,0.01173,CO,-2.987,3.103
DB,8.1,3.96,0.631,1.12802,0.01172,CO,-3.068,3.091
DB,8.1,3.94,0.631,1.32142,0.011712,CO,-3.148,3.08
DB,8.1,3.92,0.63,1.52915,0.011705,CO,-3.229,3.071
DB,8.1,3.9,0.629,1.746,0.0117,CO,-3.309,3.063
DB,8.1,3.88,0.629,2.014,0.011695,CO,-3.389,3.057
DB,8.1,3.86,0.628,2.29913,0.011691,CO,-3.47,3.052
DB,8.1,3.84,0.628,2.60723,0.011688,CO,-3.55,3.048
DB,8.1,3.82,0.628,2.91737,0.011685,CO,-3.63,3.044
DB,8.1,3.8,0.627,3.22411,0.011683,CO,-3.71,3.042
DB,8.1,3.78,0.627,3.5391,0.011682,CO,-3.79,3.039
DB,8.1,3.76,0.627,3.84122,0.01168,CO,-3.87,3.037
DB,8.1,3.74,0.627,4.16507,0.011679,CO,-3.951,3.036
DB,8.1,3.72,0.627,4.46607,0.011678,CO,-4.031,3.034
DB,8.1,3.7,0.627,4.75956,0.011677,CO,-4.111,3.033
DB,8.1,3.68,0.627,5.04623,0.011676,CO,-4.191,3.032
DB,8.1,3.66,0.627,5.32104,0.011675,CO,-4.271,3.031
DB,8.1,3.64,0.627,5.58829,0.011675,CO,-4.351,3.03
DB,8.1,3.62,0.626,5.8561,0.011674,CO,-4.431,3.029
DB,8.1,3.6,0.626,6.1263,0.011674,CO,-4.511,3.029
DB,8.1,3.58,0.626,6.38237,0.011673,CO,-4.591,3.028
DB,8.1,3.56,0.626,6.62494,0.011673,CO,-4.671,3.028
DB,8.1,3.54,0.626,6.85759,0.011673,CO,-4.751,3.028
DB,8.1,3.52,0.626,7.08336,0.011673,CO,-4.831,3.027
DB,8.1,3.5,0.626,7.30523,0.011672,CO,-4.911,3.027
DB,8.1,3.48,0.626,7.52572,0.011672,CO,-4.991,3.027
DB,8.1,3.46,0.626,7.74758,0.011672,CO,-5.071,3.027
DB,8.1,3.44,0.626,7.97248,0.011672,CO,-5.151,3.027
DB,8.1,3.42,0.626,8.20155,0.011672,CO,-5.231,3.027
DB,8.1,3.4,0.626,8.43475,0.011672,CO,-5.311,3.027
DB,8.2,4.9,0.788,0.0005,0.011707,CO,0.688,4.381
DB,8.2,4.88,0.783,0.00057,0.01167,CO,0.606,4.322
DB,8.2,4.86,0.779,0.00065,0.011634,CO,0.523,4.265
DB,8.2,4.84,0.775,0.00075,0.011602,CO,0.441,4.213
DB,8.2,4.82,0.771,0.00085,0.011571,CO,0.359,4.162
DB,8.2,4.8,0.768,0.00096,0.011541,CO,0.277,4.114
DB,8.2,4.78,0.764,0.00109,0.011513,CO,0.196,4.068
DB,8.2,4.76,0.761,0.00124,0.011486,CO,0.114,4.025
DB,8.2,4.74,0.758,0.00141,0.01146,CO,0.032,3.983
DB,8.2,4.72,0.755,0.00159,0.011435,CO,-0.049,3.942
DB,8.2,4.7,0.752,0.00181,0.011412,CO,-0.131,3.903
DB,8.2,4.68,0.75,0.00205,0.011389,CO,-0.212,3.865
DB,8.2,4.66,0.747,0.00233,0.011367,CO,-0.294,3.829
DB,8.2,4.64,0.744,0.00265,0.011346,CO,-0.375,3.795
DB,8.2,4.62,0.742,0.00303,0.011325,CO,-0.457,3.761
DB,8.2,4.6,0.74,0.00348,0.011308,CO,-0.538,3.745
DB,8.2,4.58,0.737,0.00401,0.011292,CO,-0.619,3.738
DB,8.2,4.56,0.735,0.00466,0.011277,CO,-0.701,3.731
DB,8.2,4.54,0.733,0.00547,0.011261,CO,-0.782,3.725
DB,8.2,4.52,0.731,0.0065,0.011246,CO,-0.863,3.718
DB,8.2,4.5,0.729,0.00786,0.011231,CO,-0.944,3.712
DB,8.2,4.48,0.727,0.00971,0.011217,CO,-1.026,3.706
DB,8.2,4.46,0.726,0.01232,0.011202,CO,-1.107,3.699
DB,8.2,4.44,0.724,0.01614,0.011188,CO,-1.188,3.693
DB,8.2,4.42,0.722,0.02167,0.011174,CO,-1.269,3.687
DB,8.2,4.4,0.72,0.0294,0.01116,CO,-1.35,3.682
DB,8.2,4.38,0.718,0.0397,0.011146,CO,-1.431,3.676
DB,8.2,4.36,0.716,0.05266,0.011131,CO,-1.512,3.67
DB,8.2,4.34,0.715,0.0683,0.011118,CO,-1.593,3.664
DB,8.2,4.32,0.713,0.08651,0.011105,CO,-1.674,3.659
DB,8.2,4.3,0.711,0.10723,0.011092,CO,-1.755,3.654
DB,8.2,4.28,0.71,0.13049,0.011081,CO,-1.836,3.649
DB,8.2,4.26,0.709,0.15641,0.01107,CO,-1.917,3.645
DB,8.2,4.24,0.707,0.18511,0.01106,CO,-1.998,3.641
DB,8.2,4.22,0.706,0.21683,0.011051,CO,-2.079,3.637
DB,8.2,4.2,0.705,0.2519,0.011043,CO,-2.159,3.634
DB,8.2,4.18,0.704,0.29068,0.011035,CO,-2.24,3.63
DB,8.2,4.16,0.703,0.33369,0.011028,CO,-2.32,3.627
DB,8.2,4.14,0.702,0.38156,0.011021,CO,-2.401,3.624
DB,8.2,4.12,0.702,0.43502,0.011014,CO,-2.482,3.622
DB,8.2,4.1,0.701,0.49502,0.011008,CO,-2.562,3.619
DB,8.2,4.08,0.7,0.56258,0.011002,CO,-2.643,3.617
DB,8.2,4.06,0.699,0.63949,0.010995,CO,-2.723,3.614
DB,8.2,4.04,0.698,0.72931,0.010989,CO,-2.803,3.611
DB,8.2,4.02,0.698,0.83863,0.010982,CO,-2.884,3.609
DB,8.2,4,0.697,0.97576,0.010975,CO,-2.965,3.606
DB,8.2,3.98,0.696,1.14958,0.010968,CO,-3.045,3.603
DB,8.2,3.96,0.695,1.35447,0.010962,CO,-3.126,3.6
DB,8.2,3.94,0.694,1.58285,0.010956,CO,-3.206,3.598
DB,8.2,3.92,0.694,1.84822,0.010951,CO,-3.286,3.596
DB,8.2,3.9,0.693,2.13378,0.010947,CO,-3.367,3.595
DB,8.2,3.88,0.693,2.46406,0.010944,CO,-3.447,3.593
DB,8.2,3.86,0.692,2.79958,0.010941,CO,-3.527,3.592
DB,8.2,3.84,0.692,3.13078,0.010939,CO,-3.607,3.591
DB,8.2,3.82,0.692,3.45942,0.010938,CO,-3.687,3.591
DB,8.2,3.8,0.692,3.77918,0.010936,CO,-3.768,3.59
DB,8.2,3.78,0.692,4.10914,0.010935,CO,-3.848,3.589
DB,8.2,3.76,0.692,4.40446,0.010934,CO,-3.928,3.589
DB,8.2,3.74,0.691,4.69312,0.010933,CO,-4.008,3.589
DB,8.2,3.72,0.691,4.96854,0.010932,CO,-4.088,3.588
DB,8.2,3.7,0.691,5.23676,0.010932,CO,-4.168,3.588
DB,8.2,3.68,0.691,5.49694,0.010931,CO,-4.248,3.588
DB,8.2,3.66,0.691,5.74906,0.010931,CO,-4.328,3.588
DB,8.2,3.64,0.691,6.00183,0.01093,CO,-4.408,3.588
DB,8.2,3.62,0.691,6.24976,0.01093,CO,-4.488,3.587
DB,8.2,3.6,0.691,6.49651,0.010929,CO,-4.568,3.587
DB,8.2,3.58,0.691,6.72578,0.010929,CO,-4.648,3.587
DB,8.2,3.56,0.691,6.93873,0.010929,CO,-4.728,3.587
DB,8.2,3.54,0.691,7.13932,0.010929,CO,-4.808,3.587
DB,8.2,3.52,0.691,7.33097,0.010929,CO,-4.888,3.587
DB,8.2,3.5,0.691,7.5163,0.010929,CO,-4.968,3.587
DB,8.2,3.48,0.691,7.69764,0.010928,CO,-5.048,3.587
DB,8.2,3.46,0.691,7.87696,0.010928,CO,-5.128,3.587
DB,8.2,3.44,0.691,8.05594,0.010928,CO,-5.208,3.587
DB,8.2,3.42,0.691,8.23713,0.010928,CO,-5.288,3.587
DB,8.2,3.4,0.691,8.42395,0.010928,CO,-5.368,3.587
DB,8.3,4.9,0.839,0.0005,0.010764,CO,0.616,5.081
DB,8.3,4.88,0.836,0.00057,0.010742,CO,0.534,5.035
DB,8.3,4.86,0.832,0.00064,0.010721,CO,0.452,4.99
DB,8.3,4.84,0.829,0.00072,0.0107,CO,0.37,4.948
DB,8.3,4.82,0.826,0.00082,0.01068,CO,0.289,4.907
DB,8.3,4.8,0.823,0.00092,0.01066,CO,0.207,4.868
DB,8.3,4.78,0.82,0.00104,0.010642,CO,0.126,4.83
DB,8.3,4.76,0.818,0.00118,0.010624,CO,0.044,4.794
DB,8.3,4.74,0.815,0.00133,0.010606,CO,-0.037,4.759
DB,8.3,4.72,0.813,0.00151,0.010589,CO,-0.118,4.725
DB,8.3,4.7,0.81,0.00171,0.010572,CO,-0.2,4.693
DB,8.3,4.68,0.808,0.00195,0.010556,CO,-0.281,4.661
DB,8.3,4.66,0.806,0.00222,0.010541,CO,-0.362,4.631
DB,8.3,4.64,0.804,0.00255,0.010526,CO,-0.443,4.601
DB,8.3,4.62,0.802,0.00294,0.010511,CO,-0.524,4.573
DB,8.3,4.6,0.8,0.00343,0.010497,CO,-0.606,4.545
DB,8.3,4.58,0.798,0.00405,0.010483,CO,-0.687,4.519
DB,8.3,4.56,0.796,0.00486,0.01047,CO,-0.768,4.492
DB,8.3,4.54,0.794,0.00597,0.010457,CO,-0.849,4.466
DB,8.3,4.52,0.792,0.00761,0.010444,CO,-0.93,4.441
DB,8.3,4.5,0.79,0.01009,0.010431,CO,-1.011,4.416
DB,8.3,4.48,0.788,0.01376,0.010419,CO,-1.092,4.392
DB,8.3,4.46,0.787,0.0189,0.010407,CO,-1.173,4.368
DB,8.3,4.44,0.785,0.02572,0.010395,CO,-1.253,4.345
DB,8.3,4.42,0.783,0.03452,0.010383,CO,-1.334,4.323
DB,8.3,4.4,0.782,0.04564,0.010372,CO,-1.415,4.302
DB,8.3,4.38,0.78,0.05932,0.010361,CO,-1.496,4.279
DB,8.3,4.36,0.778,0.07564,0.010349,CO,-1.577,4.258
DB,8.3,4.34,0.777,0.09461,0.010339,CO,-1.658,4.237
DB,8.3,4.32,0.776,0.11611,0.010329,CO,-1.738,4.218
DB,8.3,4.3,0.774,0.14013,0.01032,CO,-1.819,4.201
DB,8.3,4.28,0.773,0.16676,0.010311,CO,-1.9,4.184
DB,8.3,4.26,0.772,0.19627,0.010304,CO,-1.98,4.169
DB,8.3,4.24,0.771,0.229,0.010296,CO,-2.061,4.155
DB,8.3,4.22,0.77,0.26532,0.01029,CO,-2.142,4.142
DB,8.3,4.2,0.769,0.30569,0.010283,CO,-2.222,4.13
DB,8.3,4.18,0.768,0.35066,0.010278,CO,-2.302,4.119
DB,8.3,4.16,0.767,0.40093,0.010272,CO,-2.383,4.109
DB,8.3,4.14,0.767,0.45727,0.010267,CO,-2.463,4.099
DB,8.3,4.12,0.766,0.5206,0.010262,CO,-2.544,4.089
DB,8.3,4.1,0.765,0.59208,0.010257,CO,-2.624,4.08
DB,8.3,4.08,0.765,0.67318,0.010253,CO,-2.704,4.07
DB,8.3,4.06,0.764,0.76696,0.010248,CO,-2.785,4.061
DB,8.3,4.04,0.763,0.87896,0.010243,CO,-2.865,4.051
DB,8.3,4.02,0.762,1.01784,0.010237,CO,-2.946,4.041
DB,8.3,4,0.762,1.19658,0.010232,CO,-3.026,4.03
DB,8.3,3.98,0.761,1.44119,0.010227,CO,-3.106,4.019
DB,8.3,3.96,0.76,1.71976,0.010222,CO,-3.187,4.01
DB,8.3,3.94,0.76,2.01532,0.010218,CO,-3.267,4.002
DB,8.3,3.92,0.759,2.37445,0.010215,CO,-3.347,3.996
DB,8.3,3.9,0.759,2.76675,0.010212,CO,-3.428,3.991
DB,8.3,3.88,0.759,3.14199,0.01021,CO,-3.508,3.987
DB,8.3,3.86,0.758,3.50678,0.010208,CO,-3.588,3.984
DB,8.3,3.84,0.758,3.89312,0.010207,CO,-3.668,3.981
DB,8.3,3.82,0.758,4.22501,0.010205,CO,-3.748,3.978
DB,8.3,3.8,0.758,4.52408,0.010204,CO,-3.828,3.977
DB,8.3,3.78,0.758,4.81559,0.010204,CO,-3.908,3.975
DB,8.3,3.76,0.758,5.07602,0.010203,CO,-3.988,3.974
DB,8.3,3.74,0.757,5.33028,0.010202,CO,-4.068,3.972
DB,8.3,3.72,0.757,5.57316,0.010202,CO,-4.148,3.971
DB,8.3,3.7,0.757,5.81277,0.010201,CO,-4.228,3.971
DB,8.3,3.68,0.757,6.04486,0.010201,CO,-4.308,3.97
DB,8.3,3.66,0.757,6.27482,0.010201,CO,-4.388,3.969
DB,8.3,3.64,0.757,6.50155,0.0102,CO,-4.468,3.969
DB,8.3,3.62,0.757,6.72335,0.0102,CO,-4.548,3.968
