spec_type,logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr)
DA,7.4,4.36,0.418,0.05049,0.021402,He,-0.947,0
DA,7.4,4.34,0.414,0.05809,0.02132,He,-1.031,0
DA,7.4,4.32,0.41,0.06788,0.021224,He,-1.115,0
DA,7.4,4.3,0.406,0.08027,0.021112,He,-1.2,0
DA,7.4,4.28,0.402,0.09494,0.020996,He,-1.284,0
DA,7.4,4.26,0.398,0.11072,0.020887,He,-1.369,0
DA,7.4,4.24,0.394,0.12767,0.020781,He,-1.453,0
DA,7.4,4.22,0.391,0.14624,0.020678,He,-1.537,0
DA,7.4,4.2,0.387,0.16701,0.020576,He,-1.621,0
DA,7.4,4.18,0.384,0.1905,0.020475,He,-1.705,0
DA,7.4,4.16,0.38,0.21716,0.020373,He,-1.789,0
DA,7.4,4.14,0.376,0.24749,0.020274,He,-1.872,0
DA,7.4,4.12,0.373,0.28201,0.020176,He,-1.956,0
DA,7.4,4.1,0.37,0.32092,0.020081,He,-2.04,0
DA,7.4,4.08,0.366,0.36459,0.01999,He,-2.124,0
DA,7.4,4.06,0.363,0.41377,0.0199,He,-2.207,0
DA,7.4,4.04,0.36,0.48164,0.01983,He,-2.29,0
DA,7.4,4.02,0.358,0.56318,0.019764,He,-2.373,0
DA,7.4,4,0.356,0.65651,0.019701,He,-2.456,0
DA,7.4,3.98,0.354,0.76311,0.019642,He,-2.539,0
DA,7.4,3.96,0.351,0.88699,0.019582,He,-2.622,0
DA,7.4,3.94,0.349,1.03026,0.019525,He,-2.704,0
DA,7.4,3.92,0.347,1.19568,0.01947,He,-2.787,0
DA,7.4,3.9,0.346,1.38698,0.019417,He,-2.869,0
DA,7.4,3.88,0.344,1.60859,0.019367,He,-2.952,0
DA,7.4,3.86,0.342,1.91231,0.019316,He,-3.034,0
DA,7.4,3.84,0.34,2.13143,0.019272,He,-3.116,0
DA,7.4,3.82,0.339,2.39976,0.019224,He,-3.198,0
DA,7.4,3.8,0.337,2.70758,0.019174,He,-3.28,0
DA,7.4,3.78,0.335,3.03958,0.019123,He,-3.362,0
DA,7.4,3.76,0.333,3.40781,0.019065,He,-3.445,0
DA,7.4,3.74,0.331,3.75993,0.018997,He,-3.528,0
DA,7.4,3.72,0.328,3.93791,0.018917,He,-3.611,0
DA,7.4,3.7,0.324,4.40127,0.018812,He,-3.696,0
DA,7.4,3.68,0.321,5.06651,0.018699,He,-3.781,0
DA,7.4,3.66,0.317,5.76676,0.018586,He,-3.866,0
DA,7.4,3.64,0.314,6.61333,0.018493,He,-3.951,0
DA,7.4,3.62,0.312,7.49986,0.018421,He,-4.034,0
DA,7.4,3.6,0.31,8.38578,0.018366,He,-4.117,0
DA,7.4,3.58,0.308,9.26135,0.018324,He,-4.199,0
DA,7.4,3.56,0.307,10.14698,0.018291,He,-4.281,0
DA,7.4,3.54,0.306,11.03679,0.018264,He,-4.362,0
DA,7.4,3.52,0.306,11.93846,0.018243,He,-4.443,0
DA,7.4,3.5,0.305,12.87089,0.018224,He,-4.524,0
DA,7.4,3.48,0.305,13.858,0.018208,He,-4.605,0
DA,7.4,3.46,0.304,14.88724,0.018194,He,-4.685,0
DA,7.4,3.44,0.304,15.9859,0.018181,He,-4.766,0
DA,7.4,3.42,0.303,17.14411,0.018169,He,-4.846,0
DA,7.4,3.4,0.303,18.35752,0.018159,He,-4.927,0
DA,7.5,4.3,0.435,0.11335,0.01941,He,-1.269,0
DA,7.5,4.28,0.431,0.13043,0.019346,He,-1.352,0
DA,7.5,4.26,0.428,0.14965,0.01928,He,-1.436,0
DA,7.5,4.24,0.425,0.17104,0.019213,He,-1.519,0
DA,7.5,4.22,0.422,0.19503,0.019145,He,-1.603,0
DA,7.5,4.2,0.419,0.22234,0.019076,He,-1.686,0
DA,7.5,4.18,0.416,0.25369,0.019007,He,-1.769,0
DA,7.5,4.16,0.413,0.28964,0.018937,He,-1.853,0
DA,7.5,4.14,0.41,0.33075,0.018867,He,-1.936,0
DA,7.5,4.12,0.407,0.37771,0.018798,He,-2.019,0
DA,7.5,4.1,0.404,0.43056,0.01873,He,-2.102,0
DA,7.5,4.08,0.402,0.48947,0.018664,He,-2.185,0
DA,7.5,4.06,0.399,0.55521,0.018599,He,-2.268,0
DA,7.5,4.04,0.396,0.62827,0.018533,He,-2.351,0
DA,7.5,4.02,0.394,0.70922,0.018468,He,-2.434,0
DA,7.5,4,0.391,0.79918,0.018408,He,-2.516,0
DA,7.5,3.98,0.389,0.8991,0.018354,He,-2.599,0
DA,7.5,3.96,0.387,1.00913,0.018298,He,-2.681,0
DA,7.5,3.94,0.384,1.13047,0.018245,He,-2.764,0
DA,7.5,3.92,0.382,1.26354,0.018195,He,-2.846,0
DA,7.5,3.9,0.38,1.40851,0.018147,He,-2.928,0
DA,7.5,3.88,0.378,1.56555,0.018101,He,-3.01,0
DA,7.5,3.86,0.377,1.73175,0.018056,He,-3.092,0
DA,7.5,3.84,0.375,1.91118,0.018012,He,-3.174,0
DA,7.5,3.82,0.373,2.10814,0.017968,He,-3.256,0
DA,7.5,3.8,0.371,2.32554,0.017924,He,-3.338,0
DA,7.5,3.78,0.369,2.56534,0.017878,He,-3.42,0
DA,7.5,3.76,0.367,2.82324,0.017826,He,-3.503,0
DA,7.5,3.74,0.364,2.98341,0.017767,He,-3.586,0
DA,7.5,3.72,0.361,3.33121,0.017696,He,-3.669,0
DA,7.5,3.7,0.359,3.86503,0.017624,He,-3.753,0
DA,7.5,3.68,0.355,4.66059,0.017547,He,-3.837,0
DA,7.5,3.66,0.353,5.70678,0.017476,He,-3.92,0
DA,7.5,3.64,0.35,6.8583,0.017417,He,-4.003,0
DA,7.5,3.62,0.348,8.00826,0.017371,He,-4.086,0
DA,7.5,3.6,0.347,9.11707,0.017335,He,-4.167,0
DA,7.5,3.58,0.346,10.19034,0.017307,He,-4.249,0
DA,7.5,3.56,0.345,11.25402,0.017285,He,-4.33,0
DA,7.5,3.54,0.344,12.29895,0.017267,He,-4.411,0
DA,7.5,3.52,0.344,13.3483,0.017253,He,-4.491,0
DA,7.5,3.5,0.343,14.42903,0.01724,He,-4.572,0
DA,7.5,3.48,0.343,15.55055,0.017229,He,-4.653,0
DA,7.5,3.46,0.343,16.71536,0.017219,He,-4.733,0
DA,7.5,3.44,0.342,17.92954,0.01721,He,-4.814,0
DA,7.5,3.42,0.342,19.18765,0.017202,He,-4.894,0
DA,7.5,3.4,0.342,20.49735,0.017195,He,-4.974,0
DA,7.6,4.06,0.435,0.69665,0.017299,He,-2.329,0
DA,7.6,4.04,0.433,0.7881,0.017257,He,-2.411,0
DA,7.6,4.02,0.431,0.89009,0.017216,He,-2.493,0
DA,7.6,4,0.429,1.00411,0.017177,He,-2.575,0
DA,7.6,3.98,0.427,1.13142,0.017142,He,-2.657,0
DA,7.6,3.96,0.425,1.27303,0.017104,He,-2.739,0
DA,7.6,3.94,0.423,1.4304,0.017069,He,-2.821,0
DA,7.6,3.92,0.422,1.60455,0.017034,He,-2.903,0
DA,7.6,3.9,0.42,1.79583,0.017,He,-2.985,0
DA,7.6,3.88,0.418,2.00384,0.016967,He,-3.067,0
DA,7.6,3.86,0.417,2.21558,0.016935,He,-3.148,0
DA,7.6,3.84,0.415,2.43626,0.016901,He,-3.23,0
DA,7.6,3.82,0.414,2.6857,0.016868,He,-3.312,0
DA,7.6,3.8,0.412,2.96152,0.016834,He,-3.394,0
DA,7.6,3.78,0.41,3.25662,0.016798,He,-3.475,0
DA,7.6,3.76,0.409,3.48263,0.016759,He,-3.557,0
DA,7.6,3.74,0.406,3.77734,0.016711,He,-3.64,0
DA,7.6,3.72,0.403,4.17297,0.016653,He,-3.723,0
DA,7.6,3.7,0.4,4.72558,0.016587,He,-3.806,0
DA,7.6,3.68,0.397,5.58788,0.016519,He,-3.89,0
DA,7.6,3.66,0.394,6.69998,0.016459,He,-3.973,0
DA,7.6,3.64,0.392,7.90816,0.016411,He,-4.055,0
DA,7.6,3.62,0.39,9.11031,0.016374,He,-4.137,0
DA,7.6,3.6,0.389,10.26657,0.016346,He,-4.219,0
DA,7.6,3.58,0.388,11.40373,0.016324,He,-4.3,0
DA,7.6,3.56,0.387,12.53093,0.016306,He,-4.381,0
DA,7.6,3.54,0.386,13.63118,0.016292,He,-4.462,0
DA,7.6,3.52,0.386,14.74466,0.016281,He,-4.542,0
DA,7.6,3.5,0.385,15.88579,0.01627,He,-4.623,0
DA,7.6,3.48,0.385,17.05778,0.016262,He,-4.703,0
DA,7.6,3.46,0.385,18.27043,0.016254,He,-4.784,0
DA,7.6,3.44,0.384,19.51336,0.016247,He,-4.864,0
DA,7.6,3.42,0.384,20.79238,0.01624,He,-4.944,0
DA,7.6,3.4,0.384,22.11802,0.016235,He,-5.024,0
DA,7.7,3.62,0.435,10.89787,0.015423,He,-4.188,0
DA,7.7,3.6,0.434,12.16694,0.015404,He,-4.269,0
DA,7.7,3.58,0.433,13.41906,0.015389,He,-4.35,0
DA,7.7,3.56,0.433,14.6508,0.015377,He,-4.431,0
DA,7.7,3.54,0.432,15.83401,0.015367,He,-4.512,0
DA,7.7,3.52,0.432,17.03089,0.015359,He,-4.592,0
DA,7.7,3.5,0.431,18.2314,0.015351,He,-4.673,0
DA,7.7,3.48,0.431,19.4542,0.015345,He,-4.753,0
DA,7.7,3.46,0.431,20.69744,0.015339,He,-4.833,0
DA,7.7,3.44,0.43,21.95348,0.015335,He,-4.914,0
DA,7.7,3.42,0.43,23.23258,0.01533,He,-4.994,0
DA,7.7,3.4,0.43,24.54615,0.015326,He,-5.074,0
DA,8.7,4.9,1.062,0.00035,0.007571,ONe,0.32,0
DA,8.7,4.88,1.06,0.0004,0.007564,ONe,0.239,0
DA,8.7,4.86,1.059,0.00045,0.007557,ONe,0.159,0
DA,8.7,4.84,1.058,0.0005,0.00755,ONe,0.078,0
DA,8.7,4.82,1.056,0.00057,0.007544,ONe,-0.002,0
DA,8.7,4.8,1.055,0.00064,0.007537,ONe,-0.083,0
DA,8.7,4.78,1.054,0.00072,0.007531,ONe,-0.163,0
DA,8.7,4.76,1.053,0.0008,0.007526,ONe,-0.244,0
DA,8.7,4.74,1.052,0.00085,0.00752,ONe,-0.324,0
DA,8.7,4.72,1.051,0.00076,0.007515,ONe,-0.405,0
DA,8.7,4.7,1.05,7E-05,0.007509,ONe,-0.485,0
DA,8.7,4.68,1.049,-0.00198,0.007504,ONe,-0.565,0
DA,8.7,4.66,1.048,-0.0044,0.007498,ONe,-0.646,0
DA,8.7,4.64,1.047,-0.00486,0.007492,ONe,-0.726,0
DA,8.7,4.62,1.045,-0.00214,0.007485,ONe,-0.807,0
DA,8.8,4.9,1.108,0.00033,0.006941,ONe,0.237,0
DA,8.8,4.88,1.106,0.00037,0.006936,ONe,0.157,0
DA,8.8,4.86,1.105,0.00042,0.006932,ONe,0.076,0
DA,8.8,4.84,1.104,0.00048,0.006927,ONe,-0.004,0
DA,8.8,4.82,1.103,0.00055,0.006923,ONe,-0.085,0
DA,8.8,4.8,1.102,0.00064,0.006918,ONe,-0.165,0
DA,8.8,4.78,1.1,0.00075,0.006914,ONe,-0.245,0
DA,8.8,4.76,1.099,0.00088,0.00691,ONe,-0.326,0
DA,8.8,4.74,1.098,0.00106,0.006906,ONe,-0.406,0
DA,8.8,4.72,1.097,0.0013,0.006902,ONe,-0.487,0
DA,8.8,4.7,1.096,0.00164,0.006898,ONe,-0.567,0
DA,8.8,4.68,1.095,0.00212,0.006894,ONe,-0.647,0
DA,8.8,4.66,1.094,0.00317,0.00689,ONe,-0.728,0
DA,8.8,4.64,1.093,0.00592,0.006885,ONe,-0.808,0
DA,8.8,4.62,1.092,0.01107,0.006881,ONe,-0.889,0
DA,8.8,4.6,1.091,0.01811,0.006876,ONe,-0.969,0
DA,8.8,4.58,1.09,0.02665,0.006873,ONe,-1.049,0
DA,8.8,4.56,1.089,0.03654,0.006869,ONe,-1.13,0
DA,8.8,4.54,1.088,0.04774,0.006866,ONe,-1.21,0
DA,8.8,4.52,1.088,0.06033,0.006863,ONe,-1.29,0
DA,8.8,4.5,1.087,0.07441,0.00686,ONe,-1.371,0
DA,8.8,4.48,1.086,0.09018,0.006857,ONe,-1.451,0
DA,8.8,4.46,1.086,0.10778,0.006855,ONe,-1.531,0
DA,8.8,4.44,1.085,0.12738,0.006852,ONe,-1.611,0
DA,8.8,4.42,1.084,0.14922,0.00685,ONe,-1.692,0
DA,8.8,4.4,1.084,0.17361,0.006848,ONe,-1.772,0
DA,8.8,4.38,1.083,0.20076,0.006846,ONe,-1.852,0
DA,8.8,4.36,1.083,0.23054,0.006844,ONe,-1.932,0
DA,8.8,4.34,1.082,0.26107,0.006842,ONe,-2.012,0
DA,8.8,4.32,1.082,0.29369,0.006841,ONe,-2.092,0
DA,8.8,4.3,1.082,0.33087,0.006839,ONe,-2.173,0
DA,8.8,4.28,1.082,0.38154,0.006839,ONe,-2.253,0
DA,8.8,4.26,1.081,0.45668,0.006836,ONe,-2.333,0
DA,8.8,4.24,1.081,0.53926,0.006833,ONe,-2.413,0
DA,8.8,4.22,1.08,0.62858,0.006831,ONe,-2.493,0
DA,8.8,4.2,1.079,0.72202,0.006829,ONe,-2.573,0
DA,8.8,4.18,1.079,0.82079,0.006827,ONe,-2.654,0
DA,8.8,4.16,1.079,0.92353,0.006825,ONe,-2.734,0
DA,8.8,4.14,1.078,1.03092,0.006824,ONe,-2.814,0
DA,8.8,4.12,1.078,1.14389,0.006822,ONe,-2.894,0
DA,8.8,4.1,1.077,1.2621,0.006821,ONe,-2.974,0
DA,8.8,4.08,1.077,1.38729,0.006819,ONe,-3.054,0
DA,8.8,4.06,1.077,1.52527,0.006818,ONe,-3.135,0
DA,8.8,4.04,1.076,1.67095,0.006816,ONe,-3.215,0
DA,8.8,4.02,1.076,1.82769,0.006815,ONe,-3.295,0
DA,8.8,4,1.076,1.98403,0.006814,ONe,-3.375,0
DA,8.8,3.98,1.076,2.14697,0.006813,ONe,-3.455,0
DA,8.8,3.96,1.075,2.32555,0.006812,ONe,-3.535,0
DA,8.8,3.94,1.075,2.52078,0.006812,ONe,-3.615,0
DA,8.8,3.92,1.075,2.73317,0.006811,ONe,-3.695,0
DA,8.8,3.9,1.075,2.9632,0.00681,ONe,-3.775,0
DA,8.8,3.88,1.075,3.21297,0.006809,ONe,-3.855,0
DA,8.8,3.86,1.075,3.48152,0.006809,ONe,-3.935,0
DA,8.8,3.84,1.074,3.76966,0.006808,ONe,-4.015,0
DA,8.8,3.82,1.074,4.0782,0.006807,ONe,-4.096,0
DA,8.8,3.8,1.074,4.40912,0.006806,ONe,-4.176,0
DA,8.8,3.78,1.074,4.78783,0.006805,ONe,-4.256,0
DA,8.8,3.76,1.073,5.29837,0.006804,ONe,-4.336,0
DA,8.8,3.74,1.073,5.94417,0.006803,ONe,-4.416,0
DA,8.8,3.72,1.073,6.59372,0.006802,ONe,-4.496,0
DA,8.8,3.7,1.073,7.14953,0.006802,ONe,-4.576,0
DA,8.8,3.68,1.073,7.60425,0.006801,ONe,-4.656,0
DA,8.8,3.66,1.073,7.96244,0.006801,ONe,-4.736,0
DA,8.8,3.64,1.072,8.22423,0.0068,ONe,-4.816,0
DA,8.8,3.62,1.072,8.45096,0.0068,ONe,-4.896,0
DA,8.8,3.6,1.072,8.63057,0.0068,ONe,-4.976,0
DA,8.8,3.58,1.072,8.78144,0.0068,ONe,-5.056,0
DA,8.8,3.56,1.072,8.90124,0.0068,ONe,-5.136,0
DA,8.8,3.54,1.072,9.00462,0.006799,ONe,-5.216,0
DA,8.8,3.52,1.072,9.08816,0.006799,ONe,-5.296,0
DA,8.8,3.5,1.072,9.15747,0.006799,ONe,-5.376,0
DA,8.8,3.48,1.072,9.22307,0.006798,ONe,-5.456,0
DA,8.8,3.46,1.072,9.28866,0.006796,ONe,-5.536,0
DA,8.8,3.44,1.072,9.35426,0.006795,ONe,-5.616,0
DA,8.8,3.42,1.072,9.41987,0.006794,ONe,-5.696,0
DA,8.8,3.4,1.072,9.48548,0.006792,ONe,-5.776,0
DA,8.9,4.9,1.153,0.00031,0.006311,ONe,0.155,0
DA,8.9,4.88,1.152,0.00035,0.006309,ONe,0.074,0
DA,8.9,4.86,1.151,0.0004,0.006306,ONe,-0.006,0
DA,8.9,4.84,1.15,0.00046,0.006304,ONe,-0.086,0
DA,8.9,4.82,1.149,0.00054,0.006301,ONe,-0.167,0
DA,8.9,4.8,1.148,0.00064,0.006299,ONe,-0.247,0
DA,8.9,4.78,1.147,0.00077,0.006297,ONe,-0.328,0
DA,8.9,4.76,1.146,0.00097,0.006294,ONe,-0.408,0
DA,8.9,4.74,1.145,0.00127,0.006292,ONe,-0.488,0
DA,8.9,4.72,1.144,0.00184,0.00629,ONe,-0.569,0
DA,8.9,4.7,1.143,0.00321,0.006287,ONe,-0.649,0
DA,8.9,4.68,1.142,0.00623,0.006284,ONe,-0.73,0
DA,8.9,4.66,1.141,0.01073,0.006282,ONe,-0.81,0
DA,8.9,4.64,1.14,0.0167,0.006279,ONe,-0.89,0
DA,8.9,4.62,1.139,0.02429,0.006276,ONe,-0.971,0
DA,8.9,4.6,1.138,0.03334,0.006274,ONe,-1.051,0
DA,8.9,4.58,1.137,0.04377,0.006272,ONe,-1.131,0
DA,8.9,4.56,1.136,0.05561,0.00627,ONe,-1.212,0
DA,8.9,4.54,1.135,0.06892,0.006268,ONe,-1.292,0
DA,8.9,4.52,1.135,0.08384,0.006266,ONe,-1.372,0
DA,8.9,4.5,1.134,0.10055,0.006264,ONe,-1.452,0
DA,8.9,4.48,1.133,0.11925,0.006263,ONe,-1.533,0
DA,8.9,4.46,1.133,0.14011,0.006261,ONe,-1.613,0
DA,8.9,4.44,1.132,0.16337,0.00626,ONe,-1.693,0
DA,8.9,4.42,1.132,0.18932,0.006258,ONe,-1.773,0
DA,8.9,4.4,1.131,0.21822,0.006257,ONe,-1.853,0
DA,8.9,4.38,1.131,0.25039,0.006256,ONe,-1.934,0
DA,8.9,4.36,1.131,0.28719,0.006255,ONe,-2.014,0
DA,8.9,4.34,1.13,0.33342,0.006253,ONe,-2.094,0
DA,8.9,4.32,1.13,0.38685,0.006252,ONe,-2.174,0
DA,8.9,4.3,1.129,0.44449,0.006251,ONe,-2.254,0
DA,8.9,4.28,1.129,0.50969,0.00625,ONe,-2.335,0
DA,8.9,4.26,1.128,0.58697,0.006248,ONe,-2.415,0
DA,8.9,4.24,1.128,0.66958,0.006247,ONe,-2.495,0
DA,8.9,4.22,1.127,0.75724,0.006245,ONe,-2.575,0
DA,8.9,4.2,1.127,0.84906,0.006244,ONe,-2.655,0
DA,8.9,4.18,1.126,0.9458,0.006243,ONe,-2.735,0
DA,8.9,4.16,1.126,1.04762,0.006242,ONe,-2.816,0
DA,8.9,4.14,1.125,1.15477,0.006241,ONe,-2.896,0
DA,8.9,4.12,1.125,1.26818,0.00624,ONe,-2.976,0
DA,8.9,4.1,1.125,1.38829,0.006239,ONe,-3.056,0
DA,8.9,4.08,1.124,1.51586,0.006238,ONe,-3.136,0
DA,8.9,4.06,1.124,1.64825,0.006237,ONe,-3.216,0
DA,8.9,4.04,1.124,1.79036,0.006236,ONe,-3.296,0
DA,8.9,4.02,1.124,1.94392,0.006235,ONe,-3.376,0
DA,8.9,4,1.124,2.10421,0.006235,ONe,-3.457,0
DA,8.9,3.98,1.123,2.27431,0.006234,ONe,-3.537,0
DA,8.9,3.96,1.123,2.45797,0.006234,ONe,-3.617,0
DA,8.9,3.94,1.123,2.65549,0.006233,ONe,-3.697,0
DA,8.9,3.92,1.123,2.86689,0.006233,ONe,-3.777,0
DA,8.9,3.9,1.123,3.0924,0.006232,ONe,-3.857,0
DA,8.9,3.88,1.123,3.33272,0.006232,ONe,-3.937,0
DA,8.9,3.86,1.122,3.5878,0.006231,ONe,-4.017,0
DA,8.9,3.84,1.122,3.85754,0.006231,ONe,-4.097,0
DA,8.9,3.82,1.122,4.14231,0.00623,ONe,-4.177,0
DA,8.9,3.8,1.122,4.44753,0.00623,ONe,-4.257,0
DA,8.9,3.78,1.122,4.80743,0.006229,ONe,-4.337,0
DA,8.9,3.76,1.122,5.28232,0.006229,ONe,-4.417,0
DA,8.9,3.74,1.121,5.83504,0.006228,ONe,-4.497,0
DA,8.9,3.72,1.121,6.35902,0.006228,ONe,-4.577,0
DA,8.9,3.7,1.121,6.80043,0.006227,ONe,-4.658,0
DA,8.9,3.68,1.121,7.14965,0.006227,ONe,-4.738,0
DA,8.9,3.66,1.121,7.4212,0.006226,ONe,-4.818,0
DA,8.9,3.64,1.121,7.62342,0.006226,ONe,-4.898,0
DA,8.9,3.62,1.121,7.79493,0.006226,ONe,-4.978,0
DA,8.9,3.6,1.121,7.92852,0.006226,ONe,-5.058,0
DA,8.9,3.58,1.121,8.03957,0.006226,ONe,-5.138,0
DA,8.9,3.56,1.121,8.12896,0.006226,ONe,-5.218,0
DA,8.9,3.54,1.121,8.20452,0.006226,ONe,-5.298,0
DA,8.9,3.52,1.121,8.27074,0.006226,ONe,-5.378,0
DA,8.9,3.5,1.121,8.33063,0.006226,ONe,-5.458,0
DA,8.9,3.48,1.12,8.38887,0.006225,ONe,-5.538,0
DA,8.9,3.46,1.12,8.44712,0.006225,ONe,-5.618,0
DA,8.9,3.44,1.12,8.50538,0.006224,ONe,-5.698,0
DA,8.9,3.42,1.12,8.56363,0.006224,ONe,-5.778,0
DA,8.9,3.4,1.12,8.6219,0.006223,ONe,-5.858,0
DA,9,4.9,1.193,0.00029,0.005737,ONe,0.07,0
DA,9,4.88,1.192,0.00034,0.005734,ONe,-0.011,0
DA,9,4.86,1.192,0.00039,0.005732,ONe,-0.091,0
DA,9,4.84,1.191,0.00046,0.00573,ONe,-0.171,0
DA,9,4.82,1.19,0.00056,0.005728,ONe,-0.252,0
DA,9,4.8,1.189,0.0007,0.005726,ONe,-0.332,0
DA,9,4.78,1.188,0.00095,0.005724,ONe,-0.412,0
DA,9,4.76,1.187,0.00156,0.005722,ONe,-0.493,0
DA,9,4.74,1.186,0.0032,0.005719,ONe,-0.573,0
DA,9,4.72,1.185,0.0057,0.005717,ONe,-0.653,0
DA,9,4.7,1.184,0.00922,0.005714,ONe,-0.734,0
DA,9,4.68,1.184,0.01453,0.005712,ONe,-0.814,0
DA,9,4.66,1.183,0.0215,0.005709,ONe,-0.894,0
DA,9,4.64,1.182,0.02987,0.005707,ONe,-0.975,0
DA,9,4.62,1.181,0.03959,0.005705,ONe,-1.055,0
DA,9,4.6,1.181,0.05068,0.005703,ONe,-1.135,0
DA,9,4.58,1.18,0.06319,0.005701,ONe,-1.215,0
DA,9,4.56,1.179,0.07726,0.005699,ONe,-1.295,0
DA,9,4.54,1.179,0.09303,0.005698,ONe,-1.376,0
DA,9,4.52,1.178,0.11068,0.005696,ONe,-1.456,0
DA,9,4.5,1.178,0.13045,0.005695,ONe,-1.536,0
DA,9,4.48,1.177,0.15251,0.005694,ONe,-1.616,0
DA,9,4.46,1.177,0.17708,0.005692,ONe,-1.696,0
DA,9,4.44,1.177,0.20577,0.005691,ONe,-1.776,0
DA,9,4.42,1.176,0.24084,0.00569,ONe,-1.857,0
DA,9,4.4,1.175,0.27947,0.005688,ONe,-1.937,0
DA,9,4.38,1.174,0.32097,0.005686,ONe,-2.017,0
DA,9,4.36,1.173,0.36647,0.005685,ONe,-2.098,0
DA,9,4.34,1.173,0.42409,0.005684,ONe,-2.178,0
DA,9,4.32,1.172,0.49013,0.005682,ONe,-2.258,0
DA,9,4.3,1.172,0.56086,0.005681,ONe,-2.338,0
DA,9,4.28,1.171,0.63523,0.005679,ONe,-2.418,0
DA,9,4.26,1.171,0.71361,0.005678,ONe,-2.499,0
DA,9,4.24,1.17,0.79602,0.005677,ONe,-2.579,0
DA,9,4.22,1.17,0.88239,0.005675,ONe,-2.659,0
DA,9,4.2,1.17,0.97311,0.005674,ONe,-2.739,0
DA,9,4.18,1.169,1.0685,0.005674,ONe,-2.819,0
DA,9,4.16,1.169,1.16968,0.005673,ONe,-2.899,0
DA,9,4.14,1.169,1.27604,0.005672,ONe,-2.979,0
DA,9,4.12,1.169,1.38876,0.005671,ONe,-3.059,0
DA,9,4.1,1.169,1.50924,0.00567,ONe,-3.139,0
DA,9,4.08,1.168,1.63752,0.00567,ONe,-3.219,0
DA,9,4.06,1.168,1.76588,0.005669,ONe,-3.3,0
DA,9,4.04,1.168,1.90481,0.005669,ONe,-3.38,0
DA,9,4.02,1.168,2.05475,0.005668,ONe,-3.46,0
DA,9,4,1.168,2.21597,0.005668,ONe,-3.54,0
DA,9,3.98,1.168,2.38864,0.005667,ONe,-3.62,0
DA,9,3.96,1.168,2.57255,0.005667,ONe,-3.7,0
DA,9,3.94,1.168,2.76747,0.005667,ONe,-3.78,0
DA,9,3.92,1.167,2.97299,0.005666,ONe,-3.86,0
DA,9,3.9,1.167,3.18917,0.005666,ONe,-3.94,0
DA,9,3.88,1.167,3.41562,0.005666,ONe,-4.02,0
DA,9,3.86,1.167,3.65283,0.005665,ONe,-4.1,0
DA,9,3.84,1.167,3.90007,0.005665,ONe,-4.18,0
DA,9,3.82,1.167,4.15751,0.005665,ONe,-4.26,0
DA,9,3.8,1.167,4.43388,0.005664,ONe,-4.34,0
DA,9,3.78,1.167,4.76943,0.005664,ONe,-4.42,0
DA,9,3.76,1.167,5.2007,0.005663,ONe,-4.5,0
DA,9,3.74,1.167,5.65908,0.005663,ONe,-4.58,0
DA,9,3.72,1.166,6.06285,0.005662,ONe,-4.66,0
DA,9,3.7,1.166,6.3956,0.005662,ONe,-4.74,0
DA,9,3.68,1.166,6.64664,0.005662,ONe,-4.82,0
DA,9,3.66,1.166,6.83801,0.005662,ONe,-4.9,0
DA,9,3.64,1.166,6.9852,0.005662,ONe,-4.98,0
DA,9,3.62,1.166,7.10554,0.005661,ONe,-5.06,0
DA,9,3.6,1.166,7.19835,0.005661,ONe,-5.14,0
DA,9,3.58,1.166,7.27537,0.005661,ONe,-5.22,0
DA,9,3.56,1.166,7.33969,0.005661,ONe,-5.3,0
DA,9,3.54,1.166,7.39343,0.005661,ONe,-5.38,0
DA,9,3.52,1.166,7.44632,0.005661,ONe,-5.46,0
DA,9,3.5,1.166,7.49921,0.005661,ONe,-5.54,0
DA,9,3.48,1.166,7.5521,0.005661,ONe,-5.62,0
DA,9,3.46,1.166,7.60499,0.005661,ONe,-5.7,0
DA,9,3.44,1.166,7.65787,0.005661,ONe,-5.78,0
DA,9,3.42,1.166,7.71076,0.005661,ONe,-5.861,0
DA,9,3.4,1.166,7.76364,0.005661,ONe,-5.941,0
DA,9.1,4.9,1.231,0.00028,0.005184,ONe,-0.017,0
DA,9.1,4.88,1.23,0.00033,0.005182,ONe,-0.097,0
DA,9.1,4.86,1.23,0.00039,0.00518,ONe,-0.177,0
DA,9.1,4.84,1.229,0.0005,0.005178,ONe,-0.257,0
DA,9.1,4.82,1.228,0.00073,0.005175,ONe,-0.338,0
DA,9.1,4.8,1.228,0.00104,0.005173,ONe,-0.418,0
DA,9.1,4.78,1.227,0.00148,0.005171,ONe,-0.498,0
DA,9.1,4.76,1.226,0.00255,0.005168,ONe,-0.578,0
DA,9.1,4.74,1.225,0.00589,0.005165,ONe,-0.659,0
DA,9.1,4.72,1.224,0.01117,0.005163,ONe,-0.739,0
DA,9.1,4.7,1.224,0.01765,0.005163,ONe,-0.819,0
DA,9.1,4.68,1.223,0.0254,0.005162,ONe,-0.9,0
DA,9.1,4.66,1.222,0.03444,0.005161,ONe,-0.98,0
DA,9.1,4.64,1.221,0.04481,0.00516,ONe,-1.06,0
DA,9.1,4.62,1.221,0.05656,0.005159,ONe,-1.14,0
DA,9.1,4.6,1.22,0.06981,0.005158,ONe,-1.221,0
