thickness,Mass,logT,logg,logR,logtau,logL
thick,0.35,3.77060020980032,7.53238453,-1.77512456946093,9.13542176661176,30.0698278760479
thick,0.35,3.76395801096494,7.53435509,-1.77610987125828,9.15203809420816,30.0412884419729
thick,0.35,3.75770086939579,7.53634007,-1.77710227095274,9.16775554421375,30.0142751812835
thick,0.35,3.75164312732323,7.53826618,-1.77806511168143,9.18302514593362,29.9881179732149
thick,0.35,3.7455604064602,7.54018787,-1.77902596338193,9.19850560721099,29.9618654133806
thick,0.35,3.73951098514301,7.54222472,-1.78004461813681,9.21437726055594,29.9356308861244
thick,0.35,3.73380683221611,7.54428915,-1.78107660312348,9.23020411467999,29.9107498199885
thick,0.35,3.72842216787062,7.5462706,-1.78206758021077,9.24625083426681,29.8872297502923
thick,0.35,3.72323414177804,7.54821193,-1.78303809559697,9.26323567046411,29.8645362955115
thick,0.35,3.71835418638363,7.55013412,-1.78399939556648,9.28134953675303,29.8430943051869
thick,0.35,3.71386057735238,7.55201002,-1.7849373370518,9.30055831295174,29.8232439137839
thick,0.35,3.70963697130509,7.55380963,-1.78583689519577,9.32086217774526,29.8045498750059
thick,0.35,3.70547143907365,7.55551537,-1.78668980501778,9.34208182333391,29.7861820665571
thick,0.35,3.70131615076625,7.5571157,-1.7874900471278,9.36376010356934,29.7679605322822
thick,0.35,3.69719924633022,7.55862715,-1.78824576073543,9.38549974221606,29.7499814450228
thick,0.35,3.69316404985451,7.56006165,-1.7889628543702,9.40692236167958,29.7324062255042
thick,0.35,3.68917303426829,7.56141385,-1.78963921133217,9.42773466992047,29.7150899477908
thick,0.35,3.68516996516092,7.56267228,-1.79026847675848,9.44773634352438,29.6978192510439
thick,0.35,3.68106170998419,7.56382929,-1.79084697320163,9.4668404946298,29.6802292387982
thick,0.35,3.67681465576984,7.56487887,-1.79137179343884,9.48499045892897,29.6621913689994
thick,0.35,3.67233989579099,7.5658232,-1.79184390141728,9.50224189076689,29.6433480383927
thick,0.35,3.66762691602629,7.56667102,-1.79226776751279,9.51868446568245,29.6236482444067
thick,0.35,3.66266409892981,7.56743241,-1.79264828431451,9.53441349660838,29.6030356229308
thick,0.35,3.65751872281924,7.56812655,-1.79299541432015,9.54955694110448,29.5817600467069
thick,0.35,3.65226032718838,7.56876644,-1.79331528290966,9.56419636996973,29.5600865268609
thick,0.35,3.64451283664448,7.5696257,-1.79374485888222,9.58501300628219,29.5282373592436
thick,0.35,3.63849856173903,7.57024839,-1.79405634397612,9.60487733032888,29.5035575445815
thick,0.35,3.63310488986165,7.57073325,-1.79429885109362,9.62387267578294,29.4814979509422
thick,0.35,3.62812363305989,7.57116724,-1.79451582316719,9.64207189493475,29.4611389670331
thick,0.35,3.62313389750184,7.57156511,-1.7947146149476,9.65953904593348,29.4407820795671
thick,0.35,3.61805631160231,7.57193368,-1.79489909418766,9.67633075361754,29.4201031854272
thick,0.35,3.61295366443835,7.57226955,-1.79506690601846,9.69249731689608,29.3993567958328
thick,0.35,3.60758000697622,7.57259455,-1.79522932862574,9.70808361729776,29.3775371818593
thick,0.35,3.60198890236073,7.57291783,-1.79539103255863,9.72312987004676,29.3548493741819
thick,0.35,3.5961676574979,7.57324131,-1.79555279672231,9.7376722493242,29.3312409857364
thick,0.35,3.59032237633023,7.57354991,-1.79570721101464,9.75174341218781,29.3075512304534
thick,0.35,3.58419650432642,7.57383915,-1.79585192675955,9.76537294024313,29.2827584739816
thick,0.35,3.57732557571094,7.57412848,-1.79599630047848,9.77953985614187,29.2549855346801
thick,0.35,3.57053529296281,7.57438911,-1.79612666825469,9.79300053565154,29.2275638190122
thick,0.35,3.56325031404867,7.57465044,-1.79625746567553,9.80622855796143,29.1981625894126
thick,0.35,3.55582486412964,7.57490333,-1.79638400574027,9.81869274018049,29.1682077590379
thick,0.35,3.54837622324298,7.57513807,-1.79650120535037,9.83063774054763,29.1381785511645
thick,0.35,3.54058164280635,7.57535916,-1.79661179264692,9.84246476274751,29.1067791938119
thick,0.35,3.53222589944967,7.57557049,-1.7967173262171,9.85406058088015,29.0731447763349
thick,0.35,3.52357189475919,7.57576539,-1.79681467435629,9.86520681856413,29.038333981654
thick,0.35,3.5150917939139,7.57594312,-1.79690383155346,9.87607251243347,29.004235796439
thick,0.35,3.50579919736997,7.5761247,-1.79699457170363,9.88726443339413,28.9668837186305
thick,0.35,3.49627363097612,7.57629292,-1.79707867972045,9.89827348888939,28.9286132523591
thick,0.35,3.48616554218867,7.57644432,-1.79715419521204,9.9092279381307,28.8880294594327
thick,0.35,3.47631467277046,7.576568,-1.79721602596071,9.91992596977947,28.8485023736378
thick,0.35,3.46583220293033,7.57668424,-1.79727434277082,9.93081887606292,28.806456205981
thick,0.35,3.45493995246944,7.57679683,-1.79733071008297,9.94155083536909,28.7627746379413
thick,0.35,3.44469309775962,7.57690514,-1.79738473562303,9.95203571474088,28.7216789059482
thick,0.35,3.43397420016754,7.57701326,-1.79743876788461,9.96286988289043,28.6786951564499
thick,0.35,3.42327237328597,7.57711502,-1.79748967399101,9.97371717004651,28.635786139685
thick,0.35,3.41255420045465,7.57720452,-1.79753431964159,9.98466032659819,28.5928239401916
thick,0.35,3.40143733361659,7.57728902,-1.79757661975512,9.99570208834298,28.5482719523123
thick,0.35,3.39044043595006,7.57736938,-1.79761696536874,10.0066110681102,28.5042039510489
thick,0.35,3.37934745823631,7.57744984,-1.79765692297138,10.0175458383481,28.4597516876976
thick,0.35,3.36819168306964,7.57752881,-1.79769649245559,10.0284427345622,28.4150495098629
thick,0.35,3.35698042740881,7.57760434,-1.79773449822573,10.0392907540912,28.3701289568136
thick,0.35,3.34590508769359,7.57767522,-1.79776976428626,10.0500648462952,28.3257567571187
thick,0.35,3.3344080875111,7.57774626,-1.79780542510375,10.06085944336,28.2796977358954
thick,0.35,3.32315058099839,7.57781338,-1.79783873730372,10.0713896505901,28.2346005406159
thick,0.35,3.31184757381199,7.57787632,-1.79787048424856,10.0818375029321,28.1893254919546
thick,0.35,3.30052287804288,7.57793445,-1.79789948965895,10.0921540787617,28.1439688869042
thick,0.35,3.28919697430564,7.57798912,-1.79792653698971,10.1023222018687,28.0986105036139
thick,0.35,3.27788796709302,7.57803979,-1.79795201790018,10.1123284528957,28.0533235777215
thick,0.35,3.26659039433353,7.57808977,-1.79797710825742,10.122169332521,28.0080833946109
thick,0.35,3.2555479534555,7.57813941,-1.79800180799365,10.1318415278842,27.9638640110211
thick,0.35,3.24399071372477,7.57819037,-1.79802729332094,10.1414842647333,27.9175841690712
thick,0.35,3.23280131992609,7.57823843,-1.79805121168078,10.1507364894789,27.8727784710442
thick,0.35,3.22159675966747,7.57828433,-1.79807434708538,10.1598401956294,27.8279143194512
thick,0.35,3.21042273264574,7.57832496,-1.7980947386333,10.1687463801909,27.7831776010416
thick,0.35,3.19929950484894,7.5783612,-1.79811277810846,10.1774421280189,27.738648427273
thick,0.35,3.18821976686674,7.578397,-1.79813081833296,10.1859281172708,27.6942937112735
thick,0.35,3.1771733876425,7.57843426,-1.79814925151028,10.1942020371,27.6500708799098
thick,0.35,3.16654614703716,7.57846866,-1.7981665088109,10.202252306255,27.6075276140277
thick,0.4,4.69704953989599,7.24809808,-1.60398521097894,4.34761868042163,34.1179037114356
thick,0.4,4.62756402890464,7.29593315,-1.62790267331749,5.09691001300806,33.7921265488504
thick,0.4,4.59952019951236,7.31515103,-1.63751178127011,5.39794000867204,33.6607333679094
thick,0.4,4.58267738371239,7.32701029,-1.64344124027783,5.57403126772772,33.5815028524335
thick,0.4,4.57062168364138,7.33570768,-1.64779001551958,5.69897000433602,33.5245826533915
thick,0.4,4.56117500702655,7.34265906,-1.65126564892321,5.79588001734408,33.4798445554924
thick,0.4,4.55021498024926,7.35093819,-1.65540524360493,5.90982336965091,33.4277252622447
thick,0.4,4.53800587454191,7.36038534,-1.66012892473763,6.03456509232796,33.3694416689444
thick,0.4,4.52595290144523,7.3698737,-1.66487309519128,6.15191873099412,33.3117415735259
thick,0.4,4.51405427191451,7.37933626,-1.66960431293152,6.26108959237626,33.2546843618377
thick,0.4,4.5023543695657,7.38867194,-1.67427203549402,6.36178617861811,33.198549049637
thick,0.4,4.49088265929988,7.39783184,-1.67885217804026,6.45440455180633,33.1435022486742
thick,0.4,4.47944850128238,7.40680372,-1.68333809619649,6.53966037140287,33.08879394518
thick,0.4,4.46823079977442,7.41542015,-1.68764635457378,6.61741932753381,33.0353068374729
thick,0.4,4.45718971102752,7.4236776,-1.69177484143928,6.6888699022429,32.9828848284373
thick,0.4,4.44646036813452,7.43153681,-1.69570465782387,6.75484855662119,32.9321082657604
thick,0.4,4.43578138075751,7.43910525,-1.69948875814171,6.816602641768,32.8818238652913
thick,0.4,4.4252566903757,7.44630985,-1.70309116626397,6.87415246399832,32.8325205363148
thick,0.4,4.41489864790706,7.45316804,-1.70652007571954,6.92814908446003,32.7842301773195
thick,0.4,4.4046680050839,7.45971467,-1.70979351231956,6.97920881855238,32.7367609176475
thick,0.4,4.394689917056,7.46594472,-1.71290870000457,7.02774213041785,32.690618558222
thick,0.4,4.38477933718093,7.47193935,-1.71590584588608,7.07442657048558,32.6449815611643
thick,0.4,4.37501244134807,7.47766793,-1.71877024915219,7.11923971843766,32.6001854452554
thick,0.4,4.36543710955406,7.4831389,-1.72150570671402,7.16247479043812,32.556413111136
thick,0.4,4.35601376374096,7.48838432,-1.72412850166406,7.20447677183526,32.5134743706994
thick,0.4,4.34668599755298,7.49342338,-1.72664778852883,7.24538779019859,32.4711242699998
thick,0.4,4.33749859361066,7.49824862,-1.72906066139401,7.28522076919096,32.4295492927343
thick,0.4,4.32844898918255,7.50287426,-1.73137332816352,7.32415852990365,32.3887253621288
thick,0.4,4.31953093510088,7.50731304,-1.73359255991513,7.36233768579104,32.3486142120092
thick,0.4,4.31075139348812,7.51157304,-1.73572262975998,7.39985536046597,32.3092361432499
thick,0.4,4.30211909893537,7.51566186,-1.73776728399063,7.43680756455785,32.2706180539506
thick,0.4,4.2936198261539,7.51959044,-1.73973143323659,7.47327845866652,32.2326925061053
thick,0.4,4.28524645670874,7.5233665,-1.74161944676864,7.50929367426897,32.1954230501625
thick,0.4,4.27698660872953,7.52699506,-1.74343374706212,7.54488040745371,32.1587549892746
thick,0.4,4.26884899609638,7.53047899,-1.74517580285781,7.58005528852996,32.1227206774609
thick,0.4,4.26082462190432,7.53382649,-1.74684959049007,7.61486221807737,32.0872755108116
thick,0.4,4.25290685104596,7.53704454,-1.74845848870415,7.64931509104706,32.0523864803338
thick,0.4,4.24509395667749,7.54013889,-1.75000561168235,7.68341522151307,32.0180406521005
thick,0.4,4.23737419951677,7.54311362,-1.75149309401405,7.71716003189612,31.9841867649932
thick,0.4,4.22974631375581,7.5459732,-1.75292277612679,7.75051911708719,31.9508156633777
thick,0.4,4.22220676293261,7.54872626,-1.75429938685815,7.78348265257409,31.9179043836128
thick,0.4,4.21474496859414,7.55138181,-1.75562702833451,7.8160486426902,31.8854016505134
thick,0.4,4.20735556748305,7.55394757,-1.75690987369998,7.8481980491974,31.8532783125029
thick,0.4,4.20003275185575,7.55643062,-1.75815144764028,7.87991000614472,31.8215039646502
thick,0.4,4.19277046503173,7.55883542,-1.7593538953014,7.91115760873998,31.7900500746018
thick,0.4,4.18556244412003,7.56116147,-1.76051688109805,7.94190599423656,31.7588919174189
thick,0.4,4.17840710136933,7.5634084,-1.7616404389545,7.9721101820929,31.7280235927271
thick,0.4,4.17130666680084,7.56557784,-1.76272497709945,8.00174106633857,31.6974524500163
thick,0.4,4.16424809489071,7.56767374,-1.7637730941733,8.0307850569464,31.6671222027893
thick,0.4,4.15724444385696,7.56969529,-1.76478379300949,8.05920621812863,31.6370860683932
thick,0.4,4.15028344593358,7.5716469,-1.76575971809999,8.08700118715861,31.6072904963171
thick,0.4,4.14336997972399,7.57353261,-1.7667024533303,8.11413773909617,31.5777509204965
thick,0.4,4.13651346075497,7.57535582,-1.76761397085202,8.1406089058029,31.5485015707967
thick,0.4,4.12970509224017,7.57712098,-1.76849663368329,8.16642419295109,31.5195030041913
thick,0.4,4.12295858128398,7.57882987,-1.76935099578155,8.19157172819927,31.4908081060277
thick,0.4,4.11627304228178,7.5804883,-1.77018019597919,8.21606794397308,31.4624074324697
thick,0.4,4.10966292074217,7.58209963,-1.77098592882787,8.23991906428995,31.434355696144
thick,0.4,4.1031388306065,7.58366828,-1.77177027510728,8.26314706417561,31.4066907097641
thick,0.4,4.09670603084611,7.58519917,-1.77253570424838,8.28575213526056,31.3794286259593
thick,0.4,4.09038718606582,7.586694,-1.7732832247157,8.30767998577648,31.3526584370216
thick,0.4,4.08422678943961,7.5881459,-1.77400903158302,8.32879351509706,31.3265648294422
thick,0.4,4.07833425576355,7.58953335,-1.7747029806069,8.34876656664799,31.3016072235534
thick,0.4,4.07344816447044,7.59068812,-1.77528007322603,8.36508738816639,31.2809080631731
thick,0.4,4.06937434201123,7.59166506,-1.77576889607262,8.37855614428828,31.2636358319153
thick,0.4,4.06578700632296,7.59253004,-1.77620121608056,8.39030439271392,31.2484215605101
thick,0.4,4.062500833141,7.5933244,-1.77659850985847,8.40097534453357,31.2344826094339
thick,0.4,4.05940097198952,7.59407735,-1.77697487510932,8.41097907015581,31.2213302400362
thick,0.4,4.0564835947877,7.59478904,-1.77733063091582,8.42033406387608,31.2089489906897
thick,0.4,4.05370416827616,7.59546868,-1.77767059010957,8.42919250290131,31.1971514914459
thick,0.4,4.0510063239708,7.59612928,-1.77800070607656,8.43773851652901,31.1856996394949
thick,0.4,4.04835634634423,7.59677986,-1.77832620198087,8.44609239333006,31.1744491310326
thick,0.4,4.04574285589295,7.5974231,-1.77864781720273,8.45429104825617,31.1633519335587
thick,0.4,4.04315151742503,7.59805989,-1.77896629344753,8.46237987695805,31.1523498141107
thick,0.4,4.04053807717989,7.59869937,-1.77928575447358,8.47049766456485,31.1412565712983
thick,0.4,4.03787926286758,7.59934883,-1.77961071202866,8.47871912111799,31.1299717055462
thick,0.4,4.03519997366139,7.60000472,-1.77993854558984,8.48696632117558,31.1185986703442
thick,0.4,4.03253549563579,7.60065864,-1.78026549766319,8.49513246443522,31.1072869822312
thick,0.4,4.0298804157928,7.60130879,-1.7805904360802,8.50323213991151,31.0960165325335
thick,0.4,4.02719099404275,7.60196226,-1.78091750252647,8.5113985514667,31.0846052299347
thick,0.4,4.02442207050872,7.60262812,-1.78125009673463,8.51976697833146,31.0728639477078
thick,0.4,4.02155488315036,7.60331093,-1.78159162900003,8.52839214649325,31.0607121907168
thick,0.4,4.01859888932733,7.60401324,-1.78194287589771,8.53724620395892,31.0481857351726
thick,0.4,4.01561467767239,7.6047163,-1.78229440710536,8.54614161962367,31.0355462015482
thick,0.4,4.01256581549176,7.60543083,-1.7826515214162,8.55518819283985,31.0226361888996
thick,0.4,4.00948248511144,7.60615005,-1.78301120222211,8.56429527649907,31.0095834586163
thick,0.4,4.00637167670808,7.60687189,-1.78337231840937,8.57344219671067,30.996418411411
thick,0.4,4.0032312088964,7.60759619,-1.78373411451395,8.58263427800639,30.9831322725101
thick,0.4,4.00005820024655,7.6083222,-1.7840973514185,8.59187898034258,30.9697142242399
thick,0.4,3.99684246802904,7.60905075,-1.78446165245284,8.60120478402908,30.9561226926304
thick,0.4,3.99357300951365,7.60978199,-1.78482702004158,8.61064164131261,30.9423136391677
thick,0.4,3.99023336792311,7.61051913,-1.78519574068445,8.62023550431308,30.9282179496996
thick,0.4,3.98682576698839,7.6112592,-1.78556591764814,8.6299769715124,30.9138474824226
thick,0.4,3.98333293782777,7.61200591,-1.78593907971088,8.6399142976157,30.8991294575188
thick,0.4,3.97976201870349,7.61275575,-1.78631408932061,8.6500229524608,30.8840959096294
thick,0.4,3.97610111705324,7.61351116,-1.78669171497251,8.66033508741494,30.8686969149228
thick,0.4,3.97235800842745,7.61427015,-1.78707119856158,8.67082563877797,30.8529654976168
thick,0.4,3.96853710590178,7.61503144,-1.78745177935199,8.68147985282107,30.8369205759553
thick,0.4,3.96464387444097,7.61579401,-1.78783307694221,8.69228055784157,30.8205850591726
thick,0.4,3.96068533164528,7.61655665,-1.78821470959453,8.70320691897965,30.8039882551837
thick,0.4,3.95666826357639,7.61731856,-1.78859552688682,8.71423928627842,30.7871580634543
thick,0.4,3.95260024579056,7.61807887,-1.7889755263782,8.72535640918955,30.7701256911859
thick,0.4,3.94848854013645,7.61883676,-1.78935470562785,8.73653800344245,30.7529210022336
thick,0.4,3.94433970157797,7.61959151,-1.78973190816789,8.74776609114514,30.73557087722
thick,0.4,3.94015939491973,7.62034258,-1.79010751356404,8.75902499095424,30.7180985961559
thick,0.4,3.9359528490145,7.62108947,-1.79048074670682,8.77030003341368,30.7005255506563
thick,0.4,3.93172538792721,7.62183075,-1.7908516011962,8.78157666698596,30.6828743673557
thick,0.4,3.92747512009731,7.62256883,-1.79122045665585,8.79286215376339,30.665135211818
thick,0.4,3.92321798609371,7.62330166,-1.79158692139743,8.80411584207289,30.6473738733106
thick,0.4,3.91895039625938,7.62402939,-1.79195098910005,8.81534719231325,30.6295758429376
thick,0.4,3.91467226569263,7.62475143,-1.79231187953654,8.82655537200887,30.611741252812
thick,0.4,3.91038888834079,7.62546664,-1.79266958452679,8.83772678443972,30.5938925477367
thick,0.4,3.9061015592413,7.62617386,-1.79302293314159,8.8488598148146,30.5760359695549
thick,0.4,3.90180348917533,7.62687535,-1.79337385406941,8.85997346557238,30.5581421788829
thick,0.4,3.89750900211197,7.62756807,-1.79372040006302,8.87103019543545,30.5402715232747
thick,0.4,3.89321453363682,7.62825208,-1.79406217188596,8.88203965620591,30.5224096711588
thick,0.4,3.88891515414152,7.62892757,-1.79439993570559,8.89301499915408,30.5045366473488
thick,0.4,3.88460921160394,7.6295961,-1.79473407108637,8.90396204277781,30.4866443852758
thick,0.4,3.88031192109139,7.63025429,-1.79506340116414,8.91484154267241,30.4687970502036
thick,0.4,3.87601469689083,7.63090336,-1.79538791480517,8.92567830210426,30.4509591073329
thick,0.4,3.87171327637766,7.63154559,-1.79570916104107,8.93648564311903,30.4331110945171
thick,0.4,3.86742087972645,7.6321796,-1.79602596156332,8.94723201732306,30.4153074591335
thick,0.4,3.86314421531557,7.63280443,-1.79633830646365,8.95790314813372,30.3975760911841
thick,0.4,3.85888002253102,7.63342072,-1.79664657680525,8.96850970587353,30.3799029641983
thick,0.4,3.85462854512394,7.63403015,-1.79695115486976,8.97905448233384,30.3622875262745
thick,0.4,3.8504042614717,7.634631,-1.79725164133672,8.98950378964141,30.3447896383294
thick,0.4,3.84620998505765,7.63522493,-1.7975488108832,8.99985418286565,30.3274186074577
thick,0.4,3.84206332668185,7.63580953,-1.79784108884968,9.01006408426638,30.3102473210155
thick,0.4,3.83796168268192,7.63638603,-1.79812924958804,9.02014242265693,30.2932641918967
thick,0.4,3.83391151135653,7.63695532,-1.79841367720992,9.03007687784691,30.27649443248
thick,0.4,3.8299262977558,7.63751587,-1.79869397155538,9.03983551743852,30.259992873809
thick,0.4,3.82600881085407,7.63806914,-1.79897091038886,9.0494145739919,30.2437697764891
thick,0.4,3.82217159164503,7.63861458,-1.7992433075922,9.05878538349662,30.2278753973912
thick,0.4,3.81841865645772,7.63915345,-1.79951272824891,9.06794117739177,30.212324798473
thick,0.4,3.81476180360163,7.63968645,-1.79977956038892,9.07685480773138,30.1971644550033
thick,0.4,3.81121318439769,7.64021307,-1.80004261738269,9.08549857581141,30.1824431859572
thick,0.4,3.80773218141855,7.64074294,-1.80030780459405,9.09397575750888,30.1679892325837
thick,0.4,3.80266066406479,7.64154744,-1.80071003174459,9.10638912428312,30.1468988443635
thick,0.4,3.7953747119735,7.6428017,-1.8013369866107,9.12436824198679,30.1165008173529
thick,0.4,3.78717875062944,7.64435989,-1.80211601803815,9.14469436135973,30.0821586010118
thick,0.4,3.77978594516387,7.64584181,-1.80285719625998,9.16299967756499,30.0511054230697
thick,0.4,3.77275335105815,7.64736965,-1.80362108855265,9.18045534352869,30.0214473174156
thick,0.4,3.76610260991274,7.64896394,-1.8044181581558,9.19705494214395,29.9932501274094
thick,0.4,3.75983390980439,7.65053381,-1.80520313983735,9.21278827369991,29.9666054055399
thick,0.4,3.75369413062957,7.65206206,-1.80596718000316,9.22831564761742,29.9405180786709
thick,0.4,3.74752392529603,7.65362985,-1.80675096855707,9.24420832112699,29.9142694636307
thick,0.4,3.74151931657085,7.65528938,-1.80758106310182,9.26034190258761,29.8885915129818
thick,0.4,3.73592038213216,7.65692195,-1.80839708585266,9.27638757713321,29.8645631695405
thick,0.4,3.73057397425117,7.65850101,-1.80918688523244,9.29298821502599,29.8415984543891
thick,0.4,3.72544553613194,7.66006866,-1.8099704659866,9.31070584193007,29.8195170874168
thick,0.4,3.72069137274561,7.66162319,-1.81074779180635,9.32955915879,29.7989459205282
thick,0.4,3.71630386328667,7.66314315,-1.81150790609592,9.34955142551791,29.7798758792489
thick,0.4,3.71210520460203,7.66460993,-1.81224099248462,9.37065110928538,29.7616144773522
thick,0.4,3.70796597857823,7.66600672,-1.81293960737577,9.39258423306077,29.7436608008208
thick,0.4,3.70387000592612,7.66733734,-1.81360480144326,9.41498019640673,29.7259462438595
thick,0.4,3.69986062757919,7.66860605,-1.81423926824472,9.43742725767473,29.708640031822
thick,0.4,3.69593798001042,7.66981056,-1.8148416487461,9.45954431348961,29.6917449868037
thick,0.4,3.69206383174915,7.67093973,-1.8154060945374,9.48101098621855,29.6751191617053
thick,0.4,3.68816174949939,7.67198735,-1.81593000489893,9.50163743416031,29.6584632096151
thick,0.4,3.68418385112982,7.67295143,-1.81641200496268,9.52130588255471,29.6415875278592
thick,0.4,3.68005633282854,7.67383244,-1.81685236382908,9.54001120933329,29.6241964663921
thick,0.4,3.67431059682987,7.67486674,-1.8173694138095,9.56317934765505,29.6001792297445
thick,0.4,3.6687366495541,7.67570302,-1.81778776504156,9.58517388764119,29.5770471672652
thick,0.4,3.66358479025827,7.67636795,-1.81812027245682,9.6061080175774,29.5557747537218
thick,0.4,3.65898577591588,7.67691365,-1.81839303644678,9.6260793015545,29.5368330722306
thick,0.4,3.65456570139722,7.67740197,-1.81863719045627,9.64517242904356,29.518664469208
thick,0.4,3.65013662815348,7.67786104,-1.8188666723543,9.66346138503026,29.5004890992324
thick,0.4,3.64571874606231,7.67829367,-1.81908310508371,9.68101118133391,29.4823848703042
thick,0.4,3.64120288924231,7.67870638,-1.81928935142731,9.69787925146272,29.4639088083593
thick,0.4,3.63647328254952,7.67910257,-1.8194874565859,9.7141165845443,29.4445941901003
thick,0.4,3.63144225709751,7.67948815,-1.81968029432584,9.7297686547963,29.4240844812403
thick,0.4,3.62618066549087,7.67985243,-1.8198624975132,9.74487618924109,29.4026738093198
thick,0.4,3.62072680382605,7.68020534,-1.82003900243657,9.75947580631193,29.3805053765962
thick,0.4,3.61176866764402,7.68072479,-1.82029852893823,9.77360055056004,29.3441534443197
thick,0.4,3.60540007403257,7.6810429,-1.82045745716143,9.78724284767537,29.3183609752214
thick,0.4,3.59902877826196,7.68132419,-1.82059827074435,9.79984644902992,29.2925945118837
thick,0.4,3.59279982826197,7.68157394,-1.82072301768213,9.81171626264394,29.2674289423559
thick,0.4,3.58619670283316,7.68182414,-1.82084821371016,9.82328527649284,29.2407663412548
thick,0.4,3.57978841954454,7.68205757,-1.82096517857904,9.83413396196684,29.2148997201461
thick,0.4,3.57292515414332,7.68230186,-1.82108713663137,9.84482205125897,29.1872024976706
thick,0.4,3.56620349942326,7.68252407,-1.82119837569973,9.85491041410691,29.1600935013694
thick,0.4,3.55916384913695,7.68273665,-1.82130467905136,9.86491048386615,29.131722254001
thick,0.4,3.5516269491197,7.68294126,-1.8214068706128,9.87471820901309,29.1013699949081
thick,0.4,3.54409052781403,7.68312702,-1.82149956715716,9.88414530450079,29.0710387314497
thick,0.4,3.53617872344148,7.68331108,-1.82159186953485,9.89353901115686,29.0392074330838
thick,0.4,3.52809988301696,7.68348267,-1.82167756688058,9.90287142759478,29.0067205540786
thick,0.4,3.5194113436201,7.68364247,-1.82175748350684,9.91230779066424,28.9718065143578
thick,0.4,3.51050766463718,7.68377706,-1.82182457513809,9.92163503324632,28.9360571917898
thick,0.4,3.50087577857036,7.68389538,-1.82188380661149,9.93097458912941,28.8974113197809
thick,0.4,3.49141283950488,7.68399819,-1.82193517470926,9.940078134363,28.8594567832434
thick,0.4,3.48198926605397,7.68409858,-1.82198530588823,9.94933598485917,28.8216620670853
thick,0.4,3.47195749037278,7.68420546,-1.82203875789932,9.95889017424835,28.7814281307396
thick,0.4,3.46190788219849,7.68430613,-1.82208931546737,9.96840355413388,28.7411289771163
thick,0.4,3.45178437914272,7.68440018,-1.82213614862964,9.97800790652563,28.7005409559883
thick,0.4,3.44117077577722,7.68448665,-1.82217967069697,9.98773140421324,28.6580000380375
thick,0.4,3.43063171520037,7.68456391,-1.82221822245638,9.99733770922977,28.6157665155747
thick,0.4,3.41993903691288,7.68463863,-1.8222555338693,10.0069851737281,28.5729210671506
thick,0.4,3.40913829659047,7.68471247,-1.82229243386354,10.0166138755829,28.5296443687649
thick,0.4,3.39822842339302,7.68478468,-1.82232850767501,10.0262148831253,28.4859325614873
thick,0.4,3.38742364303505,7.6848525,-1.82236251102218,10.035770235642,28.4426456159361
thick,0.4,3.37615048221875,7.68491899,-1.82239568758532,10.0453621026533,28.3974865422908
thick,0.4,3.36507444079982,7.68498243,-1.82242720766798,10.0547294635773,28.353119004715
thick,0.4,3.35393072638626,7.68504352,-1.82245790047308,10.0640380931029,28.3084828823253
thick,0.4,3.34275115956593,7.68510126,-1.82248693620421,10.0732412807161,28.2637070646074
thick,0.4,3.33153420686451,7.68515449,-1.82251348485729,10.0823296604851,28.2187859269191
thick,0.4,3.32030058908459,7.68520488,-1.82253879055294,10.0912803161976,28.1738011320471
thick,0.4,3.30906643234997,7.68525141,-1.8225620233095,10.1000809189102,28.1288178508985
thick,0.4,3.29809143334253,7.6852957,-1.82258401259893,10.1087341086024,28.0848735695802
thick,0.4,3.28655223302297,7.68534296,-1.8226076627,10.1173773699023,28.0386694295263
thick,0.4,3.27538265592566,7.68538787,-1.82263006924699,10.1256591761324,27.9939463700765
thick,0.4,3.26419714108139,7.68543136,-1.82265206198208,10.1338086619571,27.9491608436562
thick,0.4,3.253028824006,7.6854738,-1.82267322585416,10.1417917436239,27.9044450410769
thick,0.4,3.2418872580702,7.68551173,-1.82269190071547,10.1495882600393,27.8598409492496
thick,0.4,3.23078769219135,7.68554548,-1.82270891628825,10.1571934520734,27.815408845321
thick,0.4,3.21972885668525,7.6855779,-1.8227251024518,10.1646115706265,27.7711411260688
thick,0.4,3.20909287359034,7.68561046,-1.82274128921863,10.1718404958153,27.7285646274788
thick,0.4,3.19767320338266,7.68564455,-1.8227583067266,10.1790701236628,27.6828519223089
thick,0.4,3.18679656590624,7.68567623,-1.82277449473107,10.1858562177725,27.6393136335602
thick,0.4,3.17594209671796,7.68570702,-1.82278985313926,10.1924748980524,27.5958649950683
thick,0.45,4.76551560179058,7.33618418,-1.62245207433106,4.28563611732195,34.3548344105498
thick,0.45,4.70395374631093,7.3827381,-1.64572889820768,5,34.0620330351443
thick,0.45,4.6786674320962,7.40235573,-1.65553767977433,5.30102999566398,33.9412701184978
thick,0.45,4.6633193596516,7.4148455,-1.66178267924105,5.47712125471966,33.867388046542
thick,0.45,4.65218578026739,7.42425318,-1.66648653919703,5.60205999132796,33.8134460761495
thick,0.45,4.64331018873174,7.4319568,-1.67033831763841,5.69897000433602,33.7702401088631
thick,0.45,4.63276189606575,7.44138819,-1.67505415157731,5.81291335664286,33.7186155205511
thick,0.45,4.62130616211735,7.45180466,-1.68026221079246,5.92989817339153,33.6623761457445
