spec_type,mWD,log(teff),log(L),logg,age(Gyrs),R(Rsun),Mbol,G,BP,RP
DB,0.6,3.48,-4.968,8.0586,7.4205,0.012,17.1599,17.3699,18.3626,16.4192
DB,0.6,3.5,-4.8879,8.0586,7.1841,0.012,16.9598,17.1336,18.071,16.2075
DB,0.6,3.52,-4.8079,8.0585,6.9473,0.012,16.7598,16.8982,17.7813,15.9981
DB,0.6,3.54,-4.7279,8.0585,6.7077,0.012,16.5597,16.6664,17.4972,15.7931
DB,0.6,3.56,-4.6478,8.0585,6.4621,0.012,16.3596,16.4387,17.2182,15.5932
DB,0.6,3.58,-4.5678,8.0584,6.2078,0.012,16.1595,16.2104,16.9392,15.3944
DB,0.6,3.6,-4.4877,8.0583,5.9413,0.012,15.9593,15.9849,16.6641,15.1992
DB,0.6,3.62,-4.4076,8.0582,5.6624,0.012,15.7591,15.7618,16.3926,15.0078
DB,0.6,3.64,-4.3275,8.0581,5.3867,0.012,15.5588,15.5403,16.1235,14.8193
DB,0.6,3.66,-4.2474,8.058,5.1153,0.012,15.3585,15.3236,15.8609,14.6363
DB,0.6,3.68,-4.1673,8.0579,4.829,0.012,15.1582,15.1097,15.6023,14.457
DB,0.6,3.7,-4.0871,8.0577,4.5307,0.012,14.9578,14.9037,15.3539,14.2858
DB,0.6,3.72,-4.007,8.0576,4.2268,0.012,14.7574,14.6961,15.1041,14.1145
DB,0.6,3.74,-3.9268,8.0574,3.9167,0.012,14.5569,14.497,14.8652,13.9516
DB,0.6,3.76,-3.8465,8.0571,3.5764,0.012,14.3563,14.3015,14.631,13.7931
DB,0.6,3.78,-3.7663,8.0569,3.2783,0.012,14.1556,14.1122,14.4056,13.6399
DB,0.6,3.8,-3.6859,8.0565,2.9839,0.012,13.9548,13.9261,14.1845,13.49
DB,0.6,3.82,-3.6055,8.0561,2.6882,0.012,13.7538,13.7491,13.9756,13.3479
DB,0.6,3.84,-3.525,8.0557,2.3853,0.012,13.5526,13.5834,13.7813,13.2144
DB,0.6,3.86,-3.4445,8.0551,2.0835,0.012,13.3512,13.3835,13.5431,13.0598
DB,0.6,3.88,-3.3638,8.0544,1.8347,0.012,13.1494,13.2181,13.3503,12.9275
DB,0.6,3.9,-3.2829,8.0535,1.608,0.0121,12.9473,13.0586,13.1646,12.8011
DB,0.6,3.92,-3.2019,8.0525,1.4055,0.0121,12.7447,12.9054,12.9868,12.6799
DB,0.6,3.94,-3.1206,8.0512,1.211,0.0121,12.5415,12.7591,12.8178,12.5637
DB,0.6,3.96,-3.0391,8.0497,1.0315,0.0121,12.3376,12.6166,12.6536,12.451
DB,0.6,3.98,-2.9573,8.0479,0.8741,0.0121,12.1333,12.4794,12.4962,12.3421
DB,0.6,4,-2.8755,8.0461,0.745,0.0122,11.9287,12.3474,12.3458,12.2365
DB,0.6,4.02,-2.7937,8.0443,0.6438,0.0122,11.7242,12.2312,12.2113,12.1465
DB,0.6,4.04,-2.712,8.0426,0.5617,0.0122,11.52,12.1082,12.0725,12.0471
DB,0.6,4.06,-2.6303,8.0409,0.4922,0.0122,11.3158,11.99,11.9398,11.9506
DB,0.6,4.08,-2.5487,8.0393,0.4315,0.0123,11.1117,11.8777,11.814,11.8589
DB,0.6,4.1,-2.467,8.0376,0.3774,0.0123,10.9075,11.7693,11.6929,11.7702
DB,0.6,4.12,-2.3852,8.0358,0.3288,0.0123,10.703,11.6627,11.5752,11.6817
DB,0.6,4.14,-2.3033,8.034,0.285,0.0123,10.4984,11.5577,11.4599,11.5934
DB,0.6,4.16,-2.2214,8.032,0.2453,0.0124,10.2934,11.4517,11.3448,11.5029
DB,0.6,4.18,-2.1392,8.0298,0.2093,0.0124,10.088,11.3453,11.2304,11.411
DB,0.6,4.2,-2.0569,8.0275,0.1765,0.0124,9.8822,11.2373,11.1156,11.3161
DB,0.6,4.22,-1.9743,8.0249,0.1471,0.0125,9.6758,11.1353,11.0082,11.2246
DB,0.6,4.24,-1.8915,8.0221,0.1208,0.0125,9.4688,11.0305,10.8984,11.1298
DB,0.6,4.26,-1.8085,8.0191,0.0979,0.0125,9.2612,10.93,10.7936,11.0382
DB,0.6,4.28,-1.7252,8.0158,0.0782,0.0126,9.0529,10.8353,10.6946,10.9523
DB,0.6,4.3,-1.6416,8.0122,0.0617,0.0126,8.8441,10.7485,10.6032,10.8743
DB,0.6,4.32,-1.5579,8.0085,0.0483,0.0127,8.6348,10.6703,10.5204,10.805
DB,0.6,4.34,-1.474,8.0046,0.0377,0.0128,8.4249,10.6061,10.452,10.7488
DB,0.6,4.36,-1.3898,8.0004,0.0295,0.0128,8.2145,10.5633,10.4065,10.7114
DB,0.6,4.38,-1.3054,7.996,0.0233,0.0129,8.0036,10.5302,10.3714,10.6822
DB,0.6,4.4,-1.2214,7.992,0.0187,0.0129,7.7936,10.4939,10.3327,10.6506
DB,0.6,4.42,-1.1373,7.9879,0.0153,0.013,7.5832,10.4476,10.2829,10.6106
DB,0.6,4.44,-1.053,7.9836,0.0127,0.0131,7.3724,10.3886,10.2192,10.5602
DB,0.6,4.46,-0.9685,7.9791,0.0107,0.0131,7.1613,10.3193,10.1443,10.5016
DB,0.6,4.48,-0.8838,7.9744,0.0092,0.0132,6.9496,10.2424,10.0611,10.4362
DB,0.6,4.5,-0.7988,7.9694,0.0079,0.0133,6.7371,10.1597,9.9719,10.3649
DB,0.6,4.52,-0.7136,7.9642,0.0068,0.0134,6.5239,10.0755,9.8814,10.2908
DB,0.6,4.54,-0.6281,7.9587,0.006,0.0134,6.3102,9.9855,9.7851,10.2111
DB,0.6,4.56,-0.5423,7.953,0.0052,0.0135,6.0959,9.8934,9.6868,10.1289
DB,0.6,4.58,-0.4562,7.9468,0.0046,0.0136,5.8804,9.7973,9.5844,10.0426
DB,0.6,4.6,-0.3696,7.9402,0.004,0.0137,5.664,9.6956,9.4764,9.9509
DB,0.6,4.62,-0.2828,7.9334,0.0035,0.0138,5.4469,9.5864,9.3605,9.8524
DB,0.6,4.64,-0.1954,7.926,0.0031,0.014,5.2286,9.4658,9.2326,9.7435
DB,0.6,4.66,-0.1075,7.9181,0.0027,0.0141,5.0087,9.3219,9.08,9.6141
DB,0.6,4.68,-0.019,7.9096,0.0024,0.0142,4.7874,9.0839,8.8287,9.397
DB,0.6,4.7,0.0698,7.9008,0.0021,0.0144,4.5655,8.8878,8.6283,9.2059
DB,0.6,4.72,0.1594,7.8912,0.0018,0.0145,4.3414,8.799,8.5382,9.119
DB,0.6,4.74,0.2499,7.8808,0.0016,0.0147,4.1154,8.7295,8.4677,9.051
DB,0.6,4.76,0.341,7.8696,0.0014,0.0149,3.8874,8.6646,8.4024,8.9869
DB,0.6,4.78,0.4331,7.8575,0.0012,0.0151,3.6573,8.5839,8.3207,8.907
DB,0.6,4.8,0.5259,7.8447,0.001,0.0153,3.4252,8.4907,8.2241,8.8188
DB,0.6,4.82,0.62,7.8306,0.0008,0.0156,3.19,8.4054,8.1375,8.7352
DB,0.6,4.84,0.7151,7.8156,0.0007,0.0159,2.9523,8.3181,8.0487,8.6505
DB,0.6,4.86,0.8114,7.7992,0.0006,0.0162,2.7114,8.2279,7.9571,8.5629
DB,0.6,4.88,0.9088,7.7818,0.0005,0.0165,2.4679,8.1358,7.8635,8.4737
DB,0.6,4.9,1.0071,7.7635,0.0004,0.0169,2.2223,8.0421,7.7679,8.3836
