spec_type,mWD,log(teff),log(L),logg,age(Gyrs),R(Rsun),Mbol,G,BP,RP
DB,1.1,3.9,-3.8236,8.858,3.204,0.0065,14.299,14.4129,14.5199,14.1538
DB,1.1,3.92,-3.7435,8.8579,3.0362,0.0065,14.0987,14.262,14.3446,14.0345
DB,1.1,3.94,-3.6633,8.8577,2.8525,0.0065,13.8982,14.1167,14.1765,13.9198
DB,1.1,3.96,-3.5831,8.8575,2.6539,0.0065,13.6977,13.9771,14.0153,13.8097
DB,1.1,3.98,-3.5028,8.8572,2.4439,0.0065,13.4971,13.8434,13.8614,13.7043
DB,1.1,4,-3.4225,8.8569,2.2316,0.0065,13.2963,13.7152,13.7142,13.6035
DB,1.1,4.02,-3.3422,8.8566,2.0239,0.0065,13.0954,13.6091,13.5885,13.5252
DB,1.1,4.04,-3.2618,8.8562,1.8386,0.0065,12.8945,13.4884,13.4519,13.4285
DB,1.1,4.06,-3.1814,8.8558,1.6686,0.0065,12.6934,13.3719,13.3209,13.3335
DB,1.1,4.08,-3.1009,8.8553,1.5147,0.0065,12.4922,13.2617,13.1972,13.2441
DB,1.1,4.1,-3.0204,8.8548,1.3767,0.0065,12.291,13.157,13.0795,13.1591
DB,1.1,4.12,-2.9399,8.8543,1.2486,0.0065,12.0897,13.0552,12.9663,13.0751
DB,1.1,4.14,-2.8593,8.8538,1.1273,0.0065,11.8884,12.9559,12.8567,12.9918
DB,1.1,4.16,-2.7788,8.8532,1.0125,0.0065,11.687,12.8599,12.7512,12.9107
DB,1.1,4.18,-2.6982,8.8526,0.9028,0.0065,11.4855,12.7638,12.647,12.8278
DB,1.1,4.2,-2.6175,8.852,0.7982,0.0065,11.2838,12.6678,12.5439,12.7433
DB,1.1,4.22,-2.5368,8.8512,0.6991,0.0065,11.0821,12.571,12.4413,12.6564
DB,1.1,4.24,-2.456,8.8504,0.6058,0.0065,10.8801,12.4725,12.338,12.5663
DB,1.1,4.26,-2.3752,8.8496,0.5189,0.0065,10.678,12.3739,12.2354,12.4749
DB,1.1,4.28,-2.2943,8.8487,0.4408,0.0065,10.4757,12.2766,12.1345,12.3843
DB,1.1,4.3,-2.2138,8.8482,0.3807,0.0065,10.2745,12.1854,12.0396,12.2998
DB,1.1,4.32,-2.133,8.8474,0.3335,0.0065,10.0726,12.0996,11.9495,12.2215
DB,1.1,4.34,-2.0522,8.8467,0.2918,0.0066,9.8706,12.0221,11.8673,12.1522
DB,1.1,4.36,-1.9714,8.8458,0.2546,0.0066,9.6685,11.9535,11.7939,12.0923
DB,1.1,4.38,-1.8906,8.845,0.2216,0.0066,9.4664,11.8972,11.7332,12.0438
DB,1.1,4.4,-1.8097,8.8441,0.192,0.0066,9.2641,11.8577,11.6905,12.0103
DB,1.1,4.42,-1.7287,8.8431,0.1654,0.0066,9.0617,11.8295,11.6598,11.9864
DB,1.1,4.44,-1.6477,8.8421,0.1415,0.0066,8.8593,11.8013,11.6293,11.9628
DB,1.1,4.46,-1.5667,8.8411,0.1202,0.0066,8.6568,11.7662,11.5911,11.9335
DB,1.1,4.48,-1.4856,8.84,0.101,0.0066,8.4541,11.7235,11.5446,11.898
DB,1.1,4.5,-1.4045,8.8389,0.0838,0.0066,8.2512,11.6733,11.4899,11.8565
DB,1.1,4.52,-1.3232,8.8377,0.0685,0.0066,8.0481,11.615,11.4263,11.8082
DB,1.1,4.54,-1.2419,8.8363,0.0548,0.0066,7.8448,11.548,11.3533,11.7517
DB,1.1,4.56,-1.1605,8.8349,0.0426,0.0066,7.6413,11.4731,11.2723,11.6873
DB,1.1,4.58,-1.079,8.8334,0.0318,0.0067,7.4374,11.3928,11.1858,11.6174
DB,1.1,4.6,-0.9973,8.8317,0.0223,0.0067,7.2332,11.309,11.0958,11.5437
DB,1.1,4.62,-0.9154,8.8298,0.0144,0.0067,7.0285,11.221,11.0016,11.4659
DB,1.1,4.64,-0.8333,8.8277,0.0083,0.0067,6.8232,11.1267,10.9008,11.3822
DB,1.1,4.66,-0.7511,8.8255,0.0045,0.0067,6.6176,11.0219,10.789,11.2891
DB,1.1,4.68,-0.669,8.8234,0.0027,0.0067,6.4125,10.8962,10.6548,11.1777
DB,1.1,4.7,-0.5872,8.8216,0.0019,0.0067,6.2079,10.6896,10.4356,10.993
DB,1.1,4.72,-0.5054,8.8198,0.0014,0.0068,6.0034,10.4883,10.2276,10.8046
DB,1.1,4.74,-0.4236,8.818,0.0011,0.0068,5.7989,10.4036,10.1408,10.7246
DB,1.1,4.76,-0.3417,8.8162,0.0009,0.0068,5.5943,10.3488,10.0848,10.6726
DB,1.1,4.78,-0.2599,8.8143,0.0008,0.0068,5.3897,10.3047,10.0397,10.6307
DB,1.1,4.8,-0.178,8.8124,0.0007,0.0068,5.185,10.2647,9.9991,10.5922
DB,1.1,4.82,-0.096,8.8104,0.0006,0.0068,4.98,10.2203,9.9553,10.5453
DB,1.1,4.84,-0.0139,8.8083,0.0005,0.0068,4.7748,10.1445,9.8751,10.477
DB,1.1,4.86,0.0682,8.8062,0.0004,0.0069,4.5694,10.0904,9.8196,10.4254
DB,1.1,4.88,0.1504,8.804,0.0004,0.0069,4.3639,10.0368,9.7645,10.3746
DB,1.1,4.9,0.2328,8.8016,0.0003,0.0069,4.1581,9.9836,9.7094,10.325
DB,0.9,3.44,-5.4092,8.5161,8.4843,0.0087,18.263,18.7358,19.9094,17.7098
DB,0.9,3.46,-5.3292,8.5161,8.4209,0.0087,18.063,18.4787,19.5866,17.4773
DB,0.9,3.48,-5.2492,8.5161,8.3575,0.0087,17.863,18.2214,19.2643,17.2462
DB,0.9,3.5,-5.1692,8.5161,8.2941,0.0087,17.6629,17.9688,18.95,17.0203
DB,0.9,3.52,-5.0892,8.516,8.2296,0.0087,17.4629,17.7217,18.6428,16.8009
DB,0.9,3.54,-5.0092,8.516,8.1573,0.0087,17.2629,17.4728,18.3346,16.5815
DB,0.9,3.56,-4.9291,8.516,8.0692,0.0087,17.0629,17.2285,18.0331,16.3674
DB,0.9,3.58,-4.8491,8.516,7.96,0.0087,16.8628,16.9905,17.7403,16.1605
DB,0.9,3.6,-4.7691,8.516,7.8389,0.0087,16.6628,16.7528,17.4487,15.9553
DB,0.9,3.62,-4.6891,8.5159,7.698,0.0087,16.4627,16.5191,17.1629,15.7551
DB,0.9,3.64,-4.609,8.5159,7.5487,0.0087,16.2626,16.29,16.8835,15.5604
DB,0.9,3.66,-4.529,8.5159,7.3936,0.0087,16.0625,16.0622,16.6067,15.3684
DB,0.9,3.68,-4.449,8.5158,7.2303,0.0087,15.8624,15.843,16.3412,15.1851
DB,0.9,3.7,-4.3689,8.5158,7.0565,0.0087,15.6623,15.6273,16.0805,15.006
DB,0.9,3.72,-4.2888,8.5157,6.8714,0.0087,15.4621,15.421,15.8322,14.836
DB,0.9,3.74,-4.2088,8.5157,6.6776,0.0087,15.2619,15.2138,15.5836,14.6663
DB,0.9,3.76,-4.1287,8.5156,6.4818,0.0087,15.0617,15.0162,15.3471,14.5059
DB,0.9,3.78,-4.0486,8.5155,6.2818,0.0087,14.8615,14.8241,15.1178,14.3507
DB,0.9,3.8,-3.9685,8.5154,6.0637,0.0087,14.6612,14.6404,14.9001,14.2026
DB,0.9,3.82,-3.8884,8.5153,5.8474,0.0087,14.4609,14.4601,14.6874,14.0576
DB,0.9,3.84,-3.8082,8.5151,5.5794,0.0087,14.2605,14.293,14.4913,13.9232
DB,0.9,3.86,-3.7279,8.5148,5.0967,0.0087,14.0598,14.0909,14.2509,13.7662
DB,0.9,3.88,-3.6477,8.5146,4.6583,0.0087,13.8592,13.9334,14.0665,13.6417
DB,0.9,3.9,-3.5674,8.5143,4.195,0.0087,13.6585,13.7713,13.8778,13.5129
DB,0.9,3.92,-3.4871,8.5139,3.7246,0.0087,13.4576,13.6197,13.7018,13.3931
DB,0.9,3.94,-3.4067,8.5135,3.2479,0.0087,13.2567,13.4739,13.5331,13.2779
DB,0.9,3.96,-3.3261,8.513,2.7673,0.0087,13.0554,13.3331,13.3708,13.1665
DB,0.9,3.98,-3.2454,8.5123,2.285,0.0087,12.8535,13.1987,13.2162,13.0606
DB,0.9,4,-3.1644,8.5112,1.8392,0.0087,12.6509,13.068,13.0669,12.9566
DB,0.9,4.02,-3.0833,8.5101,1.5222,0.0087,12.4481,12.9567,12.9364,12.8725
DB,0.9,4.04,-3.0022,8.5091,1.2749,0.0087,12.2455,12.8349,12.7989,12.7742
DB,0.9,4.06,-2.9213,8.5081,1.0866,0.0088,12.0431,12.7181,12.6676,12.6792
DB,0.9,4.08,-2.8404,8.5073,0.949,0.0088,11.8411,12.6075,12.5434,12.5892
DB,0.9,4.1,-2.7597,8.5066,0.8336,0.0088,11.6392,12.5017,12.4248,12.5031
DB,0.9,4.12,-2.6789,8.5058,0.7331,0.0088,11.4373,12.3991,12.3108,12.4183
DB,0.9,4.14,-2.5982,8.505,0.6447,0.0088,11.2354,12.2987,12.2001,12.3342
DB,0.9,4.16,-2.5174,8.5042,0.5666,0.0088,11.0334,12.1994,12.0916,12.2499
DB,0.9,4.18,-2.4365,8.5034,0.4975,0.0088,10.8313,12.0999,11.9841,12.1639
DB,0.9,4.2,-2.3557,8.5025,0.4361,0.0088,10.6291,12.0003,11.8776,12.0762
DB,0.9,4.22,-2.2747,8.5016,0.3815,0.0088,10.4268,11.9006,11.7721,11.9868
DB,0.9,4.24,-2.1937,8.5006,0.3329,0.0088,10.2243,11.8008,11.6676,11.8961
DB,0.9,4.26,-2.1126,8.4995,0.2897,0.0088,10.0216,11.7017,11.5646,11.8048
DB,0.9,4.28,-2.0315,8.4984,0.251,0.0089,9.8187,11.6069,11.4659,11.7173
DB,0.9,4.3,-1.9502,8.4971,0.2163,0.0089,9.6155,11.5185,11.3734,11.6365
DB,0.9,4.32,-1.8688,8.4957,0.1851,0.0089,9.4121,11.4371,11.2874,11.5634
DB,0.9,4.34,-1.7874,8.4943,0.1572,0.0089,9.2084,11.3651,11.2107,11.5001
DB,0.9,4.36,-1.7058,8.4927,0.1318,0.0089,9.0046,11.3052,11.1463,11.4481
DB,0.9,4.38,-1.6242,8.491,0.1089,0.0089,8.8004,11.2629,11.1008,11.412
DB,0.9,4.4,-1.5424,8.4892,0.0884,0.0089,8.5959,11.2344,11.07,11.3877
DB,0.9,4.42,-1.4606,8.4874,0.0701,0.009,8.3914,11.2041,11.0374,11.3619
DB,0.9,4.44,-1.3787,8.4856,0.0541,0.009,8.1868,11.1665,10.9966,11.33
DB,0.9,4.46,-1.2967,8.4836,0.0403,0.009,7.9817,11.1196,10.9457,11.2908
DB,0.9,4.48,-1.2145,8.4814,0.0289,0.009,7.7763,11.064,10.8853,11.2445
DB,0.9,4.5,-1.1322,8.4791,0.0201,0.0091,7.5705,11.0002,10.8158,11.1911
DB,0.9,4.52,-1.0498,8.4767,0.0138,0.0091,7.3645,10.9285,10.738,11.1305
DB,0.9,4.54,-0.9674,8.4742,0.0093,0.0091,7.1584,10.8506,10.6538,11.0634
DB,0.9,4.56,-0.8849,8.4717,0.0065,0.0091,6.9521,10.769,10.566,10.9921
DB,0.9,4.58,-0.8023,8.4692,0.0047,0.0092,6.7458,10.6847,10.4755,10.9178
DB,0.9,4.6,-0.7198,8.4667,0.0037,0.0092,6.5395,10.5972,10.3817,10.8403
DB,0.9,4.62,-0.6372,8.4641,0.003,0.0092,6.3331,10.5046,10.2828,10.758
DB,0.9,4.64,-0.5547,8.4615,0.0025,0.0092,6.1266,10.4043,10.1757,10.6684
DB,0.9,4.66,-0.4719,8.4588,0.0021,0.0093,5.9198,10.2904,10.0544,10.567
DB,0.9,4.68,-0.3891,8.456,0.0018,0.0093,5.7127,10.1427,9.8966,10.436
DB,0.9,4.7,-0.3062,8.453,0.0016,0.0093,5.5054,9.889,9.6311,10.2019
DB,0.9,4.72,-0.2232,8.45,0.0014,0.0094,5.2979,9.7596,9.4984,10.0787
DB,0.9,4.74,-0.14,8.4469,0.0012,0.0094,5.09,9.6926,9.43,10.0145
DB,0.9,4.76,-0.0566,8.4435,0.0011,0.0094,4.8816,9.6418,9.3782,9.9657
DB,0.9,4.78,0.0269,8.44,0.001,0.0095,4.6728,9.5965,9.3324,9.922
DB,0.9,4.8,0.1105,8.4364,0.0009,0.0095,4.4637,9.5487,9.2848,9.8726
DB,0.9,4.82,0.1944,8.4325,0.0008,0.0096,4.2541,9.4702,9.2022,9.8
DB,0.9,4.84,0.2785,8.4284,0.0007,0.0096,4.0438,9.4105,9.1412,9.743
DB,0.9,4.86,0.3628,8.4241,0.0006,0.0096,3.8329,9.3508,9.08,9.6857
DB,0.9,4.88,0.4474,8.4195,0.0005,0.0097,3.6215,9.2911,9.0188,9.629
DB,0.9,4.9,0.5323,8.4146,0.0005,0.0098,3.4093,9.2313,8.9572,9.5728
DB,0.7,3.44,-5.2163,8.2138,8.0505,0.0108,17.7808,18.1301,19.2595,17.1221
DB,0.7,3.46,-5.1363,8.2138,7.878,0.0108,17.5808,17.8823,18.9509,16.8981
DB,0.7,3.48,-5.0563,8.2138,7.7047,0.0108,17.3808,17.6409,18.6514,16.681
DB,0.7,3.5,-4.9763,8.2138,7.5289,0.0108,17.1807,17.4015,18.3548,16.467
DB,0.7,3.52,-4.8963,8.2138,7.3488,0.0108,16.9807,17.1605,18.057,16.2529
DB,0.7,3.54,-4.8163,8.2137,7.162,0.0108,16.7806,16.9224,17.7639,16.0427
DB,0.7,3.56,-4.7362,8.2137,6.966,0.0108,16.5806,16.6897,17.4781,15.8386
DB,0.7,3.58,-4.6562,8.2137,6.7575,0.0108,16.3805,16.4588,17.1951,15.6375
DB,0.7,3.6,-4.5761,8.2136,6.5323,0.0108,16.1803,16.2281,16.9131,15.4383
DB,0.7,3.62,-4.4961,8.2136,6.2893,0.0108,15.9802,16.0023,16.6376,15.2447
DB,0.7,3.64,-4.416,8.2135,6.0443,0.0108,15.78,15.7773,16.364,15.0533
DB,0.7,3.66,-4.3359,8.2134,5.7944,0.0108,15.5798,15.5572,16.0969,14.8676
DB,0.7,3.68,-4.2558,8.2133,5.5445,0.0108,15.3796,15.3422,15.8369,14.6876
DB,0.7,3.7,-4.1757,8.2132,5.2877,0.0108,15.1793,15.1322,15.5833,14.5131
DB,0.7,3.72,-4.0956,8.2131,5.0229,0.0108,14.979,14.9236,15.3326,14.3411
DB,0.7,3.74,-4.0155,8.213,4.7516,0.0108,14.7787,14.7235,15.0923,14.1774
DB,0.7,3.76,-3.9353,8.2128,4.4668,0.0108,14.5783,14.5243,14.8537,14.0157
DB,0.7,3.78,-3.8551,8.2126,4.1751,0.0108,14.3779,14.3373,14.6309,13.8645
DB,0.7,3.8,-3.7749,8.2124,3.8485,0.0108,14.1773,14.1515,14.4104,13.7149
DB,0.7,3.82,-3.6947,8.2121,3.5285,0.0108,13.9766,13.9917,14.2212,13.5871
DB,0.7,3.84,-3.6143,8.2118,3.1963,0.0109,13.7758,13.8069,14.0048,13.4375
DB,0.7,3.86,-3.5339,8.2114,2.8598,0.0109,13.5748,13.6081,13.7677,13.284
DB,0.7,3.88,-3.4534,8.2109,2.5213,0.0109,13.3736,13.4431,13.5757,13.152
DB,0.7,3.9,-3.3728,8.2103,2.1856,0.0109,13.1721,13.2825,13.3886,13.0248
DB,0.7,3.92,-3.2921,8.2096,1.8857,0.0109,12.9703,13.1315,13.2132,12.9054
DB,0.7,3.94,-3.2112,8.2087,1.6092,0.0109,12.7681,12.9857,13.0446,12.7901
DB,0.7,3.96,-3.1301,8.2076,1.3747,0.0109,12.5654,12.8438,12.8811,12.6778
DB,0.7,3.98,-3.0489,8.2064,1.1639,0.0109,12.3623,12.7081,12.7252,12.5705
DB,0.7,4,-2.9676,8.205,0.9851,0.0109,12.1589,12.5775,12.5761,12.4663
DB,0.7,4.02,-2.8862,8.2037,0.8444,0.011,11.9556,12.4622,12.4422,12.3777
DB,0.7,4.04,-2.8049,8.2024,0.7325,0.011,11.7523,12.3405,12.3046,12.2795
DB,0.7,4.06,-2.7237,8.2012,0.6408,0.011,11.5492,12.2237,12.1734,12.1843
DB,0.7,4.08,-2.6425,8.2,0.5626,0.011,11.3462,12.1121,12.0483,12.0934
DB,0.7,4.1,-2.5613,8.1987,0.4939,0.011,11.1432,12.0051,11.9286,12.0062
DB,0.7,4.12,-2.48,8.1975,0.4331,0.011,10.94,11.9002,11.8124,11.9193
DB,0.7,4.14,-2.3987,8.1962,0.379,0.0111,10.7367,11.7975,11.6995,11.833
DB,0.7,4.16,-2.3173,8.1948,0.3306,0.0111,10.5332,11.6948,11.5877,11.7458
DB,0.7,4.18,-2.2358,8.1933,0.2871,0.0111,10.3296,11.5921,11.4771,11.657
DB,0.7,4.2,-2.1542,8.1917,0.2479,0.0111,10.1256,11.4888,11.367,11.5661
DB,0.7,4.22,-2.0725,8.19,0.2125,0.0111,9.9213,11.3856,11.2581,11.4736
DB,0.7,4.24,-1.9907,8.1882,0.1804,0.0112,9.7167,11.2826,11.1502,11.3803
DB,0.7,4.26,-1.9086,8.1861,0.1514,0.0112,9.5116,11.1831,11.0466,11.2893
DB,0.7,4.28,-1.8264,8.1839,0.1253,0.0112,9.306,11.0893,10.9486,11.2036
DB,0.7,4.3,-1.744,8.1814,0.1019,0.0112,9.0999,11.0026,10.8575,11.1254
DB,0.7,4.32,-1.6613,8.1788,0.0812,0.0113,8.8933,10.9238,10.774,11.0554
DB,0.7,4.34,-1.5785,8.176,0.0633,0.0113,8.6862,10.8567,10.7024,10.9966
DB,0.7,4.36,-1.4955,8.173,0.0482,0.0114,8.4787,10.8071,10.6493,10.9536
DB,0.7,4.38,-1.4122,8.1697,0.0361,0.0114,8.2705,10.7747,10.6148,10.9255
DB,0.7,4.4,-1.329,8.1665,0.0267,0.0114,8.0625,10.7425,10.5803,10.8975
DB,0.7,4.42,-1.2459,8.1634,0.0199,0.0115,7.8547,10.7031,10.538,10.8638
DB,0.7,4.44,-1.1627,8.1601,0.0151,0.0115,7.6466,10.6529,10.4838,10.8211
DB,0.7,4.46,-1.0793,8.1568,0.0118,0.0116,7.4383,10.5924,10.4182,10.7702
DB,0.7,4.48,-0.9959,8.1534,0.0094,0.0116,7.2297,10.5235,10.3434,10.7122
DB,0.7,4.5,-0.9124,8.1498,0.0078,0.0117,7.0209,10.4477,10.2613,10.6478
DB,0.7,4.52,-0.8286,8.1461,0.0065,0.0117,6.8116,10.3668,10.174,10.5779
DB,0.7,4.54,-0.7447,8.1422,0.0056,0.0118,6.6018,10.2874,10.0887,10.5077
DB,0.7,4.56,-0.6607,8.1382,0.0048,0.0118,6.3917,10.196,9.9906,10.4273
DB,0.7,4.58,-0.5765,8.134,0.0041,0.0119,6.1813,10.106,9.8944,10.3471
DB,0.7,4.6,-0.4921,8.1296,0.0036,0.0119,5.9702,10.0111,9.7932,10.2622
DB,0.7,4.62,-0.4074,8.1249,0.0032,0.012,5.7585,9.9096,9.6852,10.1712
DB,0.7,4.64,-0.3225,8.1199,0.0028,0.0121,5.5461,9.7984,9.5669,10.0713
DB,0.7,4.66,-0.2373,8.1148,0.0024,0.0121,5.3333,9.6691,9.4295,9.9554
DB,0.7,4.68,-0.1518,8.1093,0.0022,0.0122,5.1195,9.4747,9.2227,9.7817
DB,0.7,4.7,-0.066,8.1035,0.0019,0.0123,4.905,9.2396,8.9803,9.5569
DB,0.7,4.72,0.0201,8.0974,0.0017,0.0124,4.6897,9.1457,8.8846,9.4658
DB,0.7,4.74,0.1066,8.0909,0.0015,0.0125,4.4735,9.0818,8.8197,9.4038
DB,0.7,4.76,0.1935,8.084,0.0013,0.0126,4.2562,9.0265,8.7636,9.3497
DB,0.7,4.78,0.281,8.0765,0.0011,0.0127,4.0376,8.9701,8.7072,9.2931
DB,0.7,4.8,0.369,8.0685,0.001,0.0128,3.8176,8.8828,8.6161,9.2109
DB,0.7,4.82,0.4575,8.06,0.0009,0.0129,3.5963,8.8115,8.5436,9.1413
DB,0.7,4.84,0.5467,8.0508,0.0008,0.0131,3.3734,8.739,8.4696,9.0714
DB,0.7,4.86,0.6366,8.0408,0.0007,0.0132,3.1484,8.6649,8.3941,8.9999
DB,0.7,4.88,0.7276,8.0299,0.0006,0.0134,2.9209,8.589,8.3167,8.9268
DB,0.7,4.9,0.8196,8.0179,0.0005,0.0136,2.6911,8.5113,8.2372,8.8528
DB,1,3.44,-5.5171,8.6701,6.6328,0.0077,18.5328,19.0681,20.2621,18.034
DB,1,3.46,-5.4371,8.6701,6.5953,0.0077,18.3328,18.8061,19.9321,17.7971
DB,1,3.48,-5.3571,8.6701,6.5563,0.0077,18.1328,18.5448,19.6041,17.5623
DB,1,3.5,-5.2771,8.6701,6.515,0.0077,17.9327,18.2841,19.2785,17.3292
DB,1,3.52,-5.1971,8.6701,6.4703,0.0077,17.7327,18.0309,18.9632,17.1044
DB,1,3.54,-5.1171,8.6701,6.4211,0.0077,17.5327,17.7787,18.6502,16.8819
DB,1,3.56,-5.0371,8.6701,6.3661,0.0077,17.3327,17.5283,18.3406,16.6627
DB,1,3.58,-4.9571,8.6701,6.3033,0.0077,17.1327,17.2858,18.0418,16.4518
DB,1,3.6,-4.877,8.6701,6.2309,0.0077,16.9326,17.0451,17.7461,16.244
DB,1,3.62,-4.797,8.6701,6.1467,0.0077,16.7326,16.8071,17.4548,16.0403
DB,1,3.64,-4.717,8.67,6.0542,0.0077,16.5325,16.5754,17.1721,15.8435
DB,1,3.66,-4.637,8.67,5.9544,0.0077,16.3324,16.3455,16.8924,15.6497
DB,1,3.68,-4.5569,8.67,5.8452,0.0077,16.1323,16.1228,16.6224,15.4633
DB,1,3.7,-4.4769,8.6699,5.7271,0.0077,15.9323,15.906,16.3606,15.2835
DB,1,3.72,-4.3969,8.6699,5.6003,0.0077,15.7322,15.6973,16.1092,15.1116
DB,1,3.74,-4.3168,8.6699,5.4648,0.0077,15.532,15.4914,15.8622,14.9428
DB,1,3.76,-4.2368,8.6698,5.3207,0.0077,15.3319,15.2909,15.6221,14.7802
DB,1,3.78,-4.1567,8.6697,5.1683,0.0077,15.1318,15.0967,15.3907,14.6232
DB,1,3.8,-4.0766,8.6697,4.9979,0.0077,14.9316,14.9147,15.1747,14.4766
DB,1,3.82,-3.9965,8.6696,4.8235,0.0077,14.7314,14.7349,14.9625,14.3319
DB,1,3.84,-3.9164,8.6695,4.6353,0.0077,14.5311,14.5686,14.7676,14.198
DB,1,3.86,-3.8363,8.6694,4.4341,0.0077,14.3308,14.3645,14.5247,14.0398
DB,1,3.88,-3.7562,8.6692,4.2205,0.0077,14.1305,14.206,14.3392,13.9141
DB,1,3.9,-3.676,8.6691,3.9847,0.0077,13.93,14.0449,14.1517,13.7862
DB,1,3.92,-3.5958,8.6688,3.7207,0.0077,13.7295,13.8936,13.9759,13.6668
DB,1,3.94,-3.5155,8.6686,3.4322,0.0077,13.5289,13.7482,13.8077,13.5517
DB,1,3.96,-3.4352,8.6683,3.1061,0.0077,13.328,13.6079,13.6458,13.4409
DB,1,3.98,-3.3548,8.6679,2.7572,0.0077,13.127,13.4741,13.4919,13.3355
DB,1,4,-3.2743,8.6674,2.3974,0.0077,12.9258,13.3454,13.3442,13.234
DB,1,4.02,-3.1938,8.6668,2.0509,0.0077,12.7244,13.2366,13.2164,13.1523
DB,1,4.04,-3.1132,8.6662,1.7482,0.0077,12.523,13.1157,13.0795,13.0553
DB,1,4.06,-3.0326,8.6656,1.4748,0.0077,12.3215,12.9996,12.9489,12.9608
DB,1,4.08,-2.952,8.6651,1.2422,0.0077,12.1201,12.8895,12.8251,12.8714
DB,1,4.1,-2.8715,8.6645,1.059,0.0077,11.9187,12.7844,12.7073,12.7862
DB,1,4.12,-2.7909,8.664,0.9324,0.0077,11.7173,12.6824,12.5938,12.7019
DB,1,4.14,-2.7103,8.6634,0.8257,0.0077,11.5159,12.5831,12.4842,12.6188
DB,1,4.16,-2.6298,8.6628,0.7297,0.0077,11.3144,12.4857,12.3768,12.5353
DB,1,4.18,-2.5492,8.6622,0.644,0.0077,11.1129,12.388,12.2709,12.4508
DB,1,4.2,-2.4685,8.6615,0.5678,0.0077,10.9113,12.29,12.1663,12.3648
DB,1,4.22,-2.3878,8.6609,0.4999,0.0077,10.7095,12.1917,12.0625,12.2772
DB,1,4.24,-2.3071,8.6601,0.4395,0.0077,10.5077,12.0929,11.9592,12.1874
DB,1,4.26,-2.2263,8.6593,0.3858,0.0077,10.3057,11.9943,11.8567,12.0962
DB,1,4.28,-2.1454,8.6585,0.338,0.0078,10.1035,11.8987,11.7573,12.0076
DB,1,4.3,-2.0645,8.6575,0.2952,0.0078,9.9012,11.8087,11.6634,11.9249
DB,1,4.32,-1.9834,8.6565,0.257,0.0078,9.6986,11.7255,11.5757,11.8496
DB,1,4.34,-1.9023,8.6554,0.2226,0.0078,9.4959,11.6509,11.4963,11.7835
DB,1,4.36,-1.8212,8.6542,0.1916,0.0078,9.2929,11.5868,11.4275,11.7277
DB,1,4.38,-1.7399,8.653,0.1637,0.0078,9.0898,11.5373,11.3741,11.6853
DB,1,4.4,-1.6586,8.6516,0.1386,0.0078,8.8864,11.5052,11.3396,11.6581
DB,1,4.42,-1.5771,8.6502,0.1161,0.0078,8.6829,11.4777,11.3098,11.6348
DB,1,4.44,-1.4958,8.6488,0.096,0.0078,8.4795,11.4448,11.2741,11.6071
DB,1,4.46,-1.4144,8.6474,0.078,0.0079,8.2759,11.4039,11.2297,11.5729
DB,1,4.48,-1.3328,8.6459,0.062,0.0079,8.0721,11.3549,11.1763,11.5321
DB,1,4.5,-1.2512,8.6442,0.0478,0.0079,7.8679,11.2977,11.114,11.4848
DB,1,4.52,-1.1694,8.6424,0.0354,0.0079,7.6634,11.2321,11.0425,11.4298
DB,1,4.54,-1.0874,8.6405,0.0249,0.0079,7.4586,11.1586,10.9629,11.3671
DB,1,4.56,-1.0053,8.6384,0.0164,0.0079,7.2533,11.0791,10.8771,11.298
DB,1,4.58,-0.923,8.6361,0.0102,0.008,7.0476,10.9961,10.7879,11.2251
DB,1,4.6,-0.8407,8.6337,0.0062,0.008,6.8418,10.9098,10.6954,11.149
DB,1,4.62,-0.7584,8.6315,0.0041,0.008,6.636,10.8195,10.5989,11.0689
DB,1,4.64,-0.6762,8.6292,0.003,0.008,6.4305,10.7226,10.4953,10.9826
DB,1,4.66,-0.594,8.6271,0.0023,0.008,6.2251,10.6137,10.3792,10.8858
DB,1,4.68,-0.5118,8.6249,0.0019,0.0081,6.0196,10.4785,10.2349,10.7659
DB,1,4.7,-0.4296,8.6227,0.0016,0.0081,5.814,10.2405,9.9841,10.5497
DB,1,4.72,-0.3473,8.6203,0.0013,0.0081,5.6082,10.0801,9.8189,10.3981
DB,1,4.74,-0.2649,8.618,0.0011,0.0081,5.4023,10.0069,9.7442,10.3285
DB,1,4.76,-0.1825,8.6155,0.001,0.0081,5.1962,9.9553,9.6915,10.2792
DB,1,4.78,-0.0999,8.613,0.0009,0.0082,4.9898,9.9115,9.6469,10.2374
DB,1,4.8,-0.0172,8.6103,0.0008,0.0082,4.7831,9.8689,9.604,10.1951
DB,1,4.82,0.0656,8.6075,0.0007,0.0082,4.5761,9.7972,9.5294,10.1265
DB,1,4.84,0.1484,8.6046,0.0006,0.0083,4.3689,9.7391,9.4697,10.0716
DB,1,4.86,0.2315,8.6015,0.0005,0.0083,4.1613,9.6827,9.4119,10.0177
DB,1,4.88,0.3148,8.5983,0.0005,0.0083,3.9531,9.6264,9.3541,9.9643
DB,1,4.9,0.3982,8.5948,0.0004,0.0083,3.7445,9.5704,9.2962,9.9118
DB,0.6,3.44,-5.128,8.0586,7.9035,0.012,17.56,17.8465,18.952,16.849
DB,0.6,3.46,-5.048,8.0586,7.6597,0.012,17.3599,17.604,18.6518,16.6294
