spec_type,Mass,Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DB,0.5,19000,7.819,8.779,-1.709,9.32,10.384,10.488,10.566,10.654,10.952,11.049,11.132,10.871,10.928,11.02,11.109,11.183,11.217,11.247,11.244,11.191,11.214,11.232,11.243,10.156,10.315,10.661,10.958,11.244,10.343,10.663,10.966,11.202,11.374,10.463,10.312,10.606,10.476,10.38,10.632,10.288,10.022,55800000
DB,0.5,20000,7.814,8.545,-1.846,9.207,10.28,10.391,10.478,10.573,10.875,10.976,11.06,10.792,10.852,10.947,11.037,11.114,11.151,11.188,11.188,11.122,11.148,11.168,11.181,10.044,10.213,10.572,10.875,11.165,10.242,10.573,10.884,11.123,11.295,10.368,10.211,10.523,10.381,10.279,10.549,10.04,9.857,43820000
DB,0.5,21000,7.809,8.321,-1.991,9.114,10.194,10.313,10.407,10.509,10.815,10.919,11.002,10.73,10.791,10.89,10.979,11.057,11.095,11.136,11.138,11.065,11.092,11.113,11.129,9.951,10.129,10.5,10.809,11.103,10.16,10.501,10.818,11.061,11.233,10.291,10.129,10.457,10.304,10.198,10.483,9.823,9.719,34970000
DB,0.5,22000,7.805,8.108,-2.151,9.049,10.134,10.259,10.358,10.465,10.773,10.878,10.962,10.687,10.75,10.85,10.939,11.016,11.053,11.095,11.099,11.023,11.05,11.071,11.087,9.886,10.071,10.45,10.764,11.06,10.102,10.451,10.772,11.017,11.19,10.237,10.071,10.411,10.25,10.141,10.437,9.662,9.621,28440000
DB,0.5,23000,7.8,7.903,-2.32,9.007,10.094,10.223,10.324,10.434,10.744,10.85,10.932,10.658,10.721,10.821,10.909,10.984,11.02,11.062,11.066,10.992,11.017,11.038,11.053,9.844,10.032,10.416,10.733,11.03,10.064,10.417,10.741,10.987,11.161,10.201,10.033,10.38,10.214,10.103,10.406,9.55,9.56,23560000
DB,0.5,24000,7.795,7.706,-2.483,8.966,10.055,10.189,10.292,10.405,10.716,10.821,10.902,10.629,10.693,10.792,10.879,10.952,10.987,11.028,11.034,10.96,10.984,11.004,11.02,9.804,9.995,10.383,10.702,11.001,10.027,10.385,10.711,10.958,11.132,10.167,9.997,10.35,10.179,10.067,10.376,9.439,9.501,19860000
DB,0.5,25000,7.791,7.517,-2.628,8.911,10.004,10.144,10.251,10.367,10.68,10.784,10.866,10.592,10.657,10.756,10.843,10.915,10.949,10.99,10.996,10.922,10.946,10.966,10.981,9.749,9.946,10.341,10.663,10.964,9.98,10.343,10.672,10.921,11.095,10.122,9.949,10.31,10.134,10.019,10.336,9.302,9.421,17010000
DB,0.5,26000,7.786,7.335,-2.756,8.842,9.942,10.09,10.2,10.32,10.637,10.742,10.824,10.548,10.614,10.713,10.801,10.872,10.906,10.948,10.955,10.88,10.903,10.923,10.939,9.68,9.886,10.29,10.616,10.918,9.921,10.292,10.625,10.875,11.051,10.067,9.89,10.263,10.079,9.961,10.289,9.155,9.323,14740000
DB,0.5,27000,7.781,7.159,-2.872,8.765,9.872,10.031,10.144,10.269,10.591,10.697,10.779,10.501,10.568,10.668,10.756,10.828,10.862,10.905,10.913,10.835,10.859,10.879,10.895,9.603,9.82,10.233,10.563,10.869,9.856,10.235,10.572,10.825,11.002,10.006,9.824,10.21,10.018,9.896,10.236,9.013,9.217,12900000
DB,0.5,28000,7.776,6.989,-2.98,8.683,9.8,9.968,10.085,10.215,10.543,10.65,10.733,10.45,10.52,10.621,10.71,10.782,10.816,10.861,10.87,10.789,10.813,10.834,10.85,9.522,9.751,10.173,10.508,10.816,9.789,10.175,10.517,10.772,10.951,9.942,9.755,10.154,9.954,9.828,10.181,8.878,9.109,11390000
DB,0.5,29000,7.771,6.824,-3.082,8.601,9.728,9.906,10.026,10.161,10.493,10.602,10.687,10.399,10.471,10.573,10.664,10.736,10.771,10.817,10.827,10.744,10.768,10.788,10.806,9.44,9.682,10.112,10.452,10.763,9.722,10.115,10.461,10.719,10.899,9.877,9.687,10.098,9.889,9.76,10.124,8.747,9.003,10120000
DB,0.5,30000,7.766,6.664,-3.18,8.519,9.657,9.844,9.966,10.105,10.443,10.554,10.64,10.348,10.421,10.525,10.617,10.69,10.725,10.773,10.786,10.698,10.722,10.744,10.761,9.358,9.614,10.052,10.395,10.709,9.656,10.055,10.404,10.664,10.846,9.813,9.618,10.041,9.825,9.692,10.068,8.62,8.9,9034000
DB,0.5,31000,7.761,6.509,-3.274,8.439,9.587,9.783,9.907,10.05,10.393,10.505,10.593,10.296,10.371,10.476,10.57,10.645,10.68,10.73,10.745,10.652,10.677,10.699,10.717,9.278,9.547,9.992,10.339,10.655,9.59,9.995,10.348,10.61,10.793,9.75,9.551,9.985,9.762,9.626,10.011,8.496,8.799,8109000
DB,0.5,32000,7.756,6.359,-3.364,8.36,9.518,9.722,9.848,9.995,10.343,10.457,10.546,10.244,10.321,10.428,10.523,10.599,10.635,10.687,10.704,10.607,10.632,10.654,10.674,9.2,9.481,9.933,10.283,10.601,9.526,9.936,10.292,10.556,10.741,9.688,9.484,9.928,9.699,9.56,9.955,8.375,8.7,7306000
DB,0.5,33000,7.751,6.212,-3.45,8.283,9.45,9.662,9.79,9.94,10.294,10.409,10.499,10.193,10.271,10.379,10.476,10.553,10.591,10.644,10.665,10.561,10.588,10.61,10.63,9.122,9.416,9.874,10.227,10.548,9.462,9.877,10.236,10.502,10.688,9.626,9.418,9.872,9.637,9.495,9.899,8.256,8.603,6607000
DB,0.5,34000,7.746,6.07,-3.532,8.205,9.382,9.601,9.732,9.886,10.244,10.36,10.452,10.142,10.221,10.331,10.429,10.508,10.546,10.602,10.627,10.516,10.543,10.566,10.587,9.045,9.351,9.815,10.171,10.494,9.398,9.819,10.18,10.448,10.636,9.564,9.353,9.817,9.575,9.43,9.843,8.138,8.507,5994000
DB,0.5,35000,7.741,5.931,-3.611,8.13,9.316,9.542,9.674,9.831,10.194,10.312,10.405,10.091,10.172,10.283,10.382,10.462,10.502,10.561,10.589,10.471,10.498,10.522,10.544,8.969,9.287,9.757,10.116,10.441,9.335,9.76,10.125,10.394,10.584,9.503,9.288,9.761,9.514,9.366,9.788,8.02,8.412,5451000
DB,0.5,36000,7.735,5.795,-3.687,8.055,9.249,9.482,9.617,9.777,10.144,10.264,10.358,10.039,10.122,10.234,10.335,10.417,10.457,10.52,10.552,10.426,10.454,10.479,10.502,8.894,9.223,9.699,10.06,10.388,9.273,9.703,10.07,10.341,10.532,9.442,9.224,9.706,9.453,9.303,9.732,7.903,8.319,4965000
DB,0.5,37000,7.73,5.663,-3.76,7.98,9.183,9.423,9.559,9.722,10.094,10.215,10.311,9.988,10.072,10.186,10.288,10.372,10.413,10.48,10.515,10.38,10.41,10.436,10.46,8.82,9.159,9.641,10.005,10.334,9.21,9.644,10.014,10.287,10.48,9.381,9.159,9.65,9.391,9.239,9.677,7.786,8.226,4530000
DB,0.5,38000,7.724,5.533,-3.829,7.905,9.116,9.362,9.501,9.667,10.043,10.166,10.263,9.936,10.021,10.137,10.241,10.326,10.369,10.44,10.478,10.335,10.365,10.392,10.418,8.745,9.095,9.582,9.949,10.28,9.147,9.586,9.959,10.233,10.427,9.319,9.094,9.594,9.33,9.175,9.621,7.666,8.132,4136000
DB,0.5,39000,7.719,5.407,-3.895,7.829,9.049,9.301,9.442,9.611,9.992,10.116,10.215,9.883,9.97,10.087,10.193,10.28,10.324,10.399,10.44,10.289,10.32,10.349,10.376,8.669,9.03,9.523,9.892,10.226,9.083,9.527,9.902,10.178,10.373,9.257,9.029,9.537,9.267,9.11,9.564,7.545,8.037,3776000
DB,0.5,40000,7.713,5.283,-3.956,7.752,8.981,9.239,9.382,9.555,9.94,10.066,10.166,9.83,9.918,10.036,10.144,10.233,10.279,10.359,10.401,10.243,10.275,10.305,10.334,8.593,8.964,9.462,9.834,10.17,9.018,9.466,9.844,10.122,10.319,9.194,8.962,9.479,9.204,9.044,9.506,7.421,7.941,3448000
DB,0.5,42500,7.699,4.984,-4.097,7.554,8.806,9.081,9.229,9.408,9.805,9.935,10.04,9.692,9.784,9.905,10.018,10.112,10.16,10.235,10.256,10.122,10.156,10.187,10.215,8.395,8.795,9.308,9.686,10.027,8.853,9.312,9.696,9.978,10.179,9.032,8.791,9.331,9.042,8.875,9.358,7.112,7.693,2748000
DB,0.5,45000,7.685,4.7,-4.191,7.317,8.596,8.891,9.046,9.237,9.649,9.785,9.895,9.532,9.628,9.755,9.874,9.973,10.023,10.09,10.089,9.984,10.019,10.049,10.076,8.158,8.593,9.124,9.511,9.859,8.654,9.128,9.521,9.809,10.015,8.838,8.586,9.157,8.847,8.672,9.184,6.794,7.404,2176000
DB,0.5,47500,7.67,4.427,-4.212,7.008,8.323,8.639,8.791,8.983,9.409,9.543,9.655,9.295,9.388,9.513,9.633,9.727,9.772,9.827,9.826,9.737,9.769,9.795,9.816,7.849,8.329,8.869,9.256,9.609,8.397,8.874,9.266,9.557,9.774,8.577,8.315,8.904,8.585,8.405,8.932,6.535,7.112,1702000
DB,0.5,50000,7.654,4.165,-4.359,6.876,8.201,8.524,8.672,8.864,9.292,9.421,9.532,9.178,9.27,9.392,9.51,9.604,9.65,9.715,9.728,9.614,9.646,9.675,9.7,7.716,8.21,8.751,9.137,9.491,8.279,8.756,9.147,9.438,9.657,8.458,8.194,8.786,8.466,8.284,8.813,6.414,6.988,1308000
DB,0.5,52500,7.638,3.912,-4.536,6.791,8.121,8.448,8.596,8.79,9.218,9.348,9.459,9.104,9.197,9.318,9.437,9.53,9.577,9.643,9.657,9.54,9.573,9.602,9.627,7.632,8.131,8.675,9.061,9.416,8.201,8.68,9.072,9.363,9.584,8.38,8.115,8.71,8.388,8.206,8.737,6.321,6.901,980200
DB,0.5,55000,7.621,3.669,-4.71,6.716,8.048,8.379,8.527,8.721,9.151,9.281,9.391,9.037,9.13,9.251,9.369,9.463,9.509,9.575,9.589,9.473,9.506,9.534,9.559,7.557,8.06,8.606,8.993,9.348,8.13,8.611,9.003,9.295,9.516,8.31,8.043,8.642,8.318,8.134,8.669,6.235,6.821,714000
DB,0.5,57500,7.605,3.436,-4.876,6.644,7.979,8.312,8.461,8.656,9.087,9.216,9.327,8.972,9.065,9.187,9.305,9.398,9.444,9.511,9.524,9.408,9.441,9.469,9.494,7.485,7.991,8.539,8.927,9.283,8.062,8.545,8.938,9.23,9.452,8.243,7.975,8.576,8.25,8.066,8.603,6.152,6.745,508300
DB,0.5,60000,7.59,3.212,-5.035,6.575,7.912,8.247,8.397,8.593,9.024,9.153,9.264,8.909,9.003,9.124,9.242,9.335,9.382,9.448,9.46,9.345,9.378,9.407,9.432,7.416,7.925,8.475,8.864,9.22,7.996,8.48,8.874,9.167,9.388,8.177,7.908,8.512,8.185,7.999,8.54,6.071,6.67,353200
DB,0.5,65000,7.562,2.795,-5.327,6.441,7.781,8.122,8.272,8.47,8.903,9.033,9.144,8.787,8.882,9.003,9.122,9.215,9.262,9.328,9.338,9.225,9.258,9.287,9.312,7.283,7.796,8.35,8.741,9.098,7.868,8.355,8.751,9.045,9.266,8.05,7.779,8.389,8.058,7.871,8.416,5.911,6.524,158000
DB,0.5,70000,7.539,2.417,-5.589,6.318,7.662,8.006,8.158,8.359,8.793,8.924,9.035,8.676,8.772,8.894,9.014,9.108,9.156,9.222,9.228,9.118,9.152,9.181,9.207,7.16,7.677,8.236,8.628,8.987,7.75,8.241,8.639,8.934,9.155,7.933,7.661,8.276,7.941,7.753,8.303,5.76,6.388,0
DB,0.5,75000,7.524,2.079,-5.826,6.21,7.556,7.905,8.058,8.261,8.698,8.83,8.943,8.58,8.676,8.8,8.921,9.016,9.065,9.131,9.132,9.027,9.061,9.091,9.116,7.052,7.573,8.135,8.53,8.89,7.646,8.141,8.54,8.836,9.058,7.831,7.556,8.177,7.838,7.649,8.205,5.624,6.266,0
DB,0.5,80000,7.487,1.707,-6.043,6.049,7.398,7.75,7.906,8.11,8.55,8.684,8.798,8.431,8.529,8.654,8.776,8.873,8.922,8.985,8.979,8.884,8.918,8.948,8.972,6.891,7.416,7.982,8.379,8.74,7.489,7.987,8.389,8.686,8.909,7.676,7.399,8.026,7.683,7.492,8.053,5.436,6.092,0
DB,0.5,85000,7.439,1.324,-6.243,5.859,7.211,7.567,7.724,7.931,8.374,8.509,8.624,8.253,8.353,8.479,8.603,8.701,8.75,8.808,8.793,8.712,8.746,8.775,8.798,6.701,7.23,7.8,8.199,8.561,7.304,7.806,8.21,8.508,8.731,7.492,7.213,7.846,7.499,7.306,7.873,5.22,5.889,0
DB,0.5,90000,7.391,0.955,-6.429,5.67,7.025,7.384,7.543,7.753,8.198,8.335,8.452,8.077,8.177,8.306,8.43,8.528,8.576,8.627,8.604,8.539,8.572,8.6,8.62,6.512,7.045,7.619,8.02,8.384,7.119,7.624,8.03,8.33,8.553,7.308,7.028,7.666,7.316,7.122,7.694,5.007,5.688,0
DB,0.5,100000,7.291,0.247,-6.763,5.284,6.645,7.01,7.173,7.386,7.837,7.976,8.092,7.714,7.816,7.946,8.07,8.166,8.209,8.243,8.206,8.176,8.206,8.229,8.243,6.126,6.667,7.247,7.652,8.019,6.741,7.253,7.663,7.965,8.189,6.933,6.649,7.299,6.94,6.743,7.326,4.574,5.278,0
DB,0.5,110000,7.187,-0.426,-7.047,4.883,6.25,6.621,6.786,7.003,7.454,7.592,7.704,7.331,7.433,7.562,7.682,7.77,7.807,7.822,7.773,7.779,7.804,7.822,7.829,5.726,6.273,6.86,7.268,7.636,6.349,6.866,7.279,7.582,7.806,6.543,6.256,6.914,6.55,6.351,6.941,4.13,4.856,0
DB,0.5,120000,7.081,-1.07,-7.271,4.457,5.827,6.2,6.366,6.582,7.026,7.159,7.265,6.906,7.005,7.129,7.242,7.321,7.35,7.346,7.289,7.329,7.348,7.36,7.36,5.3,5.851,6.44,6.848,7.214,5.926,6.445,6.859,7.16,7.382,6.121,5.833,6.493,6.128,5.928,6.521,3.67,4.412,0
DB,0.2,3250,7.163,15.804,-0.889,18.751,18.113,16.693,15.792,14.927,13.996,13.791,14.092,14.36,13.947,13.762,14.082,14.483,14.623,14.391,13.896,14.525,14.616,14.646,14.576,19.596,17.467,16.144,15.535,15.173,17.257,16.126,15.522,15.217,15.056,16.01,16.892,15.113,16.035,16.9,15.121,34.079,24.566,3882000000
DB,0.2,3500,7.162,15.479,-0.701,17.964,17.468,16.18,15.367,14.58,13.76,13.589,13.863,14.082,13.714,13.561,13.852,14.222,14.365,14.148,13.682,14.262,14.359,14.388,14.32,18.808,16.878,15.691,15.16,14.856,16.688,15.676,15.149,14.891,14.76,15.596,16.379,14.751,15.619,16.389,14.76,32.292,23.429,3397000000
DB,0.2,3750,7.161,15.176,-0.588,17.351,16.959,15.763,15.009,14.274,13.532,13.365,13.604,13.825,13.487,13.338,13.592,13.922,14.057,13.855,13.42,13.959,14.051,14.078,14.013,18.193,16.407,15.315,14.837,14.571,16.232,15.301,14.826,14.601,14.491,15.242,15.959,14.436,15.264,15.97,14.446,30.854,22.539,2992000000
DB,0.2,4000,7.159,14.891,-0.434,16.652,16.395,15.325,14.653,13.994,13.354,13.213,13.434,13.611,13.311,13.185,13.421,13.732,13.853,13.653,13.236,13.767,13.848,13.867,13.802,17.492,15.893,14.934,14.531,14.32,15.738,14.923,14.522,14.342,14.26,14.888,15.513,14.14,14.909,15.527,14.152,29.304,21.521,2640000000
DB,0.2,4250,7.156,14.622,-0.334,16.081,15.93,14.956,14.346,13.744,13.18,13.04,13.235,13.41,13.139,13.014,13.221,13.507,13.616,13.425,13.022,13.538,13.611,13.627,13.565,16.919,15.467,14.608,14.262,14.091,15.327,14.6,14.255,14.107,14.047,14.578,15.135,13.878,14.598,15.15,13.89,27.999,20.684,2334000000
DB,0.2,4500,7.154,14.367,-0.258,15.567,15.512,14.625,14.069,13.519,13.02,12.874,13.034,13.228,12.98,12.849,13.019,13.281,13.379,13.191,12.8,13.31,13.375,13.386,13.324,16.403,15.083,14.315,14.019,13.884,14.957,14.308,14.013,13.896,13.854,14.295,14.793,13.641,14.315,14.81,13.654,26.789,19.921,2063000000
DB,0.2,4750,7.15,14.123,-0.201,15.106,15.135,14.323,13.815,13.31,12.868,12.711,12.828,13.057,12.828,12.688,12.811,13.05,13.132,12.947,12.567,13.075,13.129,13.135,13.074,15.94,14.736,14.048,13.795,13.692,14.622,14.043,13.791,13.699,13.674,14.034,14.48,13.421,14.053,14.499,13.436,25.708,19.236,1810000000
DB,0.2,5000,7.145,13.888,-0.157,14.684,14.789,14.045,13.579,13.115,12.724,12.56,12.629,12.896,12.685,12.537,12.61,12.818,12.889,12.705,12.335,12.84,12.887,12.888,12.828,15.517,14.416,13.8,13.587,13.512,14.313,13.796,13.583,13.515,13.505,13.789,14.19,13.216,13.808,14.211,13.231,24.714,18.61,1571000000
DB,0.2,5250,7.14,13.662,-0.126,14.292,14.468,13.788,13.359,12.932,12.586,12.418,12.439,12.744,12.549,12.397,12.417,12.583,12.644,12.459,12.113,12.603,12.642,12.639,12.578,15.124,14.12,13.57,13.392,13.343,14.026,13.567,13.389,13.342,13.345,13.559,13.919,13.025,13.578,13.941,13.041,23.773,18.02,1350000000
DB,0.2,5500,7.132,13.442,-0.102,13.927,14.167,13.544,13.15,12.758,12.455,12.288,12.269,12.598,12.418,12.267,12.244,12.353,12.4,12.217,11.93,12.368,12.398,12.392,12.331,14.758,13.841,13.352,13.207,13.181,13.757,13.35,13.205,13.177,13.193,13.34,13.662,12.842,13.359,13.687,12.858,22.89,17.473,1149000000
DB,0.2,5750,7.124,13.229,-0.087,13.585,13.886,13.316,12.953,12.592,12.329,12.168,12.122,12.458,12.292,12.147,12.095,12.141,12.168,12,11.792,12.15,12.167,12.156,12.097,14.416,13.579,13.147,13.031,13.026,13.504,13.145,13.03,13.02,13.046,13.132,13.42,12.668,13.151,13.446,12.685,22.062,16.961,979300000
DB,0.2,6000,7.116,13.023,-0.077,13.269,13.623,13.1,12.766,12.434,12.207,12.056,11.998,12.324,12.172,12.035,11.969,11.963,11.966,11.825,11.69,11.965,11.966,11.949,11.898,14.099,13.334,12.952,12.864,12.878,13.266,12.951,12.863,12.869,12.906,12.935,13.192,12.503,12.953,13.22,12.52,21.289,16.486,844900000
DB,0.2,6250,7.109,12.829,-0.073,12.976,13.381,12.902,12.594,12.29,12.097,11.958,11.896,12.201,12.062,11.937,11.866,11.827,11.809,11.697,11.622,11.823,11.81,11.79,11.747,13.806,13.109,12.774,12.711,12.744,13.047,12.773,12.711,12.732,12.778,12.752,12.981,12.351,12.77,13.011,12.369,20.558,16.045,744200000
DB,0.2,6500,7.103,12.644,-0.075,12.707,13.157,12.719,12.434,12.155,11.994,11.867,11.807,12.087,11.96,11.845,11.777,11.72,11.691,11.605,11.564,11.714,11.692,11.671,11.637,13.536,12.9,12.608,12.568,12.617,12.845,12.608,12.569,12.604,12.659,12.582,12.785,12.21,12.599,12.816,12.228,19.874,15.636,660000000
DB,0.2,6750,7.098,12.466,-0.081,12.458,12.949,12.547,12.283,12.026,11.893,11.777,11.722,11.976,11.859,11.756,11.693,11.63,11.597,11.527,11.504,11.623,11.598,11.578,11.55,13.288,12.705,12.451,12.432,12.496,12.656,12.452,12.433,12.48,12.543,12.42,12.601,12.075,12.438,12.634,12.094,19.241,15.261,586200000
DB,0.2,7000,7.091,12.292,-0.092,12.226,12.754,12.384,12.14,11.902,11.796,11.692,11.643,11.869,11.763,11.67,11.614,11.553,11.519,11.464,11.455,11.545,11.521,11.502,11.481,13.056,12.522,12.303,12.303,12.38,12.478,12.304,12.304,12.363,12.432,12.267,12.427,11.946,12.285,12.461,11.965,18.649,14.913,520000000
DB,0.2,7500,7.078,11.96,-0.123,11.799,12.394,12.083,11.873,11.673,11.614,11.532,11.497,11.67,11.582,11.509,11.468,11.419,11.392,11.376,11.408,11.412,11.393,11.382,11.373,12.628,12.183,12.028,12.062,12.163,12.149,12.03,12.064,12.143,12.225,11.982,12.104,11.707,11.999,12.142,11.726,17.547,14.268,405400000
DB,0.2,8000,7.064,11.645,-0.169,11.418,12.073,11.814,11.634,11.465,11.447,11.383,11.361,11.488,11.416,11.359,11.333,11.297,11.28,11.284,11.311,11.293,11.28,11.275,11.274,12.248,11.881,11.781,11.844,11.966,11.854,11.783,11.847,11.943,12.037,11.724,11.814,11.49,11.74,11.855,11.51,16.569,13.694,310100000
DB,0.2,8500,7.049,11.343,-0.232,11.081,11.788,11.575,11.42,11.279,11.296,11.248,11.239,11.324,11.265,11.224,11.212,11.194,11.19,11.21,11.205,11.192,11.189,11.194,11.203,11.911,11.613,11.562,11.65,11.79,11.593,11.565,11.653,11.764,11.867,11.493,11.556,11.296,11.51,11.599,11.317,15.748,13.189,229800000
DB,0.2,9000,7.031,11.05,-0.299,10.765,11.519,11.349,11.218,11.102,11.151,11.118,11.12,11.167,11.121,11.094,11.093,11.086,11.089,11.11,11.1,11.086,11.088,11.096,11.106,11.595,11.359,11.354,11.465,11.622,11.347,11.357,11.469,11.594,11.706,11.274,11.311,11.112,11.29,11.357,11.133,14.981,12.717,161900000
DB,0.2,9500,7.011,10.764,-0.371,10.471,11.269,11.136,11.026,10.933,11.011,10.991,11.002,11.017,10.981,10.966,10.976,10.979,10.987,11.007,10.993,10.98,10.985,10.995,11.005,11.301,11.122,11.158,11.289,11.461,11.115,11.161,11.294,11.431,11.551,11.067,11.08,10.937,11.082,11.129,10.959,14.309,12.285,105000000
DB,0.2,10000,6.99,10.489,-0.448,10.2,11.037,10.937,10.847,10.774,10.877,10.869,10.889,10.874,10.848,10.844,10.863,10.875,10.886,10.904,10.889,10.876,10.884,10.895,10.903,11.031,10.901,10.974,11.124,11.308,10.9,10.977,11.129,11.277,11.404,10.872,10.865,10.771,10.888,10.916,10.794,13.716,11.893,60670000
DB,0.2,11000,6.962,10.007,-0.604,9.757,10.656,10.611,10.552,10.513,10.658,10.669,10.702,10.639,10.63,10.643,10.677,10.704,10.722,10.738,10.724,10.707,10.72,10.733,10.739,10.589,10.54,10.673,10.853,11.059,10.547,10.677,10.858,11.025,11.163,10.552,10.512,10.501,10.567,10.566,10.524,12.741,11.244,18730000
DB,0.2,12000,6.945,9.586,-0.761,9.403,10.349,10.347,10.316,10.306,10.488,10.517,10.563,10.456,10.462,10.491,10.538,10.574,10.593,10.605,10.593,10.579,10.591,10.602,10.606,10.235,10.247,10.431,10.637,10.862,10.262,10.435,10.644,10.826,10.974,10.294,10.226,10.286,10.308,10.284,10.309,11.964,10.724,7338000
DB,0.2,13000,6.932,9.204,-0.91,9.104,10.082,10.114,10.106,10.121,10.335,10.379,10.435,10.291,10.309,10.352,10.41,10.453,10.472,10.483,10.473,10.458,10.47,10.48,10.484,9.938,9.991,10.216,10.445,10.686,10.011,10.22,10.452,10.648,10.804,10.065,9.975,10.093,10.079,10.036,10.117,11.318,10.292,3472000
DB,0.2,14000,6.92,8.853,-1.048,8.848,9.845,9.9,9.913,9.949,10.191,10.248,10.312,10.136,10.166,10.221,10.287,10.336,10.355,10.366,10.354,10.34,10.353,10.362,10.367,9.682,9.761,10.019,10.268,10.521,9.784,10.023,10.275,10.482,10.644,9.856,9.75,9.915,9.87,9.812,9.94,10.772,9.927,1912000
DB,0.2,15000,6.909,8.527,-1.177,8.626,9.632,9.704,9.735,9.789,10.052,10.121,10.191,9.987,10.027,10.093,10.167,10.219,10.238,10.246,10.227,10.224,10.236,10.245,10.249,9.461,9.552,9.837,10.102,10.366,9.577,9.841,10.11,10.326,10.492,9.665,9.546,9.75,9.678,9.609,9.774,10.303,9.614,1175000
DB,0.2,16000,6.9,8.222,-1.304,8.434,9.444,9.526,9.574,9.643,9.921,10.001,10.075,9.847,9.897,9.973,10.052,10.106,10.124,10.132,10.113,10.11,10.122,10.132,10.135,9.27,9.366,9.673,9.952,10.224,9.393,9.676,9.96,10.183,10.35,9.493,9.365,9.599,9.506,9.428,9.624,9.893,9.341,771800
DB,0.2,17000,6.891,7.937,-1.434,8.267,9.28,9.371,9.433,9.514,9.801,9.89,9.968,9.72,9.778,9.862,9.944,10.002,10.022,10.036,10.023,10.007,10.02,10.031,10.036,9.105,9.204,9.53,9.82,10.097,9.231,9.532,9.828,10.056,10.222,9.342,9.206,9.467,9.356,9.27,9.492,9.53,9.1,527100
DB,0.2,18000,6.882,7.668,-1.571,8.123,9.139,9.239,9.313,9.405,9.697,9.794,9.873,9.611,9.674,9.766,9.85,9.911,9.934,9.956,9.949,9.917,9.932,9.945,9.953,8.961,9.065,9.408,9.708,9.989,9.093,9.41,9.717,9.949,10.112,9.214,9.071,9.354,9.227,9.135,9.38,9.21,8.888,367900
DB,0.2,19000,6.874,7.413,-1.717,8.002,9.021,9.131,9.215,9.317,9.613,9.715,9.795,9.523,9.59,9.687,9.772,9.836,9.86,9.887,9.884,9.841,9.858,9.872,9.882,8.84,8.95,9.308,9.618,9.903,8.979,9.311,9.627,9.863,10.024,9.108,8.959,9.263,9.122,9.024,9.289,8.929,8.706,261300
DB,0.2,20000,6.867,7.171,-1.882,7.914,8.935,9.053,9.146,9.256,9.554,9.658,9.736,9.462,9.531,9.629,9.713,9.775,9.801,9.831,9.83,9.781,9.798,9.813,9.825,8.753,8.866,9.238,9.555,9.843,8.897,9.24,9.563,9.803,9.963,9.032,8.877,9.2,9.046,8.943,9.225,8.702,8.571,188600
DB,0.2,21000,6.859,6.94,-2.073,7.871,8.89,9.012,9.109,9.222,9.52,9.621,9.697,9.427,9.497,9.593,9.673,9.733,9.758,9.79,9.79,9.739,9.756,9.771,9.783,8.71,8.821,9.2,9.52,9.809,8.852,9.202,9.529,9.77,9.929,8.992,8.835,9.165,9.005,8.9,9.191,8.582,8.508,138200
DB,0.2,22000,6.851,6.717,-2.253,7.824,8.841,8.969,9.069,9.184,9.481,9.579,9.652,9.389,9.458,9.551,9.629,9.687,9.713,9.747,9.748,9.692,9.71,9.726,9.739,8.664,8.774,9.159,9.481,9.771,8.806,9.161,9.49,9.732,9.89,8.948,8.79,9.126,8.962,8.855,9.152,8.447,8.445,102800
DB,0.2,23000,6.842,6.502,-2.411,7.753,8.775,8.912,9.014,9.131,9.428,9.523,9.596,9.337,9.405,9.495,9.572,9.631,9.658,9.695,9.697,9.637,9.656,9.673,9.687,8.593,8.711,9.104,9.428,9.718,8.745,9.106,9.437,9.679,9.838,8.889,8.728,9.072,8.903,8.793,9.098,8.267,8.346,0
DB,0.2,24000,6.833,6.294,-2.538,7.646,8.682,8.832,8.937,9.058,9.359,9.455,9.529,9.268,9.336,9.427,9.506,9.568,9.597,9.635,9.639,9.574,9.594,9.612,9.627,8.486,8.623,9.026,9.354,9.646,8.658,9.029,9.363,9.607,9.768,8.806,8.639,8.998,8.819,8.706,9.024,8.086,8.205,0
DB,0.2,25000,6.823,6.094,-2.655,7.534,8.586,8.749,8.856,8.983,9.29,9.389,9.465,9.197,9.267,9.36,9.442,9.506,9.536,9.576,9.58,9.512,9.533,9.552,9.567,8.375,8.531,8.944,9.277,9.573,8.569,8.948,9.286,9.532,9.696,8.72,8.547,8.921,8.733,8.615,8.947,7.918,8.064,0
DB,0.2,26000,6.814,5.901,-2.769,7.429,8.495,8.67,8.779,8.91,9.224,9.325,9.403,9.129,9.202,9.296,9.38,9.445,9.476,9.518,9.523,9.452,9.474,9.493,9.508,8.269,8.444,8.867,9.203,9.502,8.484,8.87,9.213,9.461,9.627,8.638,8.46,8.847,8.651,8.528,8.873,7.757,7.932,0
