spec_type,Mass,Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DA,0.3,10500,7.327,10.681,-0.376,10.707,11.223,11.057,0.02012672108331,11.024,11.111,11.111,11.152,11.119,11.091,11.085,11.122,11.139,11.155,11.172,11.176,11.142,11.157,11.162,11.168,11.556,11.048,11.172,11.355,11.577,11.033,11.173,11.361,11.544,11.676,11.064,11.063,11.021,11.082,11.102,11.044,13.708,11.916,236600000
DA,0.3,11000,7.319,10.459,-0.456,10.554,11.063,10.915,0.020312634592793,10.928,11.036,11.05,11.092,11.035,11.017,11.023,11.062,11.078,11.094,11.112,11.118,11.081,11.095,11.1,11.107,11.405,10.893,11.049,11.252,11.488,10.88,11.049,11.259,11.455,11.591,10.933,10.917,10.92,10.951,10.957,10.942,12.838,11.663,200500000
DA,0.3,11500,7.312,10.247,-0.56,10.432,10.938,10.807,0.020490659926427,10.855,10.978,10.999,11.041,10.97,10.959,10.972,11.011,11.027,11.042,11.061,11.07,11.03,11.043,11.048,11.056,11.282,10.772,10.955,11.174,11.42,10.761,10.955,11.181,11.386,11.526,10.831,10.804,10.842,10.849,10.844,10.865,12.143,11.451,169900000
DA,0.3,12000,7.305,10.044,-0.674,10.323,10.831,10.718,0.020662798198534,10.793,10.926,10.952,10.993,10.913,10.907,10.925,10.964,10.98,10.995,11.016,11.025,10.982,10.996,11.001,11.009,11.174,10.67,10.877,11.108,11.361,10.662,10.877,11.116,11.326,11.468,10.746,10.709,10.776,10.764,10.749,10.799,11.62,11.27,143600000
DA,0.3,12500,7.297,9.848,-0.779,10.201,10.72,10.627,0.020841626096803,10.724,10.868,10.9,10.942,10.851,10.85,10.873,10.913,10.93,10.946,10.969,10.979,10.933,10.948,10.953,10.962,11.051,10.565,10.794,11.037,11.295,10.56,10.795,11.045,11.259,11.404,10.656,10.609,10.704,10.674,10.65,10.727,11.27,11.087,120800000
DA,0.3,13000,7.289,9.658,-0.877,10.067,10.607,10.534,0.021031242048108,10.65,10.807,10.843,10.888,10.784,10.788,10.816,10.858,10.879,10.896,10.92,10.932,10.882,10.897,10.904,10.913,10.918,10.459,10.708,10.96,11.224,10.457,10.709,10.968,11.188,11.335,10.562,10.506,10.626,10.58,10.549,10.65,11.001,10.907,101300000
DA,0.3,13500,7.281,9.474,-0.973,9.933,10.499,10.447,0.021226778559823,10.577,10.745,10.786,10.833,10.717,10.726,10.759,10.804,10.827,10.845,10.871,10.883,10.83,10.846,10.854,10.863,10.784,10.358,10.624,10.885,11.153,10.359,10.625,10.893,11.116,11.266,10.472,10.407,10.55,10.49,10.451,10.573,10.766,10.736,84600000
DA,0.3,14000,7.273,9.295,-1.068,9.803,10.395,10.363,0.021433621391007,10.505,10.683,10.729,10.778,10.651,10.664,10.702,10.749,10.775,10.794,10.822,10.835,10.778,10.795,10.803,10.814,10.654,10.262,10.543,10.811,11.083,10.267,10.544,10.819,11.046,11.197,10.385,10.312,10.475,10.403,10.357,10.499,10.551,10.571,70450000
DA,0.3,14500,7.264,9.121,-1.161,9.676,10.297,10.282,0.021647892461126,10.434,10.622,10.672,10.723,10.586,10.604,10.645,10.695,10.723,10.743,10.773,10.787,10.727,10.744,10.753,10.764,10.527,10.169,10.464,10.738,11.014,10.177,10.466,10.747,10.977,11.13,10.301,10.221,10.401,10.318,10.266,10.425,10.352,10.41,58420000
DA,0.3,15000,7.255,8.952,-1.251,9.553,10.201,10.203,0.021865988139517,10.364,10.562,10.616,10.669,10.522,10.543,10.588,10.64,10.671,10.692,10.724,10.739,10.675,10.693,10.703,10.715,10.403,10.08,10.387,10.667,10.947,10.09,10.389,10.675,10.908,11.064,10.219,10.131,10.329,10.236,10.178,10.353,10.163,10.255,48180000
DA,0.3,15500,7.247,8.788,-1.338,9.433,10.109,10.126,0.022084533502395,10.296,10.503,10.559,10.615,10.459,10.484,10.532,10.586,10.619,10.642,10.675,10.69,10.624,10.642,10.653,10.665,10.283,9.993,10.312,10.597,10.88,10.006,10.314,10.605,10.841,10.999,10.139,10.044,10.258,10.155,10.093,10.283,9.983,10.106,39450000
DA,0.3,16000,7.238,8.628,-1.423,9.317,10.02,10.05,0.022310621116858,10.228,10.444,10.504,10.561,10.397,10.425,10.476,10.533,10.568,10.591,10.626,10.643,10.573,10.592,10.603,10.616,10.167,9.909,10.238,10.528,10.814,9.925,10.241,10.537,10.774,10.934,10.06,9.96,10.189,10.077,10.009,10.213,9.81,9.961,32040000
DA,0.3,16500,7.229,8.472,-1.505,9.205,9.934,9.977,0.022541548039558,10.162,10.386,10.449,10.508,10.336,10.367,10.421,10.48,10.518,10.542,10.578,10.596,10.522,10.542,10.554,10.567,10.054,9.828,10.166,10.461,10.749,9.845,10.169,10.469,10.709,10.871,9.984,9.877,10.12,10,9.928,10.145,9.645,9.822,25810000
DA,0.3,17000,7.22,8.32,-1.584,9.096,9.85,9.904,0.022774758661343,10.097,10.329,10.394,10.456,10.277,10.31,10.366,10.428,10.468,10.493,10.531,10.549,10.473,10.493,10.505,10.519,9.946,9.748,10.096,10.394,10.686,9.768,10.098,10.403,10.645,10.81,9.91,9.797,10.054,9.926,9.849,10.078,9.486,9.687,20570000
DA,0.3,20000,7.172,7.494,-2.017,8.519,9.399,9.511,0.024070861553266,9.74,10.014,10.094,10.166,9.948,9.995,10.066,10.139,10.191,10.222,10.272,10.301,10.197,10.221,10.238,10.256,9.366,9.32,9.712,10.032,10.337,9.349,9.715,10.041,10.295,10.47,9.505,9.361,9.688,9.519,9.42,9.714,8.649,8.974,4648000
DA,0.3,25000,7.114,6.38,-2.596,7.766,8.794,8.976,0.025731885424688,9.254,9.582,9.681,9.769,9.499,9.563,9.652,9.743,9.814,9.857,9.93,9.968,9.823,9.855,9.88,9.907,8.611,8.743,9.19,9.537,9.863,8.784,9.194,9.547,9.816,10.007,8.955,8.772,9.191,8.968,8.84,9.217,7.574,8.051,569800
DA,0.3,30000,7.072,5.483,-3.017,7.12,8.262,8.5,0.027009038061121,8.814,9.186,9.301,9.404,9.087,9.167,9.272,9.379,9.464,9.514,9.588,9.615,9.475,9.511,9.539,9.567,7.964,8.233,8.723,9.091,9.432,8.283,8.728,9.101,9.383,9.585,8.464,8.249,8.743,8.475,8.325,8.769,6.752,7.296,128300
DA,0.3,35000,7.023,4.692,-3.381,6.584,7.798,8.072,0.028563770670994,8.401,8.795,8.914,9.016,8.689,8.775,8.884,8.992,9.073,9.109,9.137,9.108,9.081,9.106,9.125,9.137,7.427,7.784,8.298,8.675,9.022,7.841,8.303,8.686,8.972,9.179,8.024,7.79,8.325,8.035,7.871,8.352,6.154,6.714,0
DA,0.3,40000,6.953,3.936,-3.768,6.162,7.41,7.704,0.030976449922527,8.04,8.443,8.563,8.663,8.334,8.422,8.533,8.64,8.716,8.748,8.764,8.718,8.724,8.745,8.761,8.768,7.005,7.404,7.931,8.313,8.662,7.464,7.936,8.324,8.612,8.821,7.649,7.405,7.962,7.659,7.489,7.989,5.684,6.264,0
DA,0.3,45000,6.879,3.24,-4.139,5.804,7.073,7.379,0.033723030767122,7.72,8.127,8.247,8.346,8.017,8.106,8.217,8.323,8.397,8.426,8.433,8.378,8.404,8.423,8.437,8.441,6.647,7.072,7.607,7.992,8.343,7.134,7.613,8.003,8.292,8.502,7.32,7.069,7.64,7.329,7.155,7.667,5.288,5.886,0
DA,0.3,50000,6.801,2.588,-4.484,5.474,6.757,7.072,0.036881758318707,7.415,7.825,7.945,8.044,7.715,7.804,7.916,8.021,8.093,8.12,8.12,8.061,8.1,8.117,8.13,8.132,6.317,6.759,7.301,7.688,8.039,6.823,7.306,7.698,7.988,8.199,7.009,6.754,7.335,7.018,6.841,7.362,4.926,5.539,0
DA,0.3,55000,6.72,1.972,-4.8,5.158,6.451,6.772,0.040478671191952,7.118,7.53,7.65,7.748,7.419,7.509,7.621,7.725,7.796,7.822,7.818,7.757,7.803,7.819,7.831,7.831,6.001,6.455,7.001,7.39,7.742,6.52,7.007,7.4,7.69,7.902,6.707,6.449,7.037,6.716,6.537,7.064,4.583,5.21,0
DA,0.3,60000,6.637,1.385,-5.09,4.848,6.149,6.476,0.04457066619876,6.824,7.237,7.357,7.455,7.126,7.216,7.328,7.433,7.503,7.527,7.52,7.46,7.509,7.524,7.535,7.534,5.691,6.156,6.706,7.095,7.447,6.222,6.711,7.106,7.396,7.608,6.409,6.148,6.742,6.418,6.236,6.769,4.25,4.889,0
DA,0.4,1500,7.686,19.716,1.085,23.382,21.06,18.63,0.015380452337196,20.687,20.781,20.576,22.525,20.819,20.709,20.427,22.497,17.41,16.692,15.837,14.906,17.08,16.682,16.75,16.414,24.399,19.86,18.328,20.815,20.5,19.489,18.406,20.887,20.572,20.356,19.101,19.043,19.423,19.14,19.048,19.488,58.69,34.312,15570000000
DA,0.4,1750,7.686,19.046,0.892,22.666,20.531,18.154,0.01538422166821,19.281,19.607,19.644,21.245,19.642,19.529,19.509,21.212,16.901,16.258,15.498,14.675,16.606,16.252,16.278,15.984,23.672,19.38,17.7,19.494,19.303,19.018,17.764,19.547,19.32,19.3,18.443,18.493,18.413,18.476,18.497,18.466,56.614,33.204,14090000000
DA,0.4,2000,7.685,18.465,0.667,22.045,20.065,17.798,0.015391878801194,18.136,18.583,18.814,20.086,18.632,18.505,18.694,20.047,16.441,15.869,15.166,14.442,16.18,15.867,15.853,15.581,23.017,18.987,17.241,18.411,18.307,18.642,17.284,18.449,18.29,18.405,17.893,18.082,17.591,17.919,18.087,17.631,54.787,32.2,12780000000
DA,0.4,2250,7.685,17.953,0.447,21.488,19.658,17.506,0.015395244483515,17.219,17.703,18.085,19.07,17.759,17.629,17.979,19.028,16.029,15.52,14.859,14.218,15.8,15.522,15.475,15.219,22.432,18.634,16.904,17.547,17.491,18.31,16.925,17.573,17.454,17.644,17.419,17.764,16.922,17.439,17.768,16.952,53.119,31.305,11630000000
DA,0.4,2500,7.685,17.495,0.24,21.011,19.31,17.255,0.015398258600897,16.502,16.955,17.393,18.075,17.037,16.887,17.304,18.033,15.616,15.167,14.544,13.979,15.421,15.172,15.092,14.855,21.932,18.337,16.64,16.88,16.84,18.028,16.645,16.895,16.793,17.024,17.012,17.502,16.381,17.029,17.506,16.404,51.718,30.551,10630000000
DA,0.4,2750,7.685,17.08,0.049,20.568,18.988,17.031,0.015405870348904,15.912,16.292,16.777,17.287,16.368,16.232,16.7,17.248,15.252,14.861,14.277,13.765,15.086,14.868,14.774,14.555,21.469,18.063,16.425,16.351,16.282,17.77,16.421,16.357,16.236,16.459,16.655,17.275,15.926,16.669,17.28,15.942,50.276,29.801,9759000000
DA,0.4,3000,7.684,16.701,-0.119,20.13,18.674,16.82,0.015413778610088,15.454,15.694,16.199,16.596,15.754,15.641,16.131,16.56,14.914,14.576,14.024,13.555,14.774,14.584,14.483,14.277,21.016,17.799,16.236,15.947,15.824,17.52,16.226,15.946,15.789,15.957,16.347,17.063,15.554,16.361,17.069,15.566,48.798,29.044,8995000000
DA,0.4,3250,7.684,16.353,-0.252,19.681,18.352,16.604,0.015416468658993,15.115,15.143,15.62,15.909,15.197,15.096,15.562,15.876,14.567,14.28,13.751,13.33,14.452,14.289,14.178,13.982,20.558,17.526,16.051,15.645,15.467,17.264,16.038,15.639,15.45,15.532,16.082,16.849,15.257,16.098,16.855,15.267,47.246,28.244,8322000000
DA,0.4,3500,7.683,16.029,-0.35,19.205,18.013,16.379,0.015431762743805,14.866,14.64,15.045,15.265,14.723,14.598,14.994,15.234,14.217,13.977,13.473,13.103,14.125,13.987,13.872,13.683,20.078,17.239,15.86,15.411,15.196,16.995,15.848,15.403,15.2,15.196,15.851,16.624,15.021,15.869,16.631,15.031,45.518,27.38,7659000000
DA,0.4,3750,7.682,15.728,-0.412,18.707,17.657,16.14,0.015441485958631,14.666,14.219,14.489,14.635,14.37,14.178,14.447,14.605,13.855,13.652,13.187,12.89,13.783,13.662,13.546,13.369,19.577,16.936,15.66,15.213,14.986,16.71,15.648,15.204,15.002,14.946,15.636,16.383,14.82,15.656,16.391,14.831,43.525,26.466,6969000000
DA,0.4,4000,7.681,15.445,-0.443,18.178,17.278,15.888,0.015460788660051,14.484,13.898,13.975,14.033,14.12,13.855,13.941,14.004,13.483,13.304,12.915,12.728,13.427,13.314,13.204,13.053,19.044,16.615,15.448,15.026,14.805,16.409,15.437,15.017,14.827,14.749,15.423,16.125,14.633,15.444,16.135,14.644,41.102,25.495,6224000000
DA,0.4,4250,7.68,15.178,-0.437,17.599,16.871,15.615,0.015487230646465,14.299,13.665,13.543,13.534,13.928,13.621,13.516,13.504,13.149,12.991,12.716,12.632,13.106,13,12.905,12.794,18.459,16.269,15.216,14.83,14.629,16.084,15.207,14.822,14.65,14.573,15.196,15.843,14.441,15.217,15.853,14.452,37.17,24.355,5477000000
DA,0.4,4500,7.678,14.924,-0.39,16.977,16.431,15.314,0.015528396035954,14.098,13.484,13.223,13.183,13.751,13.44,13.203,13.152,12.896,12.767,12.595,12.557,12.863,12.774,12.702,12.634,17.831,15.891,14.959,14.616,14.442,15.728,14.95,14.609,14.46,14.394,14.943,15.528,14.23,14.964,15.54,14.243,33.196,23.226,4476000000
DA,0.4,4750,7.674,14.681,-0.325,16.369,15.993,15.006,0.015587067174617,13.89,13.323,12.999,12.92,13.577,13.28,12.982,12.889,12.707,12.613,12.508,12.488,12.683,12.617,12.57,12.531,17.216,15.51,14.692,14.394,14.25,15.368,14.685,14.388,14.263,14.212,14.68,15.203,14.013,14.7,15.217,14.026,29.963,22.213,3579000000
DA,0.4,5000,7.669,14.445,-0.257,15.787,15.571,14.702,0.015682367166332,13.682,13.167,12.832,12.736,13.403,13.125,12.817,12.704,12.571,12.503,12.433,12.421,12.554,12.506,12.474,12.447,16.628,15.139,14.427,14.171,14.057,15.016,14.421,14.166,14.067,14.031,14.416,14.88,13.795,14.435,14.895,13.809,28.566,21.223,2770000000
DA,0.4,5250,7.662,14.215,-0.199,15.239,15.179,14.414,0.015813682664572,13.484,13.019,12.696,12.603,13.238,12.978,12.68,12.572,12.466,12.414,12.363,12.358,12.453,12.416,12.392,12.373,16.074,14.792,14.176,13.96,13.873,14.685,14.171,13.956,13.879,13.857,14.162,14.572,13.587,14.182,14.59,13.602,27.478,20.356,2147000000
DA,0.4,5500,7.656,13.998,-0.159,14.734,14.829,14.156,0.015923049577917,13.305,12.885,12.579,12.498,13.089,12.845,12.563,12.467,12.38,12.338,12.303,12.303,12.37,12.34,12.322,12.309,15.565,14.481,13.95,13.769,13.707,14.389,13.946,13.766,13.71,13.701,13.932,14.291,13.4,13.951,14.313,13.415,26.547,19.539,1835000000
DA,0.4,6000,7.646,13.596,-0.124,13.904,14.25,13.72,0.016100861920157,13.004,12.658,12.385,12.33,12.837,12.619,12.367,12.301,12.245,12.221,12.211,12.211,12.239,12.221,12.214,12.21,14.732,13.959,13.569,13.448,13.428,13.89,13.566,13.447,13.426,13.438,13.538,13.814,13.084,13.557,13.841,13.101,25.111,17.92,1469000000
DA,0.4,6500,7.64,13.233,-0.126,13.302,13.79,13.359,0.016215297201231,12.755,12.471,12.229,12.199,12.629,12.434,12.21,12.17,12.14,12.131,12.136,12.125,12.137,12.131,12.131,12.134,14.13,13.537,13.253,13.182,13.198,13.484,13.251,13.182,13.19,13.22,13.209,13.421,12.822,13.227,13.454,12.84,23.706,16.548,1206000000
DA,0.4,7000,7.635,12.9,-0.146,12.841,13.407,13.046,0.016298796834617,12.534,12.309,12.101,12.089,12.445,12.273,12.081,12.061,12.05,12.05,12.057,12.042,12.049,12.05,12.055,12.059,13.67,13.178,12.975,12.947,12.992,13.136,12.974,12.947,12.981,13.027,12.921,13.085,12.59,12.938,13.121,12.608,22.309,15.535,1006000000
DA,0.4,7500,7.631,12.589,-0.174,12.467,13.074,12.764,0.016384345578485,12.331,12.161,11.989,11.991,12.276,12.128,11.968,11.963,11.964,11.971,11.978,11.963,11.965,11.971,11.977,11.98,13.297,12.862,12.723,12.731,12.804,12.828,12.723,12.732,12.789,12.85,12.66,12.787,12.377,12.677,12.825,12.396,20.799,14.774,847400000
DA,0.4,8000,7.627,12.298,-0.206,12.152,12.775,12.504,0.016465375988829,12.142,12.026,11.887,11.9,12.119,11.994,11.864,11.872,11.882,11.892,11.9,11.887,11.883,11.892,11.899,11.902,12.985,12.576,12.491,12.53,12.63,12.547,12.49,12.533,12.611,12.686,12.419,12.517,12.18,12.436,12.556,12.199,19.294,14.174,718900000
DA,0.4,8500,7.622,12.024,-0.237,11.88,12.503,12.26,0.016546790750644,11.967,11.899,11.792,11.815,11.973,11.871,11.769,11.786,11.801,11.816,11.825,11.815,11.804,11.816,11.822,11.827,12.716,12.312,12.274,12.343,12.468,12.287,12.274,12.346,12.446,12.534,12.195,12.268,11.996,12.212,12.308,12.016,18.017,13.684,613300000
DA,0.4,9000,7.618,11.764,-0.267,11.64,12.251,12.031,0.016636677863383,11.803,11.782,11.704,11.734,11.836,11.756,11.679,11.704,11.724,11.741,11.753,11.746,11.727,11.741,11.748,11.753,12.478,12.066,12.07,12.168,12.318,12.045,12.07,12.172,12.293,12.394,11.984,12.036,11.824,12.002,12.077,11.845,16.975,13.266,525900000
DA,0.4,9500,7.613,11.518,-0.297,11.422,12.018,11.815,0.016722623644146,11.651,11.672,11.621,11.658,11.71,11.649,11.596,11.628,11.649,11.668,11.683,11.679,11.652,11.669,11.676,11.682,12.263,11.837,11.879,12.004,12.179,11.818,11.88,12.009,12.151,12.265,11.787,11.82,11.665,11.805,11.861,11.686,16.096,12.899,452700000
DA,0.4,10000,7.608,11.283,-0.332,11.224,11.805,11.615,0.016817120122871,11.512,11.572,11.545,11.586,11.594,11.55,11.519,11.556,11.577,11.596,11.614,11.614,11.58,11.598,11.604,11.611,12.067,11.627,11.704,11.855,12.053,11.608,11.705,11.86,12.022,12.147,11.606,11.621,11.52,11.623,11.662,11.541,15.252,12.569,390900000
DA,0.4,10500,7.603,11.059,-0.383,11.047,11.616,11.442,0.01691114557927,11.394,11.484,11.478,11.522,11.494,11.464,11.451,11.492,11.511,11.53,11.549,11.553,11.514,11.531,11.537,11.544,11.892,11.442,11.553,11.727,11.945,11.425,11.553,11.733,11.912,12.046,11.447,11.446,11.395,11.464,11.488,11.416,14.294,12.277,338400000
DA,0.4,11000,7.598,10.844,-0.453,10.891,11.457,11.298,0.017012426268608,11.297,11.411,11.419,11.466,11.412,11.393,11.393,11.436,11.454,11.472,11.493,11.5,11.457,11.474,11.48,11.487,11.737,11.286,11.427,11.622,11.857,11.271,11.428,11.629,11.822,11.963,11.314,11.3,11.292,11.332,11.342,11.314,13.443,12.02,293700000
DA,0.4,11500,7.594,10.64,-0.543,10.762,11.327,11.183,0.01709841861653,11.221,11.353,11.371,11.418,11.346,11.335,11.344,11.388,11.407,11.425,11.446,11.455,11.41,11.427,11.432,11.44,11.609,11.16,11.328,11.54,11.787,11.147,11.328,11.547,11.751,11.896,11.208,11.181,11.211,11.226,11.223,11.233,12.735,11.798,255200000
DA,0.4,12000,7.589,10.444,-0.656,10.663,11.229,11.099,0.017186566951147,11.165,11.308,11.332,11.379,11.297,11.29,11.305,11.349,11.367,11.384,11.407,11.418,11.37,11.386,11.392,11.401,11.51,11.066,11.256,11.481,11.735,11.055,11.256,11.488,11.698,11.846,11.129,11.093,11.151,11.147,11.136,11.174,12.134,11.62,221800000
DA,0.4,12500,7.585,10.256,-0.766,10.565,11.136,11.022,0.017271561378259,11.112,11.264,11.292,11.34,11.25,11.246,11.265,11.31,11.329,11.346,11.371,11.382,11.332,11.348,11.354,11.363,11.412,10.977,11.188,11.425,11.684,10.968,11.189,11.432,11.647,11.797,11.054,11.01,11.095,11.072,11.053,11.118,11.716,11.451,192800000
DA,0.4,13000,7.581,10.075,-0.868,10.455,11.038,10.943,0.017356610665189,11.053,11.217,11.25,11.298,11.197,11.198,11.222,11.269,11.289,11.307,11.333,11.345,11.292,11.309,11.316,11.326,11.302,10.885,11.116,11.364,11.628,10.879,11.117,11.371,11.591,11.743,10.976,10.922,11.033,10.994,10.966,11.056,11.415,11.287,167700000
DA,0.4,13500,7.577,9.901,-0.964,10.338,10.941,10.865,0.017437494728283,10.992,11.166,11.204,11.254,11.143,11.148,11.177,11.225,11.248,11.268,11.295,11.308,11.251,11.269,11.276,11.287,11.185,10.794,11.044,11.3,11.57,10.791,11.045,11.308,11.532,11.687,10.897,10.835,10.968,10.915,10.88,10.992,11.176,11.126,145900000
DA,0.4,14000,7.573,9.733,-1.058,10.221,10.848,10.791,0.01751844503823,10.931,11.116,11.159,11.211,11.088,11.098,11.131,11.182,11.207,11.228,11.257,11.271,11.211,11.229,11.237,11.248,11.069,10.708,10.973,11.237,11.512,10.708,10.974,11.245,11.473,11.63,10.821,10.75,10.904,10.838,10.796,10.928,10.966,10.973,126900000
DA,0.4,14500,7.569,9.57,-1.151,10.107,10.758,10.72,0.017604172757771,10.872,11.066,11.113,11.167,11.034,11.048,11.085,11.138,11.166,11.188,11.219,11.233,11.17,11.189,11.198,11.21,10.955,10.625,10.905,11.176,11.454,10.628,10.906,11.184,11.415,11.574,10.747,10.668,10.842,10.764,10.715,10.866,10.773,10.826,110300000
DA,0.4,15000,7.564,9.412,-1.24,9.996,10.673,10.652,0.017691681335167,10.813,11.017,11.068,11.124,10.981,10.999,11.04,11.095,11.126,11.148,11.181,11.196,11.13,11.149,11.159,11.171,10.844,10.546,10.839,11.116,11.397,10.552,10.841,11.124,11.358,11.519,10.675,10.589,10.781,10.692,10.638,10.805,10.593,10.684,95900000
DA,0.4,15500,7.56,9.258,-1.328,9.889,10.591,10.586,0.017786407166767,10.756,10.969,11.023,11.081,10.928,10.95,10.995,11.053,11.085,11.109,11.143,11.159,11.09,11.109,11.12,11.133,10.736,10.469,10.775,11.057,11.342,10.478,10.776,11.065,11.302,11.465,10.606,10.513,10.721,10.623,10.563,10.745,10.423,10.547,83480000
DA,0.4,16000,7.555,9.109,-1.413,9.785,10.512,10.521,0.017877700648531,10.7,10.921,10.978,11.038,10.877,10.902,10.95,11.01,11.045,11.069,11.105,11.122,11.05,11.07,11.081,11.095,10.632,10.396,10.712,10.999,11.287,10.407,10.714,11.008,11.247,11.412,10.539,10.439,10.663,10.555,10.49,10.687,10.261,10.414,72820000
DA,0.4,16500,7.55,8.963,-1.495,9.684,10.436,10.458,0.01797975368897,10.644,10.874,10.934,10.996,10.827,10.855,10.906,10.968,11.005,11.031,11.068,11.086,11.01,11.031,11.043,11.057,10.531,10.324,10.651,10.942,11.233,10.338,10.653,10.951,11.192,11.359,10.473,10.368,10.605,10.489,10.419,10.63,10.106,10.287,63690000
DA,0.4,17000,7.546,8.822,-1.575,9.586,10.362,10.397,0.018073979425032,10.59,10.827,10.89,10.954,10.778,10.809,10.862,10.927,10.966,10.992,11.031,11.051,10.971,10.992,11.005,11.02,10.433,10.255,10.591,10.887,11.181,10.271,10.593,10.896,11.139,11.308,10.409,10.298,10.549,10.425,10.351,10.574,9.957,10.163,55900000
DA,0.4,20000,7.516,8.042,-2.008,9.056,9.955,10.05,0.01870215426602,10.28,10.559,10.637,10.711,10.495,10.54,10.608,10.684,10.736,10.768,10.819,10.848,10.742,10.767,10.784,10.803,9.901,9.871,10.253,10.571,10.879,9.897,10.256,10.58,10.835,11.015,10.05,9.907,10.23,10.064,9.967,10.256,9.167,9.5,27640000
DA,0.4,25000,7.464,6.943,-2.587,8.317,9.36,9.53,0.019855078523609,9.809,10.141,10.239,10.329,10.059,10.122,10.21,10.303,10.373,10.417,10.491,10.53,10.382,10.416,10.44,10.468,9.162,9.306,9.746,10.092,10.419,9.344,9.75,10.102,10.372,10.565,9.513,9.331,9.748,9.526,9.4,9.774,8.11,8.595,10280000
DA,0.4,30000,7.409,6.012,-3.01,7.641,8.793,9.022,0.021169427676984,9.337,9.712,9.826,9.93,9.614,9.693,9.797,9.905,9.99,10.04,10.114,10.141,10.001,10.038,10.065,10.093,8.484,8.762,9.247,9.614,9.955,8.811,9.252,9.624,9.906,10.11,8.99,8.775,9.267,9.001,8.852,9.293,7.265,7.812,3600000
DA,0.4,35000,7.356,5.211,-3.378,7.099,8.32,8.589,0.022491350709625,8.918,9.314,9.433,9.536,9.208,9.294,9.403,9.512,9.594,9.632,9.665,9.64,9.603,9.629,9.649,9.662,7.942,8.305,8.816,9.192,9.539,8.361,8.82,9.202,9.489,9.697,8.543,8.308,8.843,8.553,8.39,8.87,6.665,7.227,940200
DA,0.4,40000,7.313,4.525,-3.768,6.75,8.003,8.293,0.023617375990686,8.63,9.034,9.155,9.256,8.926,9.014,9.125,9.233,9.312,9.345,9.365,9.325,9.32,9.342,9.36,9.368,7.593,7.996,8.521,8.903,9.252,8.056,8.526,8.913,9.202,9.412,8.24,7.995,8.552,8.249,8.08,8.579,6.268,6.85,235000
DA,0.4,45000,7.283,3.938,-4.142,6.506,7.778,8.08,0.024452687559493,8.423,8.832,8.952,9.053,8.722,8.811,8.923,9.031,9.106,9.137,9.149,9.099,9.114,9.134,9.15,9.155,7.348,7.776,8.31,8.695,9.046,7.838,8.315,8.705,8.995,9.206,8.023,7.772,8.343,8.033,7.858,8.37,5.984,6.585,0
DA,0.4,50000,7.245,3.386,-4.49,6.279,7.565,7.876,0.025539454544474,8.222,8.634,8.755,8.855,8.523,8.613,8.725,8.832,8.906,8.935,8.941,8.884,8.914,8.932,8.947,8.95,7.122,7.566,8.106,8.493,8.845,7.63,8.111,8.504,8.794,9.006,7.816,7.56,8.141,7.825,7.648,8.168,5.725,6.342,0
DA,0.4,55000,7.176,2.798,-4.809,5.992,7.288,7.607,0.027671088752721,7.955,8.369,8.49,8.59,8.257,8.348,8.461,8.567,8.64,8.667,8.667,8.608,8.647,8.664,8.677,8.678,6.835,7.292,7.838,8.226,8.579,7.357,7.843,8.237,8.528,8.74,7.544,7.285,7.873,7.553,7.373,7.901,5.412,6.042,0
DA,0.4,60000,7.102,2.235,-5.103,5.71,7.014,7.338,0.030133468618861,7.688,8.104,8.225,8.324,7.992,8.083,8.196,8.302,8.373,8.399,8.396,8.335,8.38,8.396,8.408,8.408,6.553,7.02,7.569,7.959,8.313,7.086,7.575,7.97,8.261,8.474,7.273,7.012,7.606,7.282,7.1,7.633,5.107,5.749,0
DA,0.4,65000,7.024,1.694,-5.373,5.427,6.738,7.067,0.032940099981263,7.419,7.836,7.957,8.056,7.723,7.815,7.927,8.033,8.104,8.129,8.123,8.063,8.11,8.126,8.137,8.136,6.27,6.746,7.299,7.69,8.043,6.812,7.304,7.7,7.992,8.205,7,6.737,7.336,7.009,6.826,7.363,4.805,5.457,0
DA,0.4,70000,6.944,1.171,-5.622,5.144,6.46,6.793,0.036137287117363,7.146,7.564,7.686,7.785,7.451,7.543,7.656,7.762,7.832,7.856,7.849,7.791,7.838,7.853,7.864,7.862,5.987,6.47,7.025,7.417,7.771,6.537,7.03,7.428,7.719,7.933,6.725,6.459,7.063,6.733,6.549,7.091,4.505,5.166,0
DA,0.4,75000,6.861,0.663,-5.853,4.859,6.18,6.516,0.039776732026918,6.871,7.29,7.412,7.51,7.177,7.269,7.382,7.488,7.557,7.581,7.574,7.518,7.564,7.578,7.589,7.587,5.702,6.191,6.749,7.141,7.496,6.258,6.754,7.152,7.444,7.658,6.447,6.18,6.787,6.455,6.27,6.815,4.204,4.873,0
